word	Malayalam-ml	emotion	emotion-intensity-score
swerve	വാഹനം	surprise	0.508
reflex	റിഫ്ളക്സ്	surprise	0.508
rave	കെടുത്തുക	surprise	0.508
pop	പോപ്പ്	surprise	0.508
luck	ഭാഗ്യം	surprise	0.508
magnificent	മഹത്തായ	surprise	0.508
transcendence	പരിക്രമണം	surprise	0.508
garish	നരച്ച	surprise	0.508
unintentionally	അവിചാരിതമായി	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	അപൂർവ്വമായ	surprise	0.500
marvelous	ആശ്ചര്യം	surprise	0.500
heroic	വീരോചിതമായ	surprise	0.500
remarkable	ശ്രദ്ധേയമായത്	surprise	0.500
fainting	മടുപ്പ്	surprise	0.500
slayer	കുല	surprise	0.500
erotic	ലൈംഗികത	surprise	0.500
enliven	enliven	surprise	0.500
alertness	ജാഗ്രത	surprise	0.500
misbehavior	തെറ്റായ പെരുമാറ്റം	surprise	0.500
embarrassment	നാണം	surprise	0.500
diversion	വഴിതിരിച്ചുവിടുക	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	നാബ്	surprise	0.492
camouflage	പകവീട്ടുക	surprise	0.492
trump	തുമ്പിക്കൈ	surprise	0.492
decoy	ചതിക്കുക	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	ചിമെരാ	surprise	0.492
infarct	ഇന്ഫര്മര്	surprise	0.492
birthday	ജന്മദിനം	surprise	0.492
greatness	മഹത്വം	surprise	0.492
zeal	ശുഷ്കാന്തി	surprise	0.484
prick	പ്രാവി	surprise	0.484
magician	മാന്തിക	surprise	0.484
underestimate	കുറച്ചുമാത്രം	surprise	0.484
horde	കൂട്ടം	surprise	0.484
fanfare	ആരാധകനാണ്	surprise	0.484
inexpressible	കാണാനാവുന്നില്ല	surprise	0.484
daemon	ഡെമൻ	surprise	0.484
variable	വേരിയബിൾ	surprise	0.484
curiosity	ജിജ്ഞാസ	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	പാഴാക്കിക്കളയാം	surprise	0.477
chicane	ചിക്കാനെ	surprise	0.477
fortune	ഭാഗ്യം	surprise	0.477
sneeze	തുമ്മുക	surprise	0.477
illumination	പ്രകാശം	surprise	0.477
incident	സംഭവം	surprise	0.477
dreadfully	ഭയമായി	surprise	0.477
strange	വിചിത്രമായ	surprise	0.477
subversive	അട്ടിമറി	surprise	0.477
reversal	വിപരീതം	surprise	0.469
prowl	പ്രോലെ	surprise	0.469
rapid	വേഗത	surprise	0.469
leery	നഖം	surprise	0.469
wizard	മാന്ത്രികൻ	surprise	0.469
coincidence	യാദൃച്ഛികം	surprise	0.461
hilarious	നിലനില്ക്കുകയും	surprise	0.461
divergent	വിഭിന്നമായ	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ഇടവേള	surprise	0.461
slip	തെന്നുക	surprise	0.461
wonderful	അത്ഭുതകരമായ	surprise	0.453
hoax	തട്ടിപ്പ്	surprise	0.453
winning	വിജയി	surprise	0.453
overestimate	അമിതവണ്ണമാണ്	surprise	0.453
confession	കുറ്റസമ്മതം	surprise	0.453
ordeal	അഗ്നിപരീക്ഷ	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	സുഖം	surprise	0.453
raffle	ക്യാപ്ചർ	surprise	0.453
stound	തമാശ	surprise	0.445
laughter	ചിരി	surprise	0.445
enthusiast	ആവേശം	surprise	0.445
splendid	മനോഹരം	surprise	0.445
feat	യന്ത്രം	surprise	0.445
perchance	പെരുന്നാൾ	surprise	0.445
excel	എക്സൽ	surprise	0.445
gambling	ചൂതാട്ട	surprise	0.445
unintentional	അപ്രധാനമായ	surprise	0.438
brighten	തെളിച്ചം	surprise	0.438
changeable	മാറ്റാവുന്ന	surprise	0.438
rapt	കരയുക	surprise	0.438
unique	അതുല്യമായ	surprise	0.438
splendor	പ്രശസ്തി	surprise	0.438
senseless	ബുദ്ധിഹീനമായ	surprise	0.438
gift	സമ്മാനം	surprise	0.430
fascination	ആകർഷണം	surprise	0.430
trepidation	വക്രത	surprise	0.430
stealthy	മോഷ്ടാവ്	surprise	0.430
fiesta	ഫിസ്റ്റ്	surprise	0.430
delighted	സന്തോഷവതി	surprise	0.430
lawsuit	നിയമവ്യവസ്ഥ	surprise	0.430
intrigue	ഗൂഢാലോചന	surprise	0.430
quicksilver	ദ്രുതഗതിയിൽ	surprise	0.422
originality	മൗലികത	surprise	0.422
riddle	കടംകഥ	surprise	0.422
judgment	വിധി	surprise	0.422
enchant	മോഹിപ്പിക്കുക	surprise	0.422
stealth	മോഷ്ടിക്കുന്നു	surprise	0.422
veracity	സത്യസന്ധത	surprise	0.414
elusive	അഴകുള്ള	surprise	0.414
perjury	കള്ളം പറയുക	surprise	0.414
spirits	ആത്മാക്കൾ	surprise	0.414
liberation	വിമോചനം	surprise	0.414
illegitimate	നിയമവിരുദ്ധമായ	surprise	0.414
syncope	syncope	surprise	0.414
experiment	പരീക്ഷണം	surprise	0.414
gambler	ചൂതാട്ടക്കാരൻ	surprise	0.406
eager	ആകാംക്ഷയോടെ	surprise	0.406
inspired	പ്രചോദനം	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	കരഘോഷം	surprise	0.406
allure	ആകർഷണീയമായ	surprise	0.406
parade	പരേഡ്	surprise	0.406
princely	രാജകുമാരി	surprise	0.398
divorce	വിവാഹമോചനം	surprise	0.398
guess	ഊഹിക്കുക	surprise	0.398
burlesque	ബാർലെക്ക്	surprise	0.398
secrecy	രഹസ്യങ്ങൾ	surprise	0.398
aspiration	അഭിലാഷം	surprise	0.391
peri	പെരി	surprise	0.391
cheerful	സന്തോഷത്തോടെ	surprise	0.391
hermaphrodite	ഹെർമഫ്രോയിഡ്	surprise	0.391
supremacy	ആധിപത്യം	surprise	0.391
incontinence	അനാവശ്യമായ	surprise	0.391
inheritance	അവകാശം	surprise	0.383
score	സ്കോർ	surprise	0.383
lose	നഷ്ടപ്പെടുക	surprise	0.383
crowning	കിരീടം	surprise	0.383
buck	തട്ടുക	surprise	0.383
praiseworthy	പ്രശംസിക്കുക	surprise	0.383
cadaver	വഞ്ചകൻ	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	ഗുൽപ്പ്	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	ഉഗ്രവിഷം	surprise	0.375
mystic	മിസ്റ്റിക്	surprise	0.375
succeed	വിജയിക്കുക	surprise	0.375
advance	മുൻകൂർ	surprise	0.375
sparkle	തിളക്കം	surprise	0.367
hope	പ്രതീക്ഷ	surprise	0.367
joker	ജോക്കർ	surprise	0.367
sensual	വികാരഭരിതമായ	surprise	0.367
excavation	ഉത്ഖനനം	surprise	0.367
feeling	തോന്നൽ	surprise	0.359
entertainment	വിനോദമാണ്	surprise	0.359
clown	ക്ലോണ്	surprise	0.352
newcomer	പുതുമുഖം	surprise	0.352
modify	പരിഷ്ക്കരിക്കുക	surprise	0.352
award	അവാർഡ്	surprise	0.352
blessings	അനുഗ്രഹങ്ങൾ	surprise	0.352
postponement	വൈകി	surprise	0.352
obit	മുതലാളി	surprise	0.352
celebrity	സെലിബ്രിറ്റി	surprise	0.344
hero	കഥാനായകന്	surprise	0.344
start	ആരംഭിക്കുക	surprise	0.344
wonderfully	അത്ഭുതകരമാണ്	surprise	0.344
highest	ഉയർന്നത്	surprise	0.344
proficiency	യോഗ്യത	surprise	0.344
glorify	മഹത്വപ്പെടുത്തുക	surprise	0.344
unbeaten	പുറത്താകാതെ	surprise	0.336
memorable	അവിസ്മരണീയമായ	surprise	0.336
sanctify	വിശുദ്ധീകരിക്കുക	surprise	0.336
rekindle	പുനർജനിക്കുക	surprise	0.336
optimism	ശുഭാപ്തിവിശ്വാസം	surprise	0.336
warned	മുന്നറിയിപ്പ് നൽകി	surprise	0.336
prodigious	അതിശയകരമായ	surprise	0.336
dissolution	പിളർപ്പ്	surprise	0.336
grin	ചവിട്ടി	surprise	0.336
admiration	പ്രശംസ	surprise	0.328
hypertrophy	ഹൈപ്പർട്രോഫി	surprise	0.328
present	വർത്തമാന	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ദൂതൻ	surprise	0.320
examination	പരീക്ഷ	surprise	0.320
catch	പിടിക്കുക	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	ഇളക്കുക	surprise	0.312
puma	പ്യൂമ	surprise	0.312
liberty	സ്വാതന്ത്ര്യം	surprise	0.312
kiss	ചുംബനം	surprise	0.312
embrace	പുണരുക	surprise	0.312
occasional	ഇടയ്ക്കിടെ	surprise	0.312
treat	പെരുമാറുക	surprise	0.312
saint	സെയിന്റ്	surprise	0.312
scrimmage	ശല്യപ്പെടുത്തൽ	surprise	0.312
dismissal	പുറത്താക്കൽ	surprise	0.312
perfection	പൂർണ്ണത	surprise	0.305
generosity	ഉദാരത	surprise	0.305
gratify	തരൂ	surprise	0.305
saintly	സന്യാസി	surprise	0.305
sally	മായ	surprise	0.305
polarity	ധ്രുവീകരണം	surprise	0.297
finally	അവസാനം	surprise	0.297
differently	വ്യത്യസ്തമായി	surprise	0.297
palpable	സ്പർശിക്കും	surprise	0.297
warn	മുന്നറിയിപ്പ്	surprise	0.297
ceremony	ചടങ്ങ്	surprise	0.297
larger	വലിയ	surprise	0.297
favorable	അനുകൂലമായ	surprise	0.297
romance	പ്രണയം	surprise	0.289
medal	മെഡൽ	surprise	0.289
inviting	ക്ഷണിക്കുന്നു	surprise	0.289
greeting	ആശംസകൾ	surprise	0.289
candid	നിസ്സംഗത	surprise	0.281
resignation	രാജി	surprise	0.281
trip	യാത്ര	surprise	0.281
accolade	accolade	surprise	0.281
labor	അധ്വാനിക്കുക	surprise	0.281
stare	ഉറ്റുനോക്കുക	surprise	0.273
glimmer	തിളങ്ങുന്ന	surprise	0.266
invite	ക്ഷണിക്കൂ	surprise	0.266
somatic	സിമാറ്റിക്	surprise	0.266
admire	അഭിനന്ദിക്കുക	surprise	0.266
immerse	സ്നാപനം	surprise	0.266
festival	ഉത്സവം	surprise	0.266
mimicry	മിമിക്രി	surprise	0.266
compensate	നഷ്ടപരിഹാരം നൽകൂ	surprise	0.266
insolvency	വഞ്ചന	surprise	0.266
playful	കളിക്കാൻ	surprise	0.266
complement	പരിപൂരകമാണ്	surprise	0.258
receiving	സ്വീകരിക്കുന്നത്	surprise	0.258
hypothesis	അനുമാനം	surprise	0.258
laugh	ചിരിക്കുക	surprise	0.258
chuckle	ഞെട്ടലാണ്	surprise	0.258
honeymoon	മധുവിധു	surprise	0.250
marry	വിവാഹം കഴിക്കുക	surprise	0.242
independence	സ്വാതന്ത്ര്യം	surprise	0.242
opera	ഓപ്പറ	surprise	0.242
pleasant	മനോഹരമായ	surprise	0.242
rhythmical	രചന	surprise	0.234
assessment	മൂല്യനിർണ്ണയം	surprise	0.234
hopeful	പ്രതീക്ഷ	surprise	0.234
trophy	ട്രോഫി	surprise	0.234
holiness	വിശുദ്ധി	surprise	0.234
chant	ഗാനം	surprise	0.234
leave	വിട്ടേക്കുക	surprise	0.234
procession	ഉദ്ഘാടനം	surprise	0.227
placard	പ്ലക്കാർഡ്	surprise	0.227
deal	ഇടപാട്	surprise	0.227
cherish	ആശംസിക്കുന്നു	surprise	0.219
good	നല്ലത്	surprise	0.219
shopping	ഷോപ്പിംഗ്	surprise	0.219
musical	സംഗീത	surprise	0.219
shell	ഷെൽ	surprise	0.211
dawn	പ്രഭാതത്തെ	surprise	0.211
simplify	ലളിതമാക്കുക	surprise	0.211
purity	പരിശുദ്ധി	surprise	0.203
nullify	ദുരുപയോഗം ചെയ്യുക	surprise	0.203
money	പണം	surprise	0.203
sweet	മധുരം	surprise	0.203
morals	ധാർമികത	surprise	0.203
synchronize	സമന്വയിപ്പിക്കുക	surprise	0.195
preservative	സംരക്ഷണം	surprise	0.195
humanitarian	മനുഷ്യത്വപരമായ	surprise	0.195
unfulfilled	നിറവേറ്റാത്തത്	surprise	0.195
precious	വിലയേറിയ	surprise	0.195
obliging	നിർബന്ധിക്കുക	surprise	0.188
singularly	singularly	surprise	0.188
foresee	മുൻകൂട്ടി കാണുക	surprise	0.180
pray	പ്രാർഥിക്കുക	surprise	0.180
graduation	ബിരുദം	surprise	0.180
lovely	മനോഹരമായി	surprise	0.180
sun	സൂര്യൻ	surprise	0.172
art	കല	surprise	0.172
mouth	വായ	surprise	0.172
youth	യുവാക്കൾ	surprise	0.172
thirst	ദാഹം	surprise	0.172
young	ചെറുപ്പമാണ്	surprise	0.164
goodness	നന്മ	surprise	0.164
overdue	കാലതാമസം	surprise	0.156
visor	visor	surprise	0.156
practiced	പ്രയോഗിച്ചു	surprise	0.156
latent	മറച്ചുവച്ച	surprise	0.156
loyal	വിശ്വസ്തതയോടെ	surprise	0.148
expect	പ്രതീക്ഷിക്കുന്നു	surprise	0.148
destination	ഉദ്ദിഷ്ടസ്ഥാനം	surprise	0.148
wireless	വയർലെസ്	surprise	0.148
quote	ഉദ്ധരണി	surprise	0.141
slush	തട്ടുക	surprise	0.141
infant	ശിശു	surprise	0.141
cream	ക്രീം	surprise	0.141
playground	കളിസ്ഥലം	surprise	0.133
organization	സംഘടന	surprise	0.125
teach	പഠിപ്പിക്കുക	surprise	0.125
vote	വോട്ട്	surprise	0.125
smile	പുഞ്ചിരി	surprise	0.117
weight	ഭാരം	surprise	0.117
dolphin	ഡോൾഫിൻ	surprise	0.117
sisterhood	സഹോദരി	surprise	0.109
cable	കേബിൾ	surprise	0.109
sunny	തെളിഞ്ഞതായ	surprise	0.102
steady	സ്ഥിരമായി	surprise	0.094
leisure	വിശ്രമം	surprise	0.086
peaceful	ശാന്തത	surprise	0.086
spa	സ്പാ	surprise	0.086
tree	വൃക്ഷം	surprise	0.078
picnic	പിക്നിക്	surprise	0.078
worm	പുഴു	surprise	0.055
truthfulness	സത്യസന്ധത	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	വിശ്വാസയോഗ്യമായ	trust	0.867
honest	സത്യസന്ധൻ	trust	0.844
honesty	സത്യസന്ധത	trust	0.844
honor	ബഹുമാനം	trust	0.844
truth	സത്യം	trust	0.844
truthful	സത്യസന്ധത	trust	0.836
trusting	വിശ്വസിക്കുന്നു	trust	0.836
brotherhood	സാഹോദര്യം	trust	0.820
entrust	ഏൽപ്പിക്കുക	trust	0.812
committed	ചെയ്തു	trust	0.805
integrity	സമഗ്രത	trust	0.805
loyalty	വിശ്വസ്തത	trust	0.805
honorable	മാന്യമായ	trust	0.805
credibility	വിശ്വാസ്യത	trust	0.805
trust	ആശ്രയം	trust	0.805
faithful	വിശ്വസ്ത	trust	0.797
sincere	ആത്മാർത്ഥ	trust	0.797
responsible	ഉത്തരവാദിയായ	trust	0.789
partnership	പങ്കാളിത്തം	trust	0.789
true	NO TRANSLATION	trust	0.789
