word	Kyrgyz-ky	emotion	emotion-intensity-score
transcript	стенограммасы	trust	0.531
accompaniment	узатуу	trust	0.531
doubtless	албетте,	trust	0.531
rescue	куткаруу	trust	0.531
seal	мөөр	trust	0.531
expedient	максатка	trust	0.531
ballot	шайлоо	trust	0.531
deliverance	куткаруу	trust	0.531
heavens	асман	trust	0.531
fraternal	бир тууган	trust	0.531
dependent	көз каранды	trust	0.531
answerable	жооптуу	trust	0.531
center	Борбор	trust	0.531
analyst	аналитик	trust	0.531
firstborn	тун	trust	0.531
bloom	гүлдөө	trust	0.531
inseparable	бөлүнгүс	trust	0.531
bride	колукту	trust	0.531
evergreen	жашыл	trust	0.531
princely	Анын	trust	0.531
immunization	иммундаштыруу	trust	0.531
refuge	баш маанабыз	trust	0.531
verily	айтып коёюн,	trust	0.531
omniscient	баарын	trust	0.531
terms	шарттары	trust	0.531
sponsor	демөөрчү	trust	0.531
approbation	Сыноодон өткөрүү	trust	0.527
correctness	туура	trust	0.523
elevation	бийик орун	trust	0.523
neighbor	кошуна	trust	0.523
unbroken	жаракаты	trust	0.523
countenance	жүзү	trust	0.523
hug	кучактоо	trust	0.523
nobility	асылдыгы	trust	0.523
paragon	үлгүсү	trust	0.523
coronation	такка олтуруу	trust	0.523
celebration	салтанат	trust	0.523
graduation	окуу жайын бүтүрүү	trust	0.523
commonwealth	ынтымак	trust	0.523
dictionary	сөздүк	trust	0.523
powerful	күчтүү	trust	0.523
notable	белгилүү	trust	0.523
account	каттоо эсеби	trust	0.523
winning	утуп	trust	0.523
honeymoon	ысыкчылык айы	trust	0.523
improvement	жакшыруу	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	поп	trust	0.523
ratify	бекитүү	trust	0.523
connoisseur	накта	trust	0.523
award	сыйлык	trust	0.523
taught	үйрөттү	trust	0.523
adoration	болушу	trust	0.523
salutary	пайдалуу	trust	0.523
captivate	туткун	trust	0.523
liberate	бошотуу	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	лауреаты	trust	0.523
benedictory	benedictory	trust	0.523
feeling	сезим	trust	0.518
freely	эркин	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Оомийин!	trust	0.516
reverie	жайы	trust	0.516
organization	уюм	trust	0.516
framework	база	trust	0.516
sentinel	күзөтчү	trust	0.516
advent	келүү	trust	0.516
inform	билдирүү	trust	0.516
committee	комитет	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	ойдо	trust	0.516
obstetrician	акушер	trust	0.516
enchanted	Enchanted	trust	0.516
formative	калыптануу	trust	0.516
tribunal	трибуналы	trust	0.516
association	бирикме	trust	0.516
remedy	чара	trust	0.516
credit	кредиттик	trust	0.516
nobleman	Сарай	trust	0.516
predominant	басымдуу	trust	0.516
measure	ченөө	trust	0.516
perpetuity	түбөлүк сактоо	trust	0.516
fully	толугу менен	trust	0.516
deserve	татыктуу болуу	trust	0.516
tender	назик	trust	0.516
pray	жалбаруу	trust	0.516
confession	таануу / конфессия	trust	0.516
management	жетекчилик	trust	0.516
volunteer	ыктыярдуу аял	trust	0.509
instruct	берүү	trust	0.508
virgin	кыз	trust	0.508
constable	полицияда иштеген аял	trust	0.508
reward	сыйлык	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	ыйык кызмат кылуучу	trust	0.508
policy	саясат	trust	0.508
confessional	тутуу	trust	0.508
savor	даам	trust	0.508
custodian	көзөмөлчү	trust	0.508
vouch	кепилдик	trust	0.508
tolerance	чыдамкайлык	trust	0.508
unsurpassed	бийик	trust	0.508
venerable	атактуу	trust	0.508
forgiving	кечиримдүү	trust	0.508
intact	тийилбеген	trust	0.508
diversity	ар түрдүүлүк	trust	0.508
accolade	ТААНУУ	trust	0.508
philosopher	ойчул	trust	0.508
lieutenant	лейтенант	trust	0.508
shepherd	койчу	trust	0.508
courtship	түгөй	trust	0.508
sovereign	эгемендүү	trust	0.508
medical	медициналык	trust	0.508
housewife	үй кожойкеси	trust	0.508
automatic	автоматтык	trust	0.508
patronage	колдоочулук	trust	0.508
enable	иштетүү	trust	0.508
admissible	кылууга мүмкүн	trust	0.508
beautification	көрктөндүрүү	trust	0.508
synchronize	синхрондоштуруу	trust	0.500
info	маалымат	trust	0.500
pontiff	аттанар	trust	0.500
retain	кармоо	trust	0.500
warden	кароолчу	trust	0.500
majesty	улуулук	trust	0.500
infallibility	маъсумдугу	trust	0.500
guru	гуру	trust	0.500
apologetic	качирмечил	trust	0.500
darling	чырагым	trust	0.500
doctrine	доктринасы	trust	0.500
related	байланыштуу	trust	0.500
treasure	кенч	trust	0.500
infinity	чексиз	trust	0.500
romantic	романтикалуу	trust	0.500
optimist	оптимист	trust	0.500
timing	убакыт	trust	0.500
undying	айныгыс	trust	0.500
personal	өз	trust	0.500
gateway	дарбаза	trust	0.500
instruction	нускама	trust	0.500
backer	колдоочубуз	trust	0.500
watchful	сак	trust	0.500
badge	белги	trust	0.500
birth	туулган	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	салих	trust	0.500
indelible	ташка тамга	trust	0.500
superman	Супермен	trust	0.500
guard	кайтаруу	trust	0.500
vindication	акталышы	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	жандуу	trust	0.500
constitute	түзөт	trust	0.492
jubilant	тебишти	trust	0.492
endow	үйрөт	trust	0.492
improve	жакшыртуу	trust	0.492
contributor	катышуучу	trust	0.492
formality	формалдык	trust	0.492
salute	саламдашуу	trust	0.492
inevitable	сөзсүз	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	арачы	trust	0.492
grow	өсүү	trust	0.492
fellow	ишенимдештерине	trust	0.492
popularity	популярдуулугу	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	басма сөз катчысы	trust	0.492
synonymous	синоним	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	чиркөө	trust	0.492
hardy	Конрад	trust	0.492
privy	таламдаш жактар	trust	0.492
psalm	забурда	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	тартуу	trust	0.492
grandchildren	неберелери	trust	0.492
elegance	элеганттуулук	trust	0.492
laudatory	мактаган	trust	0.492
sheriff	Где же ты	trust	0.492
radiance	жаркыратып,	trust	0.492
harbor	булуң	trust	0.492
aspire	умтулуп	trust	0.492
musical	музыкалык	trust	0.492
chairman	төрагасы	trust	0.492
moderator	алып баруучу	trust	0.492
laudation	laudation	trust	0.484
clean	таза	trust	0.484
arbiter	арбитр	trust	0.484
crowning	Анын Рухунун	trust	0.484
depth	тереңдик	trust	0.484
forecast	божомол	trust	0.484
colonel	полковник	trust	0.484
hire	жалдоо	trust	0.484
found	табылган	trust	0.484
armor	зоот	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	сүйүктүү	trust	0.484
voucher	расписка	trust	0.484
affection	көнүп алгандык	trust	0.484
path	жол	trust	0.484
referee	судья	trust	0.484
police	полиция	trust	0.484
countryman	жердеши	trust	0.484
romance	романс	trust	0.484
diagnosis	диагноз	trust	0.484
concord	ынтымак	trust	0.484
enjoy	ыракаттануу	trust	0.484
ranger	Ranger	trust	0.484
confess	моюнга алуу	trust	0.484
income	киреше	trust	0.484
assembly	жыйналыш	trust	0.484
sweet	таттуу	trust	0.484
like	сыяктуу	trust	0.484
apologize	кечирим суроо	trust	0.477
sermon	диний үгүттөө	trust	0.477
pastor	пастор	trust	0.477
matter	зат	trust	0.477
glory	даңк	trust	0.477
lamb	козу	trust	0.477
lover	сүйгөн	trust	0.477
putative	чоюлду	trust	0.477
expect	күтүү	trust	0.477
purely	толугу менен	trust	0.477
follow	ээрчүү	trust	0.477
parliament	парламент	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	инкубатор	trust	0.477
episcopal	епископторго	trust	0.477
veracity	аныктыгын	trust	0.477
mathematical	математикалык	trust	0.477
frank	ачык	trust	0.477
policeman	полицияда иштеген эркек	trust	0.477
word	сөз	trust	0.477
consul	консул	trust	0.477
landmark	чек белгиси	trust	0.477
calculator	эсептегич	trust	0.477
sterling	стерлинг	trust	0.477
signature	кол	trust	0.477
votive	убада	trust	0.477
preponderance	айырмачылык	trust	0.477
sacrifice	курмандыкка чалуу	trust	0.477
underwrite	жабууда	trust	0.469
bridesmaid	келин жолдош	trust	0.469
commission	комиссия	trust	0.469
passion	дилгерленүү	trust	0.469
prefer	артык	trust	0.469
recruits	тарапкерлерин	trust	0.469
cashier	кассир аял	trust	0.469
judicious	акылдуулук	trust	0.469
immerse	чөктүрүү	trust	0.469
uncritical	сын	trust	0.469
effective	эффективдүү	trust	0.469
dove	көгүчкөн	trust	0.469
tutelage	камкордукту	trust	0.469
associate	шерик аял	trust	0.469
flagship	алдынкысы	trust	0.469
religion	дин	trust	0.469
gain	бекемдөө	trust	0.469
instructor	окутуучу аял	trust	0.469
judgment	чечим	trust	0.469
title	наам	trust	0.469
regal	деген маанини туюнтат	trust	0.469
author	жазуучу	trust	0.469
top	жогорку	trust	0.469
tribune	башы	trust	0.469
eagerness	ынталуулукту	trust	0.469
marshal	маршал	trust	0.469
mighty	күчтүү	trust	0.469
intended	арналган	trust	0.469
capacity	кубаттуулугу	trust	0.469
vicar	Сагы	trust	0.469
partake	ооз	trust	0.461
commerce	соода	trust	0.461
magnetic	магниттик	trust	0.461
medal	медаль	trust	0.461
courier	чабарманы	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	регистрациялоо	trust	0.461
necessarily	сөзсүз	trust	0.461
lesson	сабак	trust	0.461
custody	кароолчу	trust	0.461
moorings	нормаларды барк	trust	0.461
fortress	сепил	trust	0.461
aunt	тай эже	trust	0.461
bank	банк	trust	0.461
theological	теологиялык	trust	0.461
manage	башкаруу	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	соода	trust	0.461
lifestyle	жашоо	trust	0.461
consecration	арнаган	trust	0.461
admitted	мойнуна алды	trust	0.461
crucial	маанилүү	trust	0.461
cautious	сак	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	дин	trust	0.461
attendant	катышуучу аял	trust	0.461
oblige	милдеттендирүү	trust	0.461
patriarchal	патриархалдык	trust	0.461
kitten	мышыктын баласы	trust	0.461
cathedral	жыйын	trust	0.455
eagle	бүркүт	trust	0.453
puppy	күчүк	trust	0.453
present	азыркы	trust	0.453
perceive	кабыл алуу	trust	0.453
foresee	алдын ала	trust	0.453
governor	башкаруучу	trust	0.453
synergistic	синергетикалык	trust	0.453
commonplace	кадимки	trust	0.453
exchange	алмашуу	trust	0.453
journeyman	шериги	trust	0.453
laud	мактайм	trust	0.453
chairwoman	төрайымы	trust	0.453
encomium	касабына	trust	0.453
strategist	стратег	trust	0.453
dawn	жарык боло баштоо	trust	0.453
excited	козголгон	trust	0.453
finally	акырында	trust	0.453
level	деңгээл	trust	0.453
chart	диаграмма	trust	0.453
oasis	жай	trust	0.453
insulation	бөлүп коюу	trust	0.453
president	президент	trust	0.453
deputy	орун басары	trust	0.453
orthodoxy	ортодоксалдуулук	trust	0.445
sir	кожоюн	trust	0.445
theorem	теоремасы	trust	0.445
formula	формула	trust	0.445
operation	операция	trust	0.445
bridegroom	Үйлөнө турган жигит	trust	0.445
lodging	Мейманканаларда	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	колдонмо китеп	trust	0.445
impart	менен бөлүшүүгө	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	акысын	trust	0.445
negotiate	сүйлөшүү	trust	0.445
magnify	көбөйтүү	trust	0.445
chancellor	канцлер	trust	0.445
crew	бригада	trust	0.445
sensual	сезгич	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	демейдеги	trust	0.445
asserting	ырасташты	trust	0.445
chocolate	шоколад	trust	0.445
statistical	статистикалык	trust	0.445
lord	лорд	trust	0.445
exaltation	коёмбу	trust	0.445
employ	колдонуу	trust	0.445
orchestra	оркестр	trust	0.445
director	директору	trust	0.445
chemist	химик аял	trust	0.445
remains	калдыктар	trust	0.445
enliven	жандуу	trust	0.445
sun	күн	trust	0.438
imagination	элес.	trust	0.438
comptroller	аудитор	trust	0.438
digit	орундуу	trust	0.438
cabinet	кабинет	trust	0.438
emphasize	баса	trust	0.438
atone	жууш	trust	0.438
inauguration	кызматка кирүү аземи	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	элита	trust	0.438
governess	тарбиячы	trust	0.438
tandem	тандем	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	калыс аял	trust	0.438
oracle	Oracle	trust	0.438
