word	Khmer-km	emotion	emotion-intensity-score
sisterhood	បងប្អូនស្រី	sadness	0.125
socialist	សង្គមនិយម	sadness	0.125
unpaid	មិនបង់ប្រាក់	sadness	0.125
margin	រឹម	sadness	0.125
default	លំនាំដើម	sadness	0.121
lace	ចរ	sadness	0.118
unpublished	មិនបានបោះពុម្ពផ្សាយ	sadness	0.116
interested	ចាប់អារម្មណ៍	sadness	0.114
fortress	បន្ទាយ	sadness	0.110
fleece	ឆ្កូត	sadness	0.109
rating	ចំណាត់ថ្នាក់	sadness	0.109
lush	lush	sadness	0.109
harry	ហារី	sadness	0.109
priesthood	បព្វជិតភាព	sadness	0.109
orchestra	វង់តន្រ្តី	sadness	0.109
ultimate	ចុងក្រោយ	sadness	0.109
sanctify	ញែកជាបរិសុទ្ធ	sadness	0.108
income	ចំណូល	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	ឈ្នះ	sadness	0.094
quiet	ស្ងាត់	sadness	0.094
boo	boo	sadness	0.094
vainly	ឥតប្រយោជន៍	sadness	0.091
wet	សើម	sadness	0.078
hug	ឱប	sadness	0.078
hut	ខ្ទម	sadness	0.078
ovation	ការលើកឡើង	sadness	0.078
humble	បន្ទាបខ្លួន	sadness	0.078
motivating	ជម្រុញ	sadness	0.078
opera	ល្ខោនអូប៉េរ៉ា	sadness	0.078
treat	ព្យាបាល	sadness	0.076
hymn	បទចំរៀង	sadness	0.064
honest	ស្មោះត្រង់	sadness	0.062
relics	វត្ថុបុរាណ	sadness	0.061
couch	គ្រែ	sadness	0.060
waffle	waffle	sadness	0.047
shell	សែល	sadness	0.045
musical	តន្ត្រី	sadness	0.045
savor	savor	sadness	0.034
vote	ការបោះឆ្នោត	sadness	0.031
napkin	កន្សែង	sadness	0.031
sing	ច្រៀង	sadness	0.017
music	តន្ត្រី	sadness	0.016
mother	ម្តាយ	sadness	0.016
nutritious	មានជីវជាតិ	sadness	0.015
lovely	គួរឱ្យស្រឡាញ់	sadness	0.009
art	សិល្បៈ	sadness	0.000
romance	មនោសញ្ចេតនា	sadness	0.000
liquor	ស្រា	sadness	0.000
sweetheart	ស្នេហ៍	sadness	0.000
surprise	ភ្ញាក់ផ្អើល	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	ផ្ទុះ	surprise	0.906
explosion	ការផ្ទុះ	surprise	0.898
explosive	រំសេវផ្ទុះ	surprise	0.883
ambush	ការ​វាយឆ្មក់	surprise	0.883
eruption	ការផ្ទុះ	surprise	0.883
frighten	ភ័យខ្លាច	surprise	0.875
startle	គួរឱ្យភ្ញាក់ផ្អើល	surprise	0.875
surprisingly	គួរ​ឱ្យ​ភ្ញាក់ផ្អើល	surprise	0.875
shockingly	រន្ធត់	surprise	0.875
surprising	ការ​ភ្ញាក់ផ្អើល	surprise	0.867
frightened	ភ័យខ្លាច	surprise	0.867
surprised	ភ្ញាក់ផ្អើល	surprise	0.867
thrilling	រំភើប	surprise	0.859
miracle	អស្ចារ្យ	surprise	0.859
outburst	ផ្ទុះចេញ	surprise	0.859
blast	ផ្ទុះ	surprise	0.852
alarm	សំឡេងរោទ៍	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	ថើប	surprise	0.844
thunderstruck	ផ្គររលោង	surprise	0.844
shock	ឆក់	surprise	0.844
fright	ភ័យខ្លាច	surprise	0.836
bang	Bang	surprise	0.836
unexpectedly	មិនរំពឹងទុក	surprise	0.836
catastrophe	មហន្តរាយ	surprise	0.836
dazzle	ភ្លឺ	surprise	0.836
emergency	អាសន្ន	surprise	0.828
bewilderment	អារម្មណ៍ច្របូកច្របល់	surprise	0.828
suddenly	ភ្លាមៗ	surprise	0.828
startling	ភ្ញាក់ផ្អើល	surprise	0.828
astound	ភ្ញាក់ផ្អើល	surprise	0.820
stunned	ភ្ញាក់ផ្អើល	surprise	0.820
jackpot	Jackpot	surprise	0.812
earthquake	ការរញ្ជួយដី	surprise	0.812
disaster	គ្រោះមហន្តរាយ	surprise	0.812
astonish	ភ្ញាក់ផ្អើល	surprise	0.805
astonishment	ភ្ញាក់ផ្អើល	surprise	0.805
climax	កម្រិតមធ្យម	surprise	0.805
aghast	អាឡោះអាល័យ	surprise	0.805
scare	ភ័យខ្លាច	surprise	0.797
awestruck	ភ្ញាក់ផ្អើល	surprise	0.797
bomb	គ្រាប់បែក	surprise	0.789
erupt	ផ្ទុះ	surprise	0.789
exclaim	បន្លឺឡើង	surprise	0.789
amazement	អស្ចារ្យ	surprise	0.781
detonate	បំផ្ទុះ	surprise	0.773
alarming	គួរឱ្យព្រួយបារម្ភ	surprise	0.773
miraculous	អព្ភូតហេតុ	surprise	0.773
invade	ឈ្លានពាន	surprise	0.773
raid	ការវាយឆ្មក់	surprise	0.773
abduction	ចាប់ពង្រត់	surprise	0.773
kidnap	ចាប់ជំរិត	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	ដ៏លើសលប់	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	មិនអាចទាយទុកជាមុន	surprise	0.758
unimaginable	មិនអាចនឹកស្មានបាន	surprise	0.750
erratic	ខុសធម្មតា	surprise	0.750
accident	គ្រោះថ្នាក់	surprise	0.750
outrageous	ខឹងខ្លាំងណាស់	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	ផិតក្បាល	surprise	0.742
slaughter	សំលាប់	surprise	0.742
horror	ភ័យរន្ធត់	surprise	0.742
amaze	ភ្ញាក់ផ្អើល	surprise	0.742
bewilder	bewilder	surprise	0.742
wreck	ខូច	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	រំភើប	surprise	0.734
frenetic	frenetic	surprise	0.734
frantic	ភ័យរន្ធត់	surprise	0.734
crash	គាំង	surprise	0.734
sudden	រំពេច	surprise	0.727
riotous	កុប្បកម្ម	surprise	0.727
vanished	បាត់	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	ការបះបោរ	surprise	0.727
bewildered	គួរឱ្យភ្ញាក់ផ្អើល	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotage	surprise	0.719
shriek	ស្រែក	surprise	0.719
breathless	ដកដង្ហើម	surprise	0.719
scream	ស្រែក	surprise	0.719
manslaughter	ការសម្លាប់មនុស្ស	surprise	0.719
rupture	rupture	surprise	0.719
unanticipated	មិនទៀងទាត់	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	មិនអាចគ្រប់គ្រងបាន	surprise	0.711
unexpected	មិននឹកស្មានដល់	surprise	0.711
electrify	électrify	surprise	0.711
stun	ភ្ញាក់ផ្អើល	surprise	0.711
shot	បាញ់	surprise	0.711
avalanche	avalanche	surprise	0.711
gasp	ខឹង	surprise	0.711
unforeseen	មិនដឹងទុកជាមុន	surprise	0.703
slam	slam	surprise	0.703
surge	កើនឡើង	surprise	0.703
intruder	អ្នកឈ្លានពាន	surprise	0.703
abrupt	ខឹង	surprise	0.703
suspense	ការផ្អាក	surprise	0.703
devastation	ការបំផ្លិចបំផ្លាញ	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	ភាពប្រែប្រួល	surprise	0.695
excite	រំភើប	surprise	0.695
unprecedented	មិនធ្លាប់មានពីមុនមក	surprise	0.695
stab	ចាក់	surprise	0.695
urgent	បន្ទាន់	surprise	0.695
yell	ស្រែក	surprise	0.695
strike	កូដកម្ម	surprise	0.695
disturbance	ការ​រំខាន	surprise	0.688
carnage	ការសម្លាប់រង្គាល	surprise	0.688
spectacular	អស្ចារ្យ	surprise	0.688
incredible	មិន​គួរ​ឱ្យ​ជឿ	surprise	0.688
recklessness	មិនប្រុងប្រយ័ត្ន	surprise	0.680
slap	ទះ	surprise	0.680
monstrous	monstrous	surprise	0.680
clamor	ស្រែក	surprise	0.680
thrill	រំភើប	surprise	0.680
accidentally	ដោយចៃដន្យ	surprise	0.672
accidental	ដោយចៃដន្យ	surprise	0.672
striking	ទាក់ទាញ	surprise	0.672
captivate	ទាក់ទាញ	surprise	0.672
exhilaration	ភាពរំជើបរំជួល	surprise	0.672
terrorist	ភេរវករ	surprise	0.672
inexplicable	មិនអាចពន្យល់បាន	surprise	0.672
exciting	គួរឱ្យរំភើប	surprise	0.672
topple	ផ្តួលរំលំ	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ភ្នំភ្លើង	surprise	0.664
revolution	បដិវត្ត	surprise	0.664
freakish	ចម្លែក	surprise	0.664
incendiary	ឆេះ	surprise	0.656
revolt	ការបះបោរ	surprise	0.656
sneak	ជ្រៀតចូល	surprise	0.656
unspeakable	មិនអាចនិយាយបាន	surprise	0.656
bloodshed	ការបង្ហូរឈាម	surprise	0.656
cyclone	ព្យុះស៊ីក្លូន	surprise	0.648
violent	ហិង្សា	surprise	0.648
disruption	ការរំខាន	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	មិនគួរឱ្យជឿ	surprise	0.648
mutiny	ការបះបោរ	surprise	0.648
attacking	វាយប្រហារ	surprise	0.648
unintended	មិនចង់បាន	surprise	0.648
amazingly	អស្ចារ្យ	surprise	0.648
epidemic	ជំងឺឆ្លង	surprise	0.648
shout	ស្រែក	surprise	0.641
screech	រន្ធត់	surprise	0.641
wildfire	ភ្លើងឆេះព្រៃ	surprise	0.641
indescribable	មិនអាចសរសេរបាន	surprise	0.641
enthusiasm	រីករាយ	surprise	0.641
excitation	រំភើប	surprise	0.641
tumult	ចលាចល	surprise	0.641
improvisation	ការច្នៃប្រឌិត	surprise	0.641
anomaly	អសមត្ថភាព	surprise	0.633
apparition	លេចឡើង	surprise	0.633
treachery	ការក្បត់	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	អាហ្គេប	surprise	0.633
uncertain	មិនប្រាកដ	surprise	0.633
plunder	ប្លន់	surprise	0.633
tempest	ព្យុះ	surprise	0.625
trick	ល្បិច	surprise	0.625
slaughtering	ការសំលាប់	surprise	0.625
wonderment	អស្ចារ្យ	surprise	0.625
excited	រំភើប	surprise	0.625
sorcery	អាបធ្មប់	surprise	0.625
murderous	ឃាតកម្ម	surprise	0.625
urgency	ភាពបន្ទាន់	surprise	0.625
distress	ទុក្ខព្រួយ	surprise	0.625
mystery	អាថ៌កំបាំង	surprise	0.625
trickery	ល្បិចកល	surprise	0.617
intense	ខ្លាំង	surprise	0.617
vanish	បាត់	surprise	0.617
murder	ឃាតកម្ម	surprise	0.617
quickness	រហ័ស	surprise	0.617
intrusive	ទុកចិត្ត	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	blindfold	surprise	0.609
coup	រដ្ឋប្រហារ	surprise	0.609
splash	ស្វាគមន៍	surprise	0.609
thief	ចោរ	surprise	0.609
magical	វេទមន្ត	surprise	0.609
unstable	មិនស្ថិតស្ថេរ	surprise	0.609
shatter	រលំ	surprise	0.609
strangle	ច្រមុះ	surprise	0.609
defy	defy	surprise	0.602
deluge	ទឹកជំនន់	surprise	0.602
inconceivable	មិនអាចយល់បាន	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	ងងុយដេក	surprise	0.602
tackle	ដោះស្រាយ	surprise	0.602
assail	វាយប្រហារ	surprise	0.602
betray	ក្បត់	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	ការជូនដំណឹង	surprise	0.594
lightning	រន្ទះ	surprise	0.594
mishap	ខូច	surprise	0.594
shrill	shrill	surprise	0.594
stupendous	stupendous	surprise	0.594
mysterious	អាថ៌កំបាំង	surprise	0.586
paralyzed	ពិការ	surprise	0.586
randomly	ចៃដន្យ	surprise	0.586
bonus	ប្រាក់រង្វាន់	surprise	0.586
deceit	ការបោកបញ្ឆោត	surprise	0.586
wild	ព្រៃ	surprise	0.586
pitfall	ចៃដន្យ	surprise	0.586
wondrous	អស្ចារ្យណាស់	surprise	0.586
uncanny	ភាពអាថ៌កំបាំង	surprise	0.586
electric	អគ្គិសនី	surprise	0.578
oddity	ភាពចម្លែក	surprise	0.578
death	ស្លាប់	surprise	0.578
jubilant	រីករាយ	surprise	0.578
godsend	godsend	surprise	0.578
stagger	ខឹង	surprise	0.578
raving	raving	surprise	0.578
rejoicing	រីករាយ	surprise	0.578
premature	មិនគ្រប់ខែ	surprise	0.578
fluke	ឆក់	surprise	0.578
bizarre	ចម្លែក	surprise	0.578
revenge	សងសឹក	surprise	0.570
dynamic	ថាមវន្ត	surprise	0.570
dismay	ស្រងាកចិត្ត	surprise	0.570
ecstatic	ecstatic	surprise	0.562
fascinate	គួរឱ្យចាប់អារម្មណ៍	surprise	0.562
uncover	បង្ហាញ	surprise	0.562
jerk	jerk	surprise	0.562
reward	រង្វាន់	surprise	0.562
nefarious	មិនស្មោះត្រង់	surprise	0.562
reappear	លេចឡើងម្តងទៀត	surprise	0.562
whim	whim	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	វះកាត់	surprise	0.555
illuminate	បំភ្លឺ	surprise	0.547
rescue	សង្គ្រោះ	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	អ្នកឈ្នះ	surprise	0.547
heroism	វីរភាព	surprise	0.547
rarity	កម្រមាន	surprise	0.547
ejaculation	ការបញ្ចេញទឹកកាម	surprise	0.547
daze	daze	surprise	0.547
unbridled	unbridled	surprise	0.547
thwart	រារាំង	surprise	0.547
treason	ការក្បត់ជាតិ	surprise	0.539
punch	កណ្តាប់ដៃ	surprise	0.539
insult	ប្រមាថ	surprise	0.539
lunge	lunge	surprise	0.539
illusion	ការបំភាន់	surprise	0.539
lucky	សំណាង	surprise	0.539
interrupt	ផ្អាក	surprise	0.539
cheer	រីករាយ	surprise	0.539
celebration	ការប្រារព្ធពិធី	surprise	0.539
violation	ការរំលោភ	surprise	0.539
marvel	អស្ចារ្យ	surprise	0.539
sensation	អារម្មណ៍	surprise	0.531
fearfully	ដោយភ័យខ្លាច	surprise	0.531
concealed	លាក់ទុក	surprise	0.531
banger	អ្នកនេសាទ	surprise	0.531
affront	ការប្រមាថ	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	ឆ្ងល់	surprise	0.523
immediacy	immediacy	surprise	0.523
undiscovered	មិនទាន់រកឃើញ	surprise	0.523
abandonment	បោះបង់	surprise	0.523
rejoice	រីករាយ	surprise	0.523
improvise	improvise	surprise	0.523
majestic	មហាអស្ចារ្យ	surprise	0.523
scorpion	ខ្យាដំរី	surprise	0.523
victimized	រងគ្រោះ	surprise	0.523
liberate	រំដោះ	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	stealthily	surprise	0.516
tickle	tickle	surprise	0.516
chance	ឱកាស	surprise	0.516
howl	howl	surprise	0.516
swerve	swerve	surprise	0.508
reflex	ឆ្លុះបញ្ចាំង	surprise	0.508
rave	rave	surprise	0.508
pop	ប៉ុប	surprise	0.508
luck	សំណាង	surprise	0.508
magnificent	អស្ចារ្យ	surprise	0.508
transcendence	ភាពអស្ចារ្យ	surprise	0.508
garish	garish	surprise	0.508
unintentionally	ដោយអចេតនា	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	មិនទៀងទាត់	surprise	0.500
marvelous	អស្ចារ្យណាស់	surprise	0.500
heroic	វីរភាព	surprise	0.500
remarkable	គួរឱ្យកត់សម្គាល់	surprise	0.500
fainting	ដួលសន្លប់	surprise	0.500
