word	Myanmar (Burmese)-my	emotion	emotion-intensity-score
marriage	လက်ထပ်ထိမ်းမြား	trust	0.695
skillful	လိမ္မာ	trust	0.695
indestructible	indestructible	trust	0.695
guardian	ဂေါကလူကြီး	trust	0.695
accountable	တာဝန်ခံ	trust	0.695
courage	ရဲစွမ်းသတ္တိ	trust	0.695
bodyguard	ကိုယ်ရံတော်	trust	0.695
agreeable	နှစ်သက်ဘွယ်ကောင်းသော	trust	0.695
scientist	ပညာရှင်	trust	0.695
allied	မဟာမိတျဖှဲ့ထားသော	trust	0.695
compassionate	သနားကြင်နာတတ်တဲ့	trust	0.695
humanitarian	လူသားချင်းစာနာထောက်ထားမှု	trust	0.695
approving	အတည်ပြု	trust	0.695
united	ပေါင်းစပ်သော	trust	0.695
pact	စာချုပ်	trust	0.695
certified	certified ရရှိထားပြီး	trust	0.695
morals	ကိုယ်ကျင့်တရား	trust	0.695
esteem	လေးစားမှု	trust	0.688
secure	လုံခြုံစိတ်ချ	trust	0.688
perfection	စုံလင်ခြင်း	trust	0.688
guidance	လမ်းညွှန်ခြင်း	trust	0.688
competent	သငျ့လျြောသော	trust	0.688
authenticity	စစ်မှန်	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	မိတာဖြစ်	trust	0.688
humanity	လူသား	trust	0.688
solidity	ချဉ်ဆီ	trust	0.688
adviser	အကြံပေးသူ	trust	0.688
pledge	ကတိ	trust	0.688
believed	ယုံကြည်သည်	trust	0.688
understanding	နားလည်မှု	trust	0.688
monogamy	မယား	trust	0.688
expertise	ကျွမ်းကျင်မှု	trust	0.680
diplomatic	သံတမန်ရေးရာ	trust	0.680
confidential	လြှို့ဝှကျသော	trust	0.680
hope	မျှော်လင့်ချက်	trust	0.680
protector	ကာကွယ်သူ	trust	0.680
agreeing	သဘောတူ	trust	0.680
diligence	လုံ့လဝိရိယ	trust	0.680
official	အရာရှိ	trust	0.680
affirm	အတည်ပြု	trust	0.680
indivisible	ခွဲခြား	trust	0.680
grandfather	အဘိုး	trust	0.680
humble	နှိမ့်ချ	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	စည်းရုံးလှုံ့ဆော်မှု	trust	0.680
elders	အကွီးအကဲမြား	trust	0.680
goodness	ကောင်းမွန်ခြင်း	trust	0.680
commendable	ချီးမွမ်းထိုက်သော	trust	0.680
inspire	စိတ်ဝင်စားစေ	trust	0.680
approve	အတည်ပြု	trust	0.680
confide	ယုံကြည်အားကိုး	trust	0.680
professional	ပရော်ဖက်ရှင်နယ်	trust	0.680
familiarity	ကျွမ်း	trust	0.680
leader	ခေါင်းဆောင်	trust	0.680
confirmed	အတည်ပြုပြောကြား	trust	0.680
acceptance	လက်ခံခြင်း	trust	0.680
benevolence	စေတနာ	trust	0.672
dignity	ဂုဏ်	trust	0.672
harmoniously	လိုက်ဖက်စွာ	trust	0.672
mastery	ကျွမ်းကျင်ပိုင်နိုင်စွာ	trust	0.672
unwavering	ယိမ်းယိုင်	trust	0.672
accredited	အသိအမှတ်ပြု	trust	0.672
healing	အနာရောဂါငြိမ်းစရာ	trust	0.672
encyclopedia	စွယ်စုံကျမ်း	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	သန့်ရှင်းစေခြင်း	trust	0.672
cohesive	စည်းလုံး	trust	0.672
covenant	ပဋိညာဉ်တရားကို	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	မေးပြန်သော်	trust	0.672
safe	လုံခွုံသော	trust	0.672
intelligent	ဉာဏ်ကောင်းသော	trust	0.672
merit	ကောင်းမှု	trust	0.664
impeccable	စံနမူနာ	trust	0.664
affirmatively	အတည်ပြု	trust	0.664
spiritual	ဝိညာဉ်ရေးရာ	trust	0.664
advocate	ခံရပျပွောဆို	trust	0.664
team	အသင်းအဖွဲ့	trust	0.664
heroic	သတ်တိပွောငျမွောကျသော	trust	0.664
communicate	ဆက်သွယ်ပြောဆို	trust	0.664
disciple	တပည့်	trust	0.664
expert	ကျွမ်းကျင်သူ	trust	0.664
proficient	တတျမွောကျသော	trust	0.664
specialist	အထူးပညာရှင်	trust	0.664
ambassador	သံအမတ်ကြီး	trust	0.664
accept	accept	trust	0.664
attestation	ခေံ	trust	0.664
supporting	supporting	trust	0.664
reliance	မှီခိုအားထား	trust	0.664
authority	အာဏာ	trust	0.664
accountability	တာဝန်ခံမှု	trust	0.664
guidebook	လမ်းညွှန်စာအုပ်	trust	0.664
fulfillment	ပွညျ့စုံ	trust	0.664
strengthening	ခိုင်ခံ့စေ	trust	0.661
familiar	အကျွမ်းတဝင်	trust	0.656
facts	ဖြစ်ရပ်မှန်များ	trust	0.656
achieve	အောင်မြင်ရန်	trust	0.656
warranty	အာမခံချက်	trust	0.656
structure	ဖွဲ့စည်းပုံ	trust	0.656
steadfast	တည်ကြည်	trust	0.656
favorable	အခွင့်ကောင်းသော	trust	0.656
counsel	အကွံဉာဏျ	trust	0.656
relationship	ကြားဆက်ဆံရေး	trust	0.656
scientific	သိပ္ပံနည်းကျသော	trust	0.656
gentleman	အမျိုးကောင်းသား	trust	0.656
strength	ခွန်အား	trust	0.656
elder	လူကြီး	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	ဆရာတော်	trust	0.656
excellent	အလွန်ကောင်းမွန်သော	trust	0.656
proficiency	ကျွမ်းကျင်မှု	trust	0.656
constancy	မွဲ	trust	0.656
defended	ကာကွယ်	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	အားကိုး	trust	0.648
heroism	သူရဲကောင်းဝါဒ	trust	0.648
peaceful	ငြိမ်းချမ်းသော	trust	0.648
competency	ပေါ်ထွန်းရေး	trust	0.648
assuredly	ဆက်ဆက်	trust	0.648
brother	အစ်ကို	trust	0.648
counselor	အကြံပေးသူ	trust	0.648
successful	အောင်မြင်သော	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	ကာကွယ်ရန်ဖြစ်သော	trust	0.648
saint	သူတော်ကောင်း	trust	0.648
harmony	သဟဇာတ	trust	0.648
matrimony	matrimony	trust	0.648
noble	မြင့်မြတ်သော	trust	0.648
inspiration	စိတ်ဝင်စားခြင်း	trust	0.648
academic	ပညာရေးဆိုင်ရာ	trust	0.648
assist	ထောက်ပံ့	trust	0.648
agreed	သဘောတူညီခဲ့	trust	0.648
uphold	ထောက်	trust	0.648
comrade	ရဲဘော်	trust	0.648
lovable	ချစ်ဘွယ်ကောင်းသော	trust	0.648
advisable	ပြုသင့်သော	trust	0.648
solidarity	စည်းလုံးညီညွတ်မှု	trust	0.648
worthy	ထိုက်တန်	trust	0.643
durability	ကြာရှည်ခံမှု	trust	0.641
coexist	အတူတကွ	trust	0.641
assure	အာမခံ	trust	0.641
establish	တည်ထောင်	trust	0.641
benefactor	လှူဒါန်းသူ	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ဦးဆောင်	trust	0.641
loving	မေတ္တာရှင်	trust	0.641
teacher	ဆရာမ	trust	0.641
judiciary	တရားစီရင်ရေး	trust	0.641
conscientious	အသိစိတ်	trust	0.641
confidence	ယုံကြည်စိတ်ချမှု	trust	0.641
lawful	တရားဝင်	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	စီရင်	trust	0.641
champion	တံခွန်စိုက်သူ	trust	0.641
unity	စည်းလုံးညီညွတ်ရေး	trust	0.641
legal	ဥပဒေရေးရာ	trust	0.641
kind	အမျိုးအစား	trust	0.641
credence	ယုံ	trust	0.641
real	စစ်မှန်သော	trust	0.641
doctor	ဆရာဝန်	trust	0.641
intimate	သဘာဝအတိုင်းဖြစ်သော	trust	0.634
hopeful	အကောငျးဖွစျလာမညျဟုမြျှောလငျ့နသော	trust	0.633
fortitude	အသည်း	trust	0.633
physician	ဆရာဝန်	trust	0.633
brotherly	ညီအစ်ကိုချင်း	trust	0.633
aspiration	ဆန္ဒ	trust	0.633
convincing	သဘောကျအောင်လုပ်နိုင်သော	trust	0.633
sanctification	သန့်ရှင်းခြင်း	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	ရိုသေသမှု	trust	0.633
courageous	ရဲရင့်	trust	0.633
soundness	ကျန်းမာခြင်း	trust	0.633
legitimacy	တရားဝင်မှု	trust	0.633
endorse	အတည်ပြု	trust	0.633
fidelity	သစ္စစောင့်ခြင်း	trust	0.633
bless	ကောင်းချီးပေး	trust	0.633
judicial	တရားစီရင်ရေး	trust	0.633
important	အရေးကြီးသော	trust	0.633
saintly	saintly	trust	0.633
conscience	အသိတရား	trust	0.633
therapeutic	ကုထုံး	trust	0.633
authorize	ခွင့်ပြု	trust	0.633
devotional	ကိုးကွယ်ခြင်းဆိုင်ရာ	trust	0.633
practiced	လေ့ကျင့်	trust	0.633
backbone	ကြောရိုး	trust	0.633
approved	အတည်ပြု	trust	0.633
evident	ထင်ရှား	trust	0.625
encourage	အားပေး	trust	0.625
caretaker	အိမ်စောင့်	trust	0.625
regard	ကိစ်စနှငျ့ ပတျသကျ.	trust	0.625
angel	ကောင်းကင်တမန်	trust	0.625
engaged	စေ့စပ်	trust	0.625
blessing	ကောင်းကြီးမင်္ဂလာ	trust	0.625
professorship	ပါမောက္ခ	trust	0.625
majestic	ညား	trust	0.625
communication	ဆက်သွယ်ရေး	trust	0.625
purify	သန့်ရှင်းစေ	trust	0.625
authorization	အခွင့်အာဏာပေးခြင်း	trust	0.625
wonderful	အံ့သြစရာ	trust	0.625
achievement	အောင်မြင်ချက်	trust	0.625
fireman	မီးသတ်သမား	trust	0.625
certify	မှနျကွောငျးလကျမှတျစာဖွငျ့သကျသေ	trust	0.625
civilized	ယဉျကြေးသော	trust	0.625
profound	လေးနက်တဲ့	trust	0.625
accurate	တိကျမှု	trust	0.625
assured	စိတ်ချစွာ	trust	0.625
positivity	positive	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	ကောင်းသော	trust	0.617
absolution	Absolution	trust	0.617
commend	အပ်လိုက်	trust	0.617
cherish	မြတ်နိုး	trust	0.617
fundamental	အခြေခံကျ	trust	0.617
advice	အကြံ	trust	0.617
objective	ရည်ရွယ်ချက်	trust	0.617
optimism	အကောင်းမြင်	trust	0.617
testament	သေတမ်းစာ	trust	0.617
qualities	အရည်အသွေးတွေ	trust	0.617
haven	ဆိပ်	trust	0.617
heroine	သူရဲကောင်း	trust	0.617
constantly	အဆက်မပြတ်	trust	0.617
appreciation	ကြေးဇူးတငျကွောငျး	trust	0.617
triumphant	အောင်ပွဲခံ	trust	0.617
accord	အညီ	trust	0.617
reassure	တဖန်စိတ်ချစေ	trust	0.617
truce	ခေတ္တသဘောတူစစ်ရပ်စဲခြင်း	trust	0.617
thoughtful	စဉ်းစားဟန်	trust	0.617
teach	သင်ပေး	trust	0.617
god	ဘုရားသခ	trust	0.617
corroborate	corroborate	trust	0.617
believer	ယုံကြည်သူ	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	အာမခံ	trust	0.617
attentive	ဂရုစိုက်တတ်သော	trust	0.617
gospel	ဧဝံဂေလိ	trust	0.617
bedrock	အခွခေို	trust	0.617
approvement	ခွင့်ပြုချက်	trust	0.617
planning	စီမံကိန်းရေးဆွဲခြင်း	trust	0.617
rational	အကြိုးသငျ့အကွောငျးသငျ့လျြောကနျသော	trust	0.617
passionate	စိတ်ထွက်လွယ်သော	trust	0.617
happy	ပျြောရှငျသော	trust	0.609
babysitter	ကလေးထိန်း	trust	0.609
brilliant	ဉာဏ်ရွှင်သော	trust	0.609
praise	ချီးမွမ်း	trust	0.609
definitive	ပြတ်သား	trust	0.609
considerate	သတိရှိသော	trust	0.609
patron	နာယက	trust	0.609
scripture	ကျမ်းစာ	trust	0.609
heal	ကုသ	trust	0.609
praiseworthy	ခြီးမှမျး	trust	0.609
steward	သငေ်္ဘာအိုးသူကြီး	trust	0.609
awareness	အသိအမြင်	trust	0.609
officer	စစ်ဗိုလ်	trust	0.609
purification	သန့်စင်	trust	0.609
excel	Excel	trust	0.609
civilization	ယဉျကြေးမှု	trust	0.609
liking	like နှိပ်	trust	0.609
comfort	သက်သာခြင်း	trust	0.609
magnificence	ဘုနျး	trust	0.609
notary	စာချုပ်စာတမ်းသက်သေခံသူ	trust	0.609
progression	တိုးတက်မှု	trust	0.609
mediator	ဖျန်ဖြေ	trust	0.609
blessings	ကောင်းကြီးမင်္ဂလာ	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	ထောက်ခံ	trust	0.609
brave	ရဲရင့်သော	trust	0.602
experienced	အတွေ့အကြုံရှိ	trust	0.602
steady	တည်ငြိမ်	trust	0.602
enlightenment	သစ္စာဉာဏ်အလင်း	trust	0.602
