word	Catalan-ca	emotion	emotion-intensity-score
true	NO TRANSLATION	trust	0.789
wisdom	saviesa	trust	0.789
oath	jurament	trust	0.781
verification	verificació	trust	0.781
vow	vot	trust	0.781
cooperative	cooperativa	trust	0.781
respectable	respectable	trust	0.773
credible	creïble	trust	0.773
hero	heroi	trust	0.773
sisterhood	germanor	trust	0.773
promise	promesa	trust	0.773
verified	verificat	trust	0.773
qualified	qualificat	trust	0.766
respected	respectat	trust	0.766
authentication	autenticació	trust	0.766
compassion	compassió	trust	0.759
reputable	reputable	trust	0.758
safekeeping	custòdia	trust	0.758
reliability	fiabilitat	trust	0.758
moral	moral	trust	0.758
love	amor	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	aprovació	trust	0.758
stable	estable	trust	0.750
friend	amic	trust	0.750
genuine	genuí	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	competència	trust	0.750
loyal	lleial	trust	0.750
ally	aliat	trust	0.750
safeguard	salvaguardar	trust	0.750
companion	company	trust	0.750
advised	aconsellat	trust	0.750
authentic	autèntic	trust	0.750
respect	respecte	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	llibertat	trust	0.742
proven	provat	trust	0.742
respects	respecte	trust	0.742
faith	fe	trust	0.742
wholesome	saludable	trust	0.742
heartfelt	sincera	trust	0.734
unification	unificació	trust	0.734
protecting	la protecció	trust	0.734
reassurance	tranquil·litat	trust	0.734
admirable	admirable	trust	0.734
trustee	fiduciari	trust	0.734
supporter	partidari	trust	0.734
confirmation	confirmació	trust	0.734
respectful	respectuós	trust	0.734
alliance	aliança	trust	0.727
equality	igualtat	trust	0.727
friendship	amistat	trust	0.727
agreement	acord	trust	0.727
fact	fet	trust	0.727
confident	confiat	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	creient	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	excel·lència	trust	0.727
credential	credencials	trust	0.727
closeness	proximitat	trust	0.719
authenticate	autenticar	trust	0.719
intelligence	intel·ligència	trust	0.719
virtue	virtut	trust	0.719
honored	honrat	trust	0.719
virtuous	virtuós	trust	0.719
kindred	familiar	trust	0.719
charitable	caritatiu	trust	0.711
dedication	dedicació	trust	0.711
guarantee	garantia	trust	0.711
cooperation	cooperació	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	consistència	trust	0.711
allegiance	lleialtat	trust	0.711
cooperating	cooperant	trust	0.711
straightforward	senzill	trust	0.711
determination	determinació	trust	0.711
justice	justícia	trust	0.711
sanctuary	santuari	trust	0.703
nurture	nodrir	trust	0.703
innocent	innocent	trust	0.703
admire	admirar	trust	0.703
assurance	garantia	trust	0.703
morality	moralitat	trust	0.703
prepared	preparat	trust	0.703
friendliness	amabilitat	trust	0.703
reliable	fiable	trust	0.703
mentor	mentor	trust	0.703
guardianship	tutela	trust	0.703
fulfilled	complert	trust	0.703
reverence	reverència	trust	0.703
proof	prova	trust	0.703
admiration	admiració	trust	0.703
mother	mare	trust	0.703
protected	protegit	trust	0.703
motherhood	maternitat	trust	0.703
marriage	matrimoni	trust	0.695
skillful	hàbil	trust	0.695
indestructible	indestructible	trust	0.695
guardian	guardià	trust	0.695
accountable	responsable	trust	0.695
courage	valentia	trust	0.695
bodyguard	guardaespatlles	trust	0.695
agreeable	agradable	trust	0.695
scientist	científic	trust	0.695
allied	aliats	trust	0.695
compassionate	compassiu	trust	0.695
humanitarian	humanitari	trust	0.695
approving	aprovant	trust	0.695
united	units	trust	0.695
pact	pacte	trust	0.695
certified	certificat	trust	0.695
morals	moral	trust	0.695
esteem	estima	trust	0.688
secure	segur	trust	0.688
perfection	perfecció	trust	0.688
guidance	guia	trust	0.688
competent	competent	trust	0.688
authenticity	autenticitat	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justificable	trust	0.688
humanity	humanitat	trust	0.688
solidity	solidesa	trust	0.688
adviser	assessor	trust	0.688
pledge	compromís	trust	0.688
believed	cregut	trust	0.688
understanding	comprensió	trust	0.688
monogamy	monogàmia	trust	0.688
expertise	experiència	trust	0.680
diplomatic	diplomàtic	trust	0.680
confidential	confidencial	trust	0.680
hope	esperança	trust	0.680
protector	protector	trust	0.680
agreeing	acordant	trust	0.680
diligence	diligència	trust	0.680
official	oficial	trust	0.680
affirm	afirmar	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	avi	trust	0.680
humble	humil	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advocacia	trust	0.680
elders	ancians	trust	0.680
goodness	bondat	trust	0.680
commendable	encomiable	trust	0.680
inspire	inspirar	trust	0.680
approve	aprovar	trust	0.680
confide	Confieu	trust	0.680
professional	professional	trust	0.680
familiarity	familiaritat	trust	0.680
leader	líder	trust	0.680
confirmed	confirmat	trust	0.680
acceptance	acceptació	trust	0.680
benevolence	benevolència	trust	0.672
dignity	dignitat	trust	0.672
harmoniously	harmoniosament	trust	0.672
mastery	domini	trust	0.672
unwavering	incondicional	trust	0.672
accredited	acreditat	trust	0.672
healing	curació	trust	0.672
encyclopedia	enciclopèdia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	santificar	trust	0.672
cohesive	cohesiu	trust	0.672
covenant	pacte	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	sense culpa	trust	0.672
safe	segur	trust	0.672
intelligent	intel · ligent	trust	0.672
merit	mèrit	trust	0.664
impeccable	impecable	trust	0.664
affirmatively	afirmativament	trust	0.664
spiritual	espiritual	trust	0.664
advocate	advocar	trust	0.664
team	equip	trust	0.664
heroic	heroic	trust	0.664
communicate	comunicar-se	trust	0.664
disciple	deixeble	trust	0.664
expert	expert	trust	0.664
proficient	competent	trust	0.664
specialist	especialista	trust	0.664
ambassador	ambaixador	trust	0.664
accept	acceptar	trust	0.664
attestation	certificació	trust	0.664
supporting	suport	trust	0.664
reliance	confiança	trust	0.664
authority	autoritat	trust	0.664
accountability	responsabilitat	trust	0.664
guidebook	guia	trust	0.664
fulfillment	realització	trust	0.664
strengthening	enfortiment	trust	0.661
familiar	familiar	trust	0.656
facts	fets	trust	0.656
achieve	aconseguir	trust	0.656
warranty	garantia	trust	0.656
structure	estructura	trust	0.656
steadfast	ferma	trust	0.656
favorable	favorable	trust	0.656
counsel	Consell	trust	0.656
relationship	relació	trust	0.656
scientific	científic	trust	0.656
gentleman	senyor	trust	0.656
strength	força	trust	0.656
elder	ancià	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	santedat	trust	0.656
excellent	excel · lent	trust	0.656
proficiency	competència	trust	0.656
constancy	constància	trust	0.656
defended	defensat	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	confieu	trust	0.648
heroism	heroisme	trust	0.648
peaceful	Pacífic	trust	0.648
competency	competència	trust	0.648
assuredly	segurament	trust	0.648
brother	germà	trust	0.648
counselor	conseller	trust	0.648
successful	reeixit	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	protector	trust	0.648
saint	Sant	trust	0.648
harmony	harmonia	trust	0.648
matrimony	matrimonis	trust	0.648
noble	noble	trust	0.648
inspiration	inspiració	trust	0.648
academic	acadèmic	trust	0.648
assist	ajudar	trust	0.648
agreed	convingut	trust	0.648
uphold	defensar	trust	0.648
comrade	camarada	trust	0.648
lovable	amable	trust	0.648
advisable	recomanable	trust	0.648
solidarity	solidaritat	trust	0.648
worthy	digne	trust	0.643
durability	durabilitat	trust	0.641
coexist	coexistir	trust	0.641
assure	assegureu-vos	trust	0.641
establish	establir	trust	0.641
benefactor	benefactor	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	líder	trust	0.641
loving	estimant	trust	0.641
teacher	professor	trust	0.641
judiciary	judiciari	trust	0.641
conscientious	conscient	trust	0.641
confidence	confiança	trust	0.641
lawful	lícit	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordenat	trust	0.641
champion	campió	trust	0.641
unity	unitat	trust	0.641
legal	legal	trust	0.641
kind	amable	trust	0.641
credence	credibilitat	trust	0.641
real	real	trust	0.641
doctor	metge	trust	0.641
intimate	íntim	trust	0.634
hopeful	esperançat	trust	0.633
fortitude	fortitud	trust	0.633
physician	metge	trust	0.633
brotherly	fraternal	trust	0.633
aspiration	aspiració	trust	0.633
convincing	convincent	trust	0.633
sanctification	santificació	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homenatge	trust	0.633
courageous	valent	trust	0.633
soundness	solidesa	trust	0.633
legitimacy	legitimitat	trust	0.633
endorse	avalen	trust	0.633
fidelity	fidelitat	trust	0.633
bless	beneeixi	trust	0.633
judicial	judicial	trust	0.633
important	important	trust	0.633
saintly	sant	trust	0.633
conscience	consciència	trust	0.633
therapeutic	terapèutic	trust	0.633
authorize	autoritzar	trust	0.633
devotional	devocional	trust	0.633
practiced	practicat	trust	0.633
backbone	columna vertebral	trust	0.633
approved	aprovat	trust	0.633
evident	evident	trust	0.625
encourage	animar	trust	0.625
caretaker	cuidador	trust	0.625
regard	respecte	trust	0.625
angel	àngel	trust	0.625
engaged	compromesos	trust	0.625
blessing	benedicció	trust	0.625
professorship	professora	trust	0.625
majestic	majestuós	trust	0.625
communication	comunicació	trust	0.625
purify	purificar	trust	0.625
authorization	autorització	trust	0.625
wonderful	meravellós	trust	0.625
achievement	assoliment	trust	0.625
fireman	bomber	trust	0.625
certify	certificar	trust	0.625
civilized	civilitzat	trust	0.625
profound	profund	trust	0.625
accurate	precís	trust	0.625
assured	assegurat	trust	0.625
positivity	positivitat	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	bo	trust	0.617
absolution	absolució	trust	0.617
commend	felicitar	trust	0.617
cherish	estimar	trust	0.617
fundamental	fonamental	trust	0.617
advice	consells	trust	0.617
objective	objectiu	trust	0.617
optimism	optimisme	trust	0.617
testament	testament	trust	0.617
qualities	qualitats	trust	0.617
haven	refugi	trust	0.617
heroine	heroïna	trust	0.617
constantly	constantment	trust	0.617
appreciation	apreciació	trust	0.617
triumphant	triomfant	trust	0.617
accord	acord	trust	0.617
reassure	tranquil·litzar	trust	0.617
truce	treva	trust	0.617
thoughtful	pensatiu	trust	0.617
teach	ensenyar	trust	0.617
god	Déu	trust	0.617
corroborate	corroborar	trust	0.617
believer	creient	trust	0.617
unimpeachable	inimputable	trust	0.617
surety	garantia	trust	0.617
attentive	atent	trust	0.617
gospel	evangeli	trust	0.617
bedrock	roca de fons	trust	0.617
approvement	aprovació	trust	0.617
planning	planificació	trust	0.617
rational	racional	trust	0.617
passionate	apassionat	trust	0.617
happy	feliç	trust	0.609
babysitter	cangur	trust	0.609
brilliant	genial	trust	0.609
praise	lloança	trust	0.609
definitive	definitiva	trust	0.609
considerate	considerat	trust	0.609
patron	mecenes	trust	0.609
scripture	escriptura	trust	0.609
heal	curar	trust	0.609
praiseworthy	lloable	trust	0.609
steward	majordom	trust	0.609
awareness	conscienciació	trust	0.609
officer	oficial	trust	0.609
purification	purificació	trust	0.609
excel	sobresortir	trust	0.609
civilization	civilització	trust	0.609
liking	a gust	trust	0.609
comfort	confort	trust	0.609
magnificence	magnificència	trust	0.609
notary	notari	trust	0.609
progression	progressió	trust	0.609
mediator	mediador	trust	0.609
blessings	benediccions	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	recomano	trust	0.609
brave	valent	trust	0.602
experienced	experimentat	trust	0.602
steady	constant	trust	0.602
enlightenment	il·luminació	trust	0.602
brighten	alegre	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	complir	trust	0.602
witness	testimoni	trust	0.602
humility	humilitat	trust	0.602
sympathetic	simpàtic	trust	0.602
helpful	útil	trust	0.602
symmetry	simetria	trust	0.602
unquestionable	indiscutible	trust	0.602
peace	pau	trust	0.602
transcendence	transcendència	trust	0.602
serenity	serenitat	trust	0.602
embrace	abraçada	trust	0.602
inspired	inspirat	trust	0.602
mainstay	pilar	trust	0.602
unconditional	incondicional	trust	0.602
guarded	vigilat	trust	0.602
identify	identificar	trust	0.602
marry	casar-se	trust	0.594
grant	subvenció	trust	0.594
depend	depenen	trust	0.594
complimentary	gratuït	trust	0.594
spouse	cònjuge	trust	0.594
tranquility	tranquilitat	trust	0.594
vigilant	vigilant	trust	0.594
ministry	Ministeri	trust	0.594
fairly	amb força	trust	0.594
philanthropic	filantròpic	trust	0.594
openly	de manera oberta	trust	0.594
generous	generós	trust	0.594
strengthen	enfortir	trust	0.594
gratitude	gratitud	trust	0.594
befriend	amic	trust	0.594
substantiate	substantiar	trust	0.594
praised	elogiat	trust	0.594
admiral	almirall	trust	0.594
regent	regent	trust	0.594
sage	sage	trust	0.594
assessment	avaluació	trust	0.594
enlighten	il·luminar	trust	0.594
eminence	eminència	trust	0.594
commendation	comanda	trust	0.594
efficient	eficient	trust	0.594
nurse	infermera	trust	0.594
visionary	visionari	trust	0.594
generosity	generositat	trust	0.594
vigilance	vigilància	trust	0.594
endowment	dotació	trust	0.594
council	consell	trust	0.594
sweetheart	amor	trust	0.589
attest	testifiqui	trust	0.586
prestige	prestigi	trust	0.586
serene	serè	trust	0.586
unfailing	infalible	trust	0.586
testimony	testimoniatge	trust	0.586
checklist	llista de verificació	trust	0.586
inheritance	herència	trust	0.586
monk	monjo	trust	0.586
godly	piadoso	trust	0.586
compliance	compliment	trust	0.586
rooted	arrelat	trust	0.586
constitutional	constitucional	trust	0.586
conservation	conservació	trust	0.586
bylaw	reglament	trust	0.586
helper	ajudant	trust	0.586
joyful	alegre	trust	0.586
collectively	col·lectivament	trust	0.586
meritorious	meritori	trust	0.586
acclaim	aclamació	trust	0.586
diplomacy	diplomàcia	trust	0.586
educational	educatiu	trust	0.586
husbandry	ramaderia	trust	0.586
share	Compartir	trust	0.586
enjoying	gaudint	trust	0.586
firmness	fermesa	trust	0.586
convince	convencer	trust	0.586
designation	designació	trust	0.586
tribe	tribu	trust	0.586
victory	victòria	trust	0.586
magnificent	magnífic	trust	0.586
lovely	preciosa	trust	0.586
seniority	antiguitat	trust	0.586
angelic	angelical	trust	0.586
ambition	ambició	trust	0.586
father	pare	trust	0.586
mate	company	trust	0.586
sobriety	sobrietat	trust	0.586
revere	revere	trust	0.586
delegate	delegat	trust	0.586
navigator	navegador	trust	0.578
watchdog	guardià	trust	0.578
obey	obeir	trust	0.578
cheerfulness	alegria	trust	0.578
inviting	convidant	trust	0.578
judge	jutge	trust	0.578
irrefutable	irrefutable	trust	0.578
philanthropist	filantrop	trust	0.578
careful	amb compte	trust	0.578
communion	comunió	trust	0.578
coexisting	coexistint	trust	0.578
impartiality	imparcialitat	trust	0.578
unquestioned	indiscutit	trust	0.578
upright	dret	trust	0.578
authoritative	autoritari	trust	0.578
structural	estructural	trust	0.578
convinced	convençut	trust	0.578
smile	somriure	trust	0.578
commandant	comandant	trust	0.578
dutiful	obedient	trust	0.578
shelter	refugi	trust	0.578
revival	revitalització	trust	0.578
professor	professor	trust	0.578
adore	adorar	trust	0.578
legalized	legalitzat	trust	0.578
punctual	puntual	trust	0.570
counsellor	conseller	trust	0.570
complement	complement	trust	0.570
corroboration	corroboració	trust	0.570
immaculate	immaculada	trust	0.570
relative	familiar	trust	0.570
apostle	apòstol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	connectiu	trust	0.570
insure	assegurar	trust	0.570
plausible	plausible	trust	0.570
consult	consultar	trust	0.570
modest	Modest	trust	0.570
measured	mesurat	trust	0.570
pilot	pilot	trust	0.570
collaborator	col·laborador	trust	0.570
advise	aconsellar	trust	0.570
cuddle	abraçar	trust	0.570
ordinance	ordenança	trust	0.570
compass	brúixola	trust	0.570
guide	guia	trust	0.570
everlasting	etern	trust	0.570
adhering	adherir	trust	0.570
determinate	determinat	trust	0.570
heavenly	celestial	trust	0.570
principal	principal	trust	0.570
abundance	abundància	trust	0.570
matron	matrona	trust	0.570
unequivocal	inequívoc	trust	0.570
volunteers	voluntaris	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	indubtablement	trust	0.570
pertinent	pertinent	trust	0.562
devout	devot	trust	0.562
curable	curable	trust	0.562
insight	perspicàcia	trust	0.562
congregation	congregació	trust	0.562
admit	admitir	trust	0.562
pleasant	agradable	trust	0.562
vigorous	vigorós	trust	0.562
fort	forta	trust	0.562
remarkable	notable	trust	0.562
content	contingut	trust	0.562
spotless	impecable	trust	0.562
uplift	aixecament	trust	0.562
compensate	compensar	trust	0.562
lovemaking	fer l'amor	trust	0.562
jury	jurat	trust	0.562
jurist	jurista	trust	0.562
soothing	calmant	trust	0.562
ordination	ordenació	trust	0.562
cohesion	cohesió	trust	0.562
frankness	franquesa	trust	0.562
strong	fort	trust	0.562
miracle	miracle	trust	0.562
concordance	concordança	trust	0.562
applaud	aplaudeix	trust	0.562
prize	premi	trust	0.562
apostolic	apostòlic	trust	0.562
succeeding	triomfant	trust	0.562
vitality	vitalitat	trust	0.562
treasurer	tresorer	trust	0.562
save	guardar	trust	0.562
earn	guanyar	trust	0.562
midwife	llevadora	trust	0.555
discretion	discreció	trust	0.555
worship	adoració	trust	0.555
constant	constant	trust	0.555
foresight	previsió	trust	0.555
vote	votar	trust	0.555
cultivate	conrear	trust	0.555
impartial	imparcial	trust	0.555
illumination	il·luminació	trust	0.555
ambulance	ambulància	trust	0.555
privacy	privadesa	trust	0.555
succeed	triomfar	trust	0.555
providing	proporcionant	trust	0.555
veteran	veterà	trust	0.555
patience	paciència	trust	0.555
prophet	profeta	trust	0.555
coach	entrenador	trust	0.555
intuition	intuïció	trust	0.555
reconciliation	reconciliació	trust	0.555
defender	defensor	trust	0.555
coalesce	coalesce	trust	0.555
mediate	mediteu	trust	0.555
precedence	precedència	trust	0.555
congruence	congruència	trust	0.555
