word	Hebrew-iw	emotion	emotion-intensity-score
mysterious	מסתורי	surprise	0.586
paralyzed	מְשׁוּתָק	surprise	0.586
randomly	באופן אקראי	surprise	0.586
bonus	מַעֲנָק	surprise	0.586
deceit	תַרמִית	surprise	0.586
wild	פְּרָאִי	surprise	0.586
pitfall	מִכשׁוֹל	surprise	0.586
wondrous	נִפלָא	surprise	0.586
uncanny	מִסתוֹרִי	surprise	0.586
electric	חשמלי	surprise	0.578
oddity	מוּזָרוּת	surprise	0.578
death	מוות	surprise	0.578
jubilant	צוֹהֵל	surprise	0.578
godsend	אלוהים	surprise	0.578
stagger	לְהִתְנוֹדֵד	surprise	0.578
raving	מִשׁתוֹלֵל	surprise	0.578
rejoicing	צָהֳלָה	surprise	0.578
premature	מוקדם מדי	surprise	0.578
fluke	מַזָל	surprise	0.578
bizarre	מוּזָר	surprise	0.578
revenge	נְקָמָה	surprise	0.570
dynamic	דִינָמִי	surprise	0.570
dismay	תַדְהֵמָה	surprise	0.570
ecstatic	אֶקסְטָטִי	surprise	0.562
fascinate	לְהַקְסִים	surprise	0.562
uncover	לגלות	surprise	0.562
jerk	אִידיוֹט	surprise	0.562
reward	פרס	surprise	0.562
nefarious	מְרוּשָׁע	surprise	0.562
reappear	יופיע שוב	surprise	0.562
whim	גַחְמָה	surprise	0.555
conjure	לְהַעֲלוֹת	surprise	0.555
crescendo	קרשנדו	surprise	0.555
zany	לֵיצָן	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	להאיר	surprise	0.547
rescue	לְהַצִיל	surprise	0.547
tantalizing	מפתה	surprise	0.547
winner	זוֹכֵה	surprise	0.547
heroism	גְבוּרָה	surprise	0.547
rarity	נְדִירוּת	surprise	0.547
ejaculation	הַפלָטָה	surprise	0.547
daze	מבולבל	surprise	0.547
unbridled	לֹא מְרוּסָן	surprise	0.547
thwart	לְסַכֵּל	surprise	0.547
treason	בגידה	surprise	0.539
punch	פּוּנץ'	surprise	0.539
insult	לְהַעֲלִיב	surprise	0.539
lunge	נְגִיחָה	surprise	0.539
illusion	אַשְׁלָיָה	surprise	0.539
lucky	בַּר מַזָל	surprise	0.539
interrupt	לְהַפְרִיעַ	surprise	0.539
cheer	לְעוֹדֵד	surprise	0.539
celebration	חֲגִיגָה	surprise	0.539
violation	הֲפָרָה	surprise	0.539
marvel	פֶּלֶא	surprise	0.539
sensation	תְחוּשָׁה	surprise	0.531
fearfully	בַּחֲשָׁשׁ	surprise	0.531
concealed	הסתיר	surprise	0.531
banger	באנגר	surprise	0.531
affront	עֶלבּוֹן	surprise	0.531
snag	קֶרַע	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	לִסְטוֹת	surprise	0.523
wonder	פֶּלֶא	surprise	0.523
immediacy	דְחִיפוּת	surprise	0.523
undiscovered	לא נחשפו	surprise	0.523
abandonment	נְטִישָׁה	surprise	0.523
rejoice	לִשְׂמוֹחַ	surprise	0.523
improvise	לְאַלתֵר	surprise	0.523
majestic	מַלכּוּתִי	surprise	0.523
scorpion	עַקרָב	surprise	0.523
victimized	קורבן	surprise	0.523
liberate	לְשַׁחְרֵר	surprise	0.523
yelp	לְיַלֵל	surprise	0.516
stealthily	בחשאי	surprise	0.516
tickle	לְדַגדֵג	surprise	0.516
chance	הִזדַמְנוּת	surprise	0.516
howl	יְלָלָה	surprise	0.516
swerve	לִסְטוֹת	surprise	0.508
reflex	רֶפלֶקס	surprise	0.508
rave	לְהִשְׁתוֹלֵל	surprise	0.508
pop	פּוֹפּ	surprise	0.508
luck	מַזָל	surprise	0.508
magnificent	מְפוֹאָר	surprise	0.508
transcendence	נִשׂגָבוּת	surprise	0.508
garish	צַעֲקָנִי	surprise	0.508
unintentionally	בלי כוונה	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	נָדִיר	surprise	0.500
marvelous	נִפלָא	surprise	0.500
heroic	הֵרוֹאִי	surprise	0.500
remarkable	ראוי לציון	surprise	0.500
fainting	הִתעַלְפוּת	surprise	0.500
slayer	קוטל	surprise	0.500
erotic	אֵרוֹטִי	surprise	0.500
enliven	לְהַחִיוֹת	surprise	0.500
alertness	עֵרָנוּת	surprise	0.500
misbehavior	הִתְנַהֲגוּת פְּסוּלָה	surprise	0.500
embarrassment	מְבוּכָה	surprise	0.500
diversion	הַסָחָה	surprise	0.500
unutterable	בלתי ניתנת לשינוי	surprise	0.492
nab	nab	surprise	0.492
camouflage	לְהַסווֹת	surprise	0.492
trump	חֶברְמַן	surprise	0.492
decoy	לִפתוֹת	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	חֲזוֹן תַעתוּעִים	surprise	0.492
infarct	אוטם	surprise	0.492
birthday	יום הולדת	surprise	0.492
greatness	גְדוּלָה	surprise	0.492
zeal	קַנָאוּת	surprise	0.484
prick	לִדקוֹר	surprise	0.484
magician	קוֹסֵם	surprise	0.484
underestimate	לְהַמעִיט בְּעֵרכּוֹ	surprise	0.484
horde	עֵרֶב רַב	surprise	0.484
fanfare	תְרוּעַת חֲצוֹורוֹת	surprise	0.484
inexpressible	בלתי ניתן לביטוי	surprise	0.484
daemon	דמון	surprise	0.484
variable	מִשְׁתַנֶה	surprise	0.484
curiosity	סַקרָנוּת	surprise	0.484
gawk	לִבהוֹת	surprise	0.477
unguarded	לֹא זָהִיר	surprise	0.477
chicane	צ'יקן	surprise	0.477
fortune	הון עתק	surprise	0.477
sneeze	לְהִתְעַטֵשׁ	surprise	0.477
illumination	תְאוּרָה	surprise	0.477
incident	תַקרִית	surprise	0.477
dreadfully	נורא	surprise	0.477
strange	מוּזָר	surprise	0.477
subversive	חַתרָנִי	surprise	0.477
reversal	הִתְהַפְּכוּת	surprise	0.469
prowl	לְשׁוֹטֵט	surprise	0.469
rapid	מָהִיר	surprise	0.469
leery	עליז	surprise	0.469
wizard	אַשָׁף	surprise	0.469
coincidence	יָד הַמִקרֶה	surprise	0.461
hilarious	מצחיק	surprise	0.461
divergent	מִסתַעֵף	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	לשבור	surprise	0.461
slip	פליטת פה	surprise	0.461
wonderful	נִפלָא	surprise	0.453
hoax	מתיחה	surprise	0.453
winning	לנצח	surprise	0.453
overestimate	הערכת יתר	surprise	0.453
confession	הוֹדָאָה	surprise	0.453
ordeal	מִבְחָן	surprise	0.453
evanescence	ההתעלות	surprise	0.453
merriment	עֲלִיצוּת	surprise	0.453
raffle	הַגרָלָה	surprise	0.453
stound	סטונד	surprise	0.445
laughter	צחוק	surprise	0.445
enthusiast	נִלהָב	surprise	0.445
splendid	נֶהְדָר	surprise	0.445
feat	מַעֲלָל	surprise	0.445
perchance	בְּדֶרֶך מִקְרֵה	surprise	0.445
excel	לְהִצטַיֵן	surprise	0.445
gambling	הימורים	surprise	0.445
unintentional	לא מכוונת	surprise	0.438
brighten	לְהַאִיר	surprise	0.438
changeable	מִשְׁתַנֶה	surprise	0.438
rapt	ראפט	surprise	0.438
unique	ייחודי	surprise	0.438
splendor	פְּאֵר	surprise	0.438
senseless	חֲסַר טַעַם	surprise	0.438
gift	מתנה	surprise	0.430
fascination	קֶסֶם	surprise	0.430
trepidation	חֲרָדָה	surprise	0.430
stealthy	חֲשָׁאִי	surprise	0.430
fiesta	חַג	surprise	0.430
delighted	שַׂמֵחַ	surprise	0.430
lawsuit	תביעה משפטית	surprise	0.430
intrigue	תְכָכִים	surprise	0.430
quicksilver	כַּספִּית	surprise	0.422
originality	מְקוֹרִיוּת	surprise	0.422
riddle	חִידָה	surprise	0.422
judgment	פְּסַק דִין	surprise	0.422
enchant	לְהַקְסִים	surprise	0.422
stealth	הִתגַנְבוּת	surprise	0.422
veracity	אֲמִתוּת	surprise	0.414
elusive	חֲמַקמַק	surprise	0.414
perjury	שְׁבוּעַת שֶׁקֶר	surprise	0.414
spirits	מַצַב רוּחַ	surprise	0.414
liberation	שִׁחרוּר	surprise	0.414
illegitimate	לֹא חוּקִי	surprise	0.414
syncope	סִינקוֹפָּה	surprise	0.414
experiment	לְנַסוֹת	surprise	0.414
gambler	מְהַמֵר	surprise	0.406
eager	לָהוּט	surprise	0.406
inspired	בהשראה	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	תְשׁוּאוֹת	surprise	0.406
allure	קֶסֶם	surprise	0.406
parade	מִצעָד	surprise	0.406
princely	נְסִיכִי	surprise	0.398
divorce	לְהִתְגַרֵשׁ	surprise	0.398
guess	לְנַחֵשׁ	surprise	0.398
burlesque	בּוּרלֶסקָה	surprise	0.398
secrecy	סוֹדִיוּת	surprise	0.398
aspiration	שְׁאִיפָה	surprise	0.391
peri	פרי	surprise	0.391
cheerful	עַלִיז	surprise	0.391
hermaphrodite	אַנְדְרוֹגִינוּס	surprise	0.391
supremacy	עֶליוֹנוּת	surprise	0.391
incontinence	חוסר שליטה	surprise	0.391
inheritance	יְרוּשָׁה	surprise	0.383
score	ציון	surprise	0.383
lose	לאבד	surprise	0.383
crowning	גוּלַת הַכּוֹתֶרֶת	surprise	0.383
buck	דוֹלָר	surprise	0.383
praiseworthy	רָאוּי לְשֶׁבַח	surprise	0.383
cadaver	פֶּגֶר	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	לִבלוֹעַ	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	עַלִיז	surprise	0.375
mystic	מִיסטִי	surprise	0.375
succeed	להצליח	surprise	0.375
advance	לְקַדֵם	surprise	0.375
sparkle	נִצנוּץ	surprise	0.367
hope	לְקַווֹת	surprise	0.367
joker	לֵץ	surprise	0.367
sensual	חוּשָׁנִי	surprise	0.367
excavation	חֲפִירָה	surprise	0.367
feeling	מַרגִישׁ	surprise	0.359
entertainment	בידור	surprise	0.359
clown	לֵיצָן	surprise	0.352
newcomer	עוֹלֶה חָדָשׁ	surprise	0.352
modify	לְשַׁנוֹת	surprise	0.352
award	פרס	surprise	0.352
blessings	ברכות	surprise	0.352
postponement	דְחִיָה	surprise	0.352
obit	obit	surprise	0.352
celebrity	סלבריטאי	surprise	0.344
hero	גיבור	surprise	0.344
start	הַתחָלָה	surprise	0.344
wonderfully	נפלא	surprise	0.344
highest	הֲכִי גָבוֹהַ	surprise	0.344
proficiency	מְיוּמָנוּת	surprise	0.344
glorify	לְפַאֵר	surprise	0.344
unbeaten	בִּלתִי מְנוּצָח	surprise	0.336
memorable	בלתי נשכח	surprise	0.336
sanctify	לְקַדֵשׁ	surprise	0.336
rekindle	להצית מחדש	surprise	0.336
optimism	אוֹפּטִימִיוּת	surprise	0.336
warned	הזהיר	surprise	0.336
prodigious	מַפלִיא	surprise	0.336
dissolution	התפרקות	surprise	0.336
grin	לְגַחֵך	surprise	0.336
admiration	הערצה	surprise	0.328
hypertrophy	היפרטרופיה	surprise	0.328
present	מתנה	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	מַלְאָך	surprise	0.320
examination	בְּדִיקָה	surprise	0.320
catch	לתפוס	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	לְפַלרְטֵט	surprise	0.312
puma	פּוּמָה	surprise	0.312
liberty	חוֹפֶשׁ	surprise	0.312
kiss	נְשִׁיקָה	surprise	0.312
embrace	לְחַבֵּק	surprise	0.312
occasional	מִקרִי	surprise	0.312
treat	טיפול	surprise	0.312
saint	קָדוֹשׁ	surprise	0.312
scrimmage	תִגרָה	surprise	0.312
dismissal	הֲדָחָה	surprise	0.312
perfection	שְׁלֵמוּת	surprise	0.305
generosity	נדיבות	surprise	0.305
gratify	לְהִשָׁבֵעַ	surprise	0.305
saintly	קָדוֹשׁ	surprise	0.305
sally	סאלי	surprise	0.305
polarity	קוטביות	surprise	0.297
finally	סוף כל סוף	surprise	0.297
differently	באופן שונה	surprise	0.297
palpable	מַמָשִׁי	surprise	0.297
warn	לְהַזהִיר	surprise	0.297
ceremony	טֶקֶס	surprise	0.297
larger	יותר גדול	surprise	0.297
favorable	חִיוּבִי	surprise	0.297
romance	רומנטיקה	surprise	0.289
medal	מֵדַלִיָה	surprise	0.289
inviting	מַזמִין	surprise	0.289
greeting	בְּרָכָה	surprise	0.289
candid	גָלוּי לֵב	surprise	0.281
resignation	התפטרות	surprise	0.281
trip	טיול	surprise	0.281
accolade	לְהַעֲנִיק תוֹאַר אַבִּיר	surprise	0.281
labor	עבודה	surprise	0.281
stare	לבהות	surprise	0.273
glimmer	נִצנוּץ	surprise	0.266
invite	להזמין	surprise	0.266
somatic	סומטי	surprise	0.266
admire	לְהִתְפַּעֵל	surprise	0.266
immerse	לִטבּוֹל	surprise	0.266
festival	פֶסטִיבָל	surprise	0.266
mimicry	מִימִיקָה	surprise	0.266
compensate	לפצות	surprise	0.266
insolvency	פְּשִׁיטַת רֶגֶל	surprise	0.266
playful	שובב	surprise	0.266
complement	מַשׁלִים	surprise	0.258
receiving	קבלה	surprise	0.258
hypothesis	הַשׁעָרָה	surprise	0.258
laugh	לִצְחוֹק	surprise	0.258
chuckle	צחקוק	surprise	0.258
honeymoon	יָרֵחַ דְבַשׁ	surprise	0.250
marry	לְהִתְחַתֵן	surprise	0.242
independence	עצמאות	surprise	0.242
opera	אוֹפֵּרָה	surprise	0.242
pleasant	נעים	surprise	0.242
rhythmical	קָצוּב	surprise	0.234
assessment	הערכה	surprise	0.234
hopeful	תקווה	surprise	0.234
trophy	פְּרָס	surprise	0.234
holiness	קְדוּשָׁה	surprise	0.234
chant	לָשִׁיר	surprise	0.234
leave	לעזוב	surprise	0.234
procession	תַהֲלוּכָה	surprise	0.227
placard	כְּרָזָה	surprise	0.227
deal	עִסקָה	surprise	0.227
cherish	לְהוֹקִיר	surprise	0.219
good	טוֹב	surprise	0.219
shopping	קניות	surprise	0.219
musical	מוּסִיקָלִי	surprise	0.219
shell	צדף	surprise	0.211
dawn	שַׁחַר	surprise	0.211
simplify	לפשט	surprise	0.211
purity	טוֹהַר	surprise	0.203
nullify	לְבַטֵל	surprise	0.203
money	כֶּסֶף	surprise	0.203
sweet	מתוק	surprise	0.203
morals	מוֹרָל	surprise	0.203
synchronize	לְסַנכְרֵן	surprise	0.195
preservative	מְשַׁמֵר	surprise	0.195
humanitarian	הוּמָנִיטָרִי	surprise	0.195
unfulfilled	לא מילא	surprise	0.195
precious	יָקָר	surprise	0.195
obliging	אָדִיב	surprise	0.188
singularly	באופן ייחודי	surprise	0.188
foresee	לַחֲזוֹת	surprise	0.180
pray	לְהִתְפַּלֵל	surprise	0.180
graduation	סיום לימודים	surprise	0.180
lovely	יָפֶה	surprise	0.180
sun	שמש	surprise	0.172
art	אומנות	surprise	0.172
mouth	פֶּה	surprise	0.172
youth	נוֹעַר	surprise	0.172
thirst	צָמָא	surprise	0.172
young	צָעִיר	surprise	0.164
goodness	טוּב לֵב	surprise	0.164
overdue	איחור	surprise	0.156
visor	מִצחִיָה	surprise	0.156
practiced	מְתוּרגָל	surprise	0.156
latent	חָבוּי	surprise	0.156
loyal	נֶאֱמָן	surprise	0.148
expect	לְצַפּוֹת	surprise	0.148
destination	יַעַד	surprise	0.148
wireless	אַלחוּט	surprise	0.148
quote	ציטוט	surprise	0.141
slush	רפש	surprise	0.141
infant	תִינוֹק	surprise	0.141
cream	קרם	surprise	0.141
playground	גן שעשועים	surprise	0.133
organization	אִרגוּן	surprise	0.125
teach	לְלַמֵד	surprise	0.125
vote	הַצבָּעָה	surprise	0.125
smile	חיוך	surprise	0.117
weight	מִשׁקָל	surprise	0.117
dolphin	דולפין	surprise	0.117
sisterhood	אֲחָיוּת	surprise	0.109
cable	כֶּבֶל	surprise	0.109
sunny	שִׁמשִׁי	surprise	0.102
steady	יַצִיב	surprise	0.094
leisure	פְּנַאִי	surprise	0.086
peaceful	שָׁקֶט	surprise	0.086
spa	ספָּא	surprise	0.086
tree	עֵץ	surprise	0.078
picnic	פִּיקנִיק	surprise	0.078
worm	תוֹלַעַת	surprise	0.055
truthfulness	אמת	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	אָמִין	trust	0.867
honest	יָשָׁר	trust	0.844
honesty	יוֹשֶׁר	trust	0.844
honor	כָּבוֹד	trust	0.844
truth	אֶמֶת	trust	0.844
truthful	דוֹבֵר אֶמֶת	trust	0.836
trusting	אמון	trust	0.836
brotherhood	אחווה	trust	0.820
entrust	לְהַפְקִיד	trust	0.812
committed	מְחוּיָב	trust	0.805
integrity	יושרה	trust	0.805
loyalty	נֶאֱמָנוּת	trust	0.805
honorable	כָּבוּד	trust	0.805
credibility	אֲמִינוּת	trust	0.805
trust	אמון	trust	0.805
faithful	נאמן	trust	0.797
sincere	כֵּן	trust	0.797
responsible	אחראי	trust	0.789
partnership	שׁוּתָפוּת	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	חוכמה	trust	0.789
oath	שְׁבוּעָה	trust	0.781
verification	אימות	trust	0.781
vow	נדר	trust	0.781
cooperative	שיתופי	trust	0.781
respectable	מְכוּבָּד	trust	0.773
credible	מְהֵימָן	trust	0.773
hero	גיבור	trust	0.773
sisterhood	אֲחָיוּת	trust	0.773
promise	הַבטָחָה	trust	0.773
verified	מְאוּמָת	trust	0.773
qualified	מוסמך	trust	0.766
respected	נִכבָּד	trust	0.766
authentication	אימות	trust	0.766
compassion	חֶמלָה	trust	0.759
reputable	מְכוּבָּד	trust	0.758
safekeeping	למשמרת	trust	0.758
reliability	אֲמִינוּת	trust	0.758
moral	מוסר השכל	trust	0.758
love	אהבה	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	הסכמה	trust	0.758
stable	יַצִיב	trust	0.750
friend	חָבֵר	trust	0.750
genuine	אמיתי	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	יְכוֹלֶת	trust	0.750
loyal	נֶאֱמָן	trust	0.750
ally	ברית	trust	0.750
safeguard	לְהַגֵן	trust	0.750
companion	בן לוויה	trust	0.750
advised	מומלץ	trust	0.750
authentic	אוֹתֶנְטִי	trust	0.750
respect	כבוד	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	חוֹפֶשׁ	trust	0.742
proven	מוּכָח	trust	0.742
respects	כבוד	trust	0.742
faith	אֱמוּנָה	trust	0.742
wholesome	בָּרִיא	trust	0.742
heartfelt	מקרב לב	trust	0.734
unification	הַאֲחָדָה	trust	0.734
protecting	מה tra Home	trust	0.734
reassurance	ביטחון	trust	0.734
admirable	ראוי להערצה	trust	0.734
trustee	נֶאֱמָן	trust	0.734
supporter	תוֹמֵך	trust	0.734
confirmation	אִשׁוּר	trust	0.734
respectful	רוֹחֵשׁ כָּבוֹד	trust	0.734
alliance	בְּרִית	trust	0.727
equality	שוויון	trust	0.727
friendship	חֲבֵרוּת	trust	0.727
agreement	הֶסכֵּם	trust	0.727
fact	עוּבדָה	trust	0.727
confident	בטוח	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	להאמין	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	מצוינות	trust	0.727
credential	תְעוּדָה	trust	0.727
closeness	קִרבָה	trust	0.719
authenticate	לְאַמֵת	trust	0.719
intelligence	אינטליגנציה	trust	0.719
virtue	מַעֲלָה	trust	0.719
honored	מכובד	trust	0.719
virtuous	מוּסָרִי	trust	0.719
kindred	בָּשָׂר	trust	0.719
charitable	צדקה	trust	0.711
dedication	הַקדָשָׁה	trust	0.711
guarantee	אַחֲרָיוּת	trust	0.711
cooperation	שיתוף פעולה	trust	0.711
creditable	רָאוּי לְשֶׁבַח	trust	0.711
consistency	עֲקֵבִיוּת	trust	0.711
allegiance	אֱמוּנִים	trust	0.711
cooperating	שיתוף פעולה	trust	0.711
straightforward	פָּשׁוּט	trust	0.711
determination	נחישות	trust	0.711
justice	צֶדֶק	trust	0.711
sanctuary	מִקְלָט	trust	0.703
nurture	לְטַפֵּחַ	trust	0.703
innocent	חף מפשע	trust	0.703
admire	לְהִתְפַּעֵל	trust	0.703
assurance	הַבטָחָה	trust	0.703
morality	מוּסָרִיוּת	trust	0.703
prepared	מוּכָן	trust	0.703
friendliness	יְדִידוּת	trust	0.703
