word	Amharic-am	emotion	emotion-intensity-score
bridesmaid	ድንግል ሴት	trust	0.469
commission	ኮሚሽን	trust	0.469
passion	ፍቅር	trust	0.469
prefer	ይመርጣል	trust	0.469
recruits	መልመጃዎች	trust	0.469
cashier	ገንዘብ ተቀባይ	trust	0.469
judicious	ፍትሃዊ	trust	0.469
immerse	ሞልቶ	trust	0.469
uncritical	ያልተገደለ	trust	0.469
effective	ውጤታማ	trust	0.469
dove	ርግብ	trust	0.469
tutelage	ተፃራሪ	trust	0.469
associate	ተባባሪ	trust	0.469
flagship	ተምሳሌት	trust	0.469
religion	ሃይማኖት	trust	0.469
gain	ትርፍ	trust	0.469
instructor	አስተማሪ	trust	0.469
judgment	ፍርድ	trust	0.469
title	ርዕስ	trust	0.469
regal	ዘውድ	trust	0.469
author	ደራሲ	trust	0.469
top	ከላይ	trust	0.469
tribune	መድረክ	trust	0.469
eagerness	ጉጉ	trust	0.469
marshal	ማነው	trust	0.469
mighty	ኃይለኛ	trust	0.469
intended	የታሰበ	trust	0.469
capacity	አቅም	trust	0.469
vicar	ቄስ	trust	0.469
partake	መጋጠም	trust	0.461
commerce	ንግድ	trust	0.461
magnetic	መግነጢሳዊ	trust	0.461
medal	ሜዳል	trust	0.461
courier	መልእክተኛ	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	ይመዝገቡ	trust	0.461
necessarily	የግድ ነው	trust	0.461
lesson	ትምህርት	trust	0.461
custody	ማቆየት	trust	0.461
moorings	መቀመጫዎች	trust	0.461
fortress	ምሽግ	trust	0.461
aunt	አክስት	trust	0.461
bank	ባንክ	trust	0.461
theological	ሥነ-መለኮታዊ	trust	0.461
manage	አደራጅ	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	ንግድ	trust	0.461
lifestyle	የሕይወት ስልት	trust	0.461
consecration	መክበር	trust	0.461
admitted	ገብቷል	trust	0.461
crucial	ወሳኝ	trust	0.461
cautious	ጥንቃቄ	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	ክህነት	trust	0.461
attendant	አገልጋይ	trust	0.461
oblige	ግዴታ	trust	0.461
patriarchal	ፓትሪክሪክ	trust	0.461
kitten	ድመት	trust	0.461
cathedral	ካቴድራል	trust	0.455
eagle	ንስር	trust	0.453
puppy	ቡችላ	trust	0.453
present	አለ	trust	0.453
perceive	አስተውሉ	trust	0.453
foresee	አስቀድሞ ይታየኛል	trust	0.453
governor	ገዢ	trust	0.453
synergistic	ተመጣጣኝነት	trust	0.453
commonplace	የተለመደ	trust	0.453
exchange	ልውውጥ	trust	0.453
journeyman	የጉዞ ጓደኛ	trust	0.453
laud	ምስጋና	trust	0.453
chairwoman	ሊቀመንበር	trust	0.453
encomium	ኤንሲየም	trust	0.453
strategist	ስትራቴጂስት	trust	0.453
dawn	ንጋት	trust	0.453
excited	ተደስቷል	trust	0.453
finally	በመጨረሻ	trust	0.453
level	ደረጃ	trust	0.453
chart	ሰንጠረዥ	trust	0.453
oasis	ኦስፔስ	trust	0.453
insulation	መከላከያ	trust	0.453
president	ፕሬዚደንት	trust	0.453
deputy	ምክትል	trust	0.453
orthodoxy	ኦርቶዶክስ	trust	0.445
sir	ጌታዬ	trust	0.445
theorem	ሥነ-መለኮት	trust	0.445
formula	ፎርሙላ	trust	0.445
operation	ቀዶ ጥገና	trust	0.445
bridegroom	ሙሽራ	trust	0.445
lodging	ማረፊያ	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	የእጅ መጽሀፍ	trust	0.445
impart	ማካፈል	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	መክፈል	trust	0.445
negotiate	ድርድር	trust	0.445
magnify	አጉላ	trust	0.445
chancellor	ቻንስለር	trust	0.445
crew	መርከበኞች	trust	0.445
sensual	ስሜታዊ	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	የተለመደው	trust	0.445
asserting	ማረጋገጥ	trust	0.445
chocolate	ቸኮሌት	trust	0.445
statistical	ስታትስቲክስ	trust	0.445
lord	ጌታ	trust	0.445
exaltation	መከበር	trust	0.445
employ	ሥራ	trust	0.445
orchestra	ኦርኬስትራ	trust	0.445
director	ዳይሬክተር	trust	0.445
chemist	ኬሚስት	trust	0.445
remains	የቀረው	trust	0.445
enliven	የተወደደ	trust	0.445
sun	ፀሐይ	trust	0.438
imagination	ሐሳብ	trust	0.438
comptroller	ቁጥጥር	trust	0.438
digit	አሀዝ	trust	0.438
cabinet	ካቢኔ	trust	0.438
emphasize	አጽንዖት	trust	0.438
atone	ይቅርታ	trust	0.438
inauguration	የምረቃ	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	ምሁር	trust	0.438
governess	ጉልበት	trust	0.438
tandem	ተለዋጭ	trust	0.438
conveyancing	ማስተላለፍ	trust	0.438
arbitrator	ዳኛ	trust	0.438
oracle	oracle	trust	0.438
economy	ኢኮኖሚ	trust	0.438
elect	የተመረጠ	trust	0.438
villager	የመንደር ነዋሪ	trust	0.438
fate	ዕድል	trust	0.438
exhaustive	ተፋጥሞ	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	አቡኝ	trust	0.438
butler	ጠላፊ	trust	0.438
conformity	ተኳሃኝ	trust	0.438
grammar	ሰዋስው	trust	0.430
disclosed	ተብራራ	trust	0.430
persuade	አሳት	trust	0.430
compact	እምቅ	trust	0.430
rule	ደንብ	trust	0.430
deacon	ዲያቆን	trust	0.430
impressionable	ሊታይ የሚችል	trust	0.430
cop	ፖሊስ	trust	0.430
neutrality	ገለልተኛነት	trust	0.430
pay	መክፈል	trust	0.430
bridal	ሙሽራ	trust	0.430
wealth	ሀብት	trust	0.430
base	ቤዝ	trust	0.430
errand	ሥራ	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	ጥንካሬ	trust	0.430
estimable	ሊገመት የሚችል	trust	0.430
lender	አበዳሪ	trust	0.430
sentry	ፈረሶች	trust	0.430
invite	ይጋብዙ	trust	0.430
circle	ክበብ	trust	0.430
grit	ግሪን	trust	0.430
elucidate	ግልጽነት	trust	0.430
repay	ብድር	trust	0.430
resources	ግብዓቶች	trust	0.430
blanket	ብርድ ልብስ	trust	0.430
occupant	ተከራይ	trust	0.430
bequest	ተጠሪ	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	ቆጠራ	trust	0.430
hail	በረዶ	trust	0.430
playful	ተጫዋች	trust	0.430
simplify	ቀለል ያድርጉት	trust	0.430
differential	ልዩነት	trust	0.430
utopian	ተምኔታዊ	trust	0.430
parish	ሰበካ	trust	0.422
sing	ዘፈን	trust	0.422
dominion	የበላይነት	trust	0.422
dealings	ውይይቶች	trust	0.422
theocratic	ቲኦክራሲያዊ	trust	0.422
shopkeeper	ሱቅ	trust	0.422
accountant	የሒሳብ ባለሙያ	trust	0.422
forum	መድረክ	trust	0.422
fixed	ቋሚ	trust	0.422
eulogize	በምስጢር	trust	0.422
diary	ማስታወሻ ደብተር	trust	0.422
intend	ማቀድ	trust	0.422
supplication	ማበረታቻ	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	ተለማማጅ	trust	0.422
continue	ቀጥል	trust	0.422
antiseptic	መድሃኒት	trust	0.422
perennial	ለረጅም ጊዜ የሚቆይ	trust	0.422
primer	አንኳር	trust	0.422
enablement	????	trust	0.422
respite	የእረፍት ጊዜ	trust	0.422
assignee	ተጋሪ	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	ንግድ	trust	0.422
travel	ጉዞ	trust	0.422
probity	እኩልነት	trust	0.422
axiom	አሲዮሞም	trust	0.422
maintenance	ጥገና	trust	0.422
reconsideration	እንደገና ማገናዘብ	trust	0.422
treat	ተመገብን	trust	0.422
truss	ግረጌ	trust	0.422
hymn	መዝሙር	trust	0.422
supremacy	የበላይነት	trust	0.422
athlete	አትሌት	trust	0.414
cogent	ምህረት	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	አገልግሉ	trust	0.414
incline	ዘወር አድርግ	trust	0.414
trainer	አሰልጣኝ	trust	0.414
choir	መዘምራን	trust	0.414
preservative	መከላከያ	trust	0.414
kudos	kudos	trust	0.414
cash	ጥሬ ገንዘብ	trust	0.414
gazette	ጋዜጦ	trust	0.414
akin	ተዛማጅ	trust	0.414
amortization	ገንዘብ መክፈል	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	ዘጋቢ	trust	0.414
salary	ደመወዝ	trust	0.414
offering	መስዋዕት	trust	0.414
leap	ዘለሉ	trust	0.414
transaction	ግብይት	trust	0.414
privilege	ልዩ መብት	trust	0.414
consort	ኮከብ	trust	0.414
rapt	ተወሰደ	trust	0.414
commodore	ዕቃዎች	trust	0.414
conglomerate	ኮርፖሬተር	trust	0.414
synod	synod	trust	0.414
deference	አክብሮት	trust	0.414
labor	ጉልበት	trust	0.414
gate	በር	trust	0.414
routine	መደበኛ	trust	0.414
luxury	ምቾት	trust	0.406
tree	ዛፍ	trust	0.406
legislator	የህግ ባለሙያ	trust	0.406
executor	ሥራ አስኪያጅ	trust	0.406
leisure	የመዝናኛ	trust	0.406
system	ስርዓት	trust	0.406
fitting	ተስማሚ	trust	0.406
trophy	ሽልማት	trust	0.406
nation	አገር	trust	0.406
glorify	አክብሩ	trust	0.406
linguist	የቋንቋ ሊቅ	trust	0.406
extol	ዘውግ	trust	0.406
dermatologist	የዳሪክ ሐኪም	trust	0.406
judged	ተፈርዶበታል	trust	0.406
sanction	ማዕቀብ	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	የመክፈል	trust	0.406
patrol	ተቆጣጣሪ	trust	0.406
abacus	abacus	trust	0.406
radar	ራዳር	trust	0.406
budget	በጀት	trust	0.406
deluxe	deluxe	trust	0.398
intense	ኃይለኛ	trust	0.398
explain	ይግለጹ	trust	0.398
gentry	ቸር	trust	0.398
quaint	ቆንጆ	trust	0.398
parietal	ፓሪዮል	trust	0.398
barter	ተኛ	trust	0.398
pursue	ቀጥል	trust	0.398
clearance	ማጽዳት	trust	0.398
popular	ታዋቂ	trust	0.398
ground	መሬት	trust	0.398
depository	የማቆያ ቦታ	trust	0.398
journalism	ጋዜጠኝነት	trust	0.398
electorate	መራጩ	trust	0.398
climax	መደምደሚያ	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	ብርሃን	trust	0.398
yearning	ናሙና	trust	0.398
neutral	ገለልተኛ	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	ጎጆ	trust	0.398
clan	ጎሳ	trust	0.398
merchandise	ሸቀጣ ሸቀጥ	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	ብረት	trust	0.398
eulogy	የምስጋና ቃል	trust	0.398
accounts	መለያዎች	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	ፈረስ	trust	0.391
gay	ግብረ ሰዶማዊ	trust	0.391
usher	አስቀምጥ	trust	0.391
paean	ፓያን	trust	0.391
chandler	ዘንደለር	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	ኮከብ	trust	0.391
recline	ዘገምተኛ	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	ምልጃ	trust	0.391
escort	አጃቢ	trust	0.391
cube	ኩብ	trust	0.391
follower	ተከታይ	trust	0.391
armory	የጦር መሣሪያ	trust	0.391
surrogate	ምትክ	trust	0.391
baggage	ሻ ን ጣ	trust	0.391
downright	ታች	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistic	trust	0.391
messenger	መልእክተኛ	trust	0.391
grin	ፈገግታ	trust	0.391
translation	ትርጉም	trust	0.391
deal	ስምምነት	trust	0.391
lean	ጥንካሬ	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	መለያ	trust	0.383
fortune	ሀብት	trust	0.383
series	ተከታታይ	trust	0.383
crisp	ግልፅ	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	ሰዓት ገደብ	trust	0.383
leaning	በመተማመን	trust	0.383
larger	ትልቅ	trust	0.383
possess	ይወርዳል	trust	0.383
gage	ጋደም	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	በረከት	trust	0.383
bartender	ቡርደር	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	ጥገና	trust	0.383
culinary	ምግብ	trust	0.383
faculty	መምህርነት	trust	0.383
clapping	ጭብጨባ	trust	0.375
general	አጠቃላይ	trust	0.375
sex	ወሲብ	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	ጠቋሚ	trust	0.375
confederate	ድብደባ	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	ልዩነቶች	trust	0.375
bouquet	እቅፍ	trust	0.375
adjust	ማስተካከል	trust	0.375
cover	ሽፋን	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	ሽርሽር	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	አትቀበል	trust	0.367
knickers	knickers	trust	0.367
garrison	መኪና	trust	0.367
dogma	ቀኖና	trust	0.367
microscope	አጉሊ መነጽር	trust	0.367
senate	ምክር ቤት	trust	0.367
nestle	nestle	trust	0.367
dolphin	ዶልፊን	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	ባሕር ውስጥ	trust	0.367
marrow	ጠርሙስ	trust	0.367
bargain	ሽርሽር	trust	0.367
bursary	ገንዘብ አከራይ	trust	0.367
cosmopolitan	ዓለም አቀፍ ነጋዴ	trust	0.367
bailiff	አበዳሪ	trust	0.367
pretty	ቆንጆ	trust	0.367
swell	ነበልባል	trust	0.367
superstar	ከፍተኛ ኮከብ	trust	0.367
throne	ዙፋን	trust	0.367
collateral	መያዣ	trust	0.367
homosexual	ግብረ ሰዶማዊ	trust	0.367
manual	ማንዋል	trust	0.367
magnet	መግነጢር	trust	0.367
periodicity	ወቅታዊነት	trust	0.367
green	አረንጓዴ	trust	0.359
eulogium	ኢሉዶሚየም	trust	0.359
phalanx	ነሐስ	trust	0.359
money	ገንዘብ	trust	0.359
mortgagee	ሞርጌጅ	trust	0.359
roadster	መንገደኛ	trust	0.359
vulnerable	ተጋላጭነት	trust	0.359
lettered	ምልክት የተደረገባቸው	trust	0.359
circumstances	ሁኔታዎች	trust	0.359
boomerang	boomerang	trust	0.359
privileged	ልዩ መብት	trust	0.359
promo	ማስተዋወቂያ	trust	0.359
calls	ጥሪዎች	trust	0.359
maxim	ልምምድ	trust	0.359
fender	መቆንጠጫ	trust	0.359
fade	ዘገምተኛ	trust	0.359
stark	ግልጽ	trust	0.359
footing	እግር	trust	0.359
dance	ዳንስ	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	የባንክ ሠራተኛ	trust	0.352
rave	ረባ	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	አሳይ	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	የሕዝብ አስተያየት መስጫ	trust	0.352
laser	ሌዘር	trust	0.352
font	ቅርጸ ቁምፊ	trust	0.352
administrative	አስተዳደራዊ	trust	0.352
seals	ማህተሞች	trust	0.352
suggest	ሐሳብ ይጠቁሙ	trust	0.352
tactics	ዘዴዎች	trust	0.352
fuse	ፍልፈል	trust	0.352
axiomatic	አሲዮማቲክ	trust	0.352
attorney	ጠበቃ	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	ቅድመ ሁኔታ	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	ጭብጨባ	trust	0.344
dame	እመቤት	trust	0.344
playground	የመጫወቻ ቦታ	trust	0.344
entertainment	መዝናኛ	trust	0.344
bounce	ተሞልቷል	trust	0.344
endless	ማለቂያ የሌለው	trust	0.344
purr	ንጹህ	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	ባለአደራ	trust	0.344
servant	አገልጋይ	trust	0.344
lace	ልኬት	trust	0.344
white	ነጭ	trust	0.344
weigh	ሚዛን	trust	0.344
cement	ሲሚንቶ	trust	0.336
legislature	የህግ አውጭነት	trust	0.336
carol	ካሮል	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	ተመዘገበ	trust	0.336
lens	ሌንስ	trust	0.336
shoulder	ትከሻ	trust	0.336
food	ምግብ	trust	0.336
county	ካውንቲ	trust	0.336
opera	ኦፔራ	trust	0.336
estimation	ግምት	trust	0.336
corporation	ኮርፖሬሽን	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	ቅጅዎች	trust	0.328
gauging	መለኪያ	trust	0.328
theory	ሥነ-መለኮት	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	ቅንነት	trust	0.328
wear	መሌበስ	trust	0.328
execution	ማስፈጸሚያ	trust	0.328
swear	መሳደብ	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	ዘንግ	trust	0.320
pavement	መንገድ	trust	0.320
cap	ካፒታል	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	ተኪ	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	የሰላም ቀን	trust	0.320
unofficial	መደበኛ ያልሆነ	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	ዋልያ	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	ተወስዷል	trust	0.320
interior	ውስጣዊ	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	ሙላ	trust	0.320
clerical	ቀሳውስት	trust	0.320
veal	ቫል	trust	0.312
smith	smith	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	ክኒን	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	ፕሮፊለአክቲክ	trust	0.312
spaniel	ስፔርሊን	trust	0.312
spa	ስፓርት	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	ጉልበተኛነት	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	ምስጢር	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	የፀዳ ምሽት	trust	0.305
thermometer	ቴርሞሜትር	trust	0.305
actress	ተዋናይ	trust	0.305
presumption	ግምቶች	trust	0.305
hermit	ሄዳ	trust	0.305
warn	ማስጠንቀቂያ	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	ልዩነት	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	መቋቋም	trust	0.297
shopping	ግዢ	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	ፒን	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	እሰነት	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	መኮረጅ	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	ጥንድ	trust	0.297
pivot	ምሰሶ	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	መኮንን	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	ሌቭ	trust	0.297
mandarin	መካንረን	trust	0.297
calf	ጥጃ	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	zest	trust	0.289
machine	ማሽን	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	ጫካ	trust	0.289
owing	እዳ	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	ክብደት	trust	0.289
insolvent	እዳ የሌለባቸው	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	ማሽኮርመም	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	ጥ ነዉ	trust	0.281
surrender	መሰጠት	trust	0.281
fiesta	Fiesta	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	በቀላሉ ሞኝ	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	መከልከል	trust	0.281
celebrity	ታዋቂ	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	ጪምባ	trust	0.273
ejaculation	የወሲብ ስሜት	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	ኮንግረስ	trust	0.273
indent	ገብ አድርግ	trust	0.273
rejection	ውድቅ	trust	0.273
don	ዶን	trust	0.273
autism	ኦቲዝም	trust	0.273
conquer	አሸንፋ	trust	0.273
sappy	በፍፁም	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
antifungal	ፀረ-ፍቱን	trust	0.266
jodie	NO TRANSLATION	trust	0.266
fashion	ፋሽን	trust	0.266
khan	khan	trust	0.266
weakness	ድክመት	trust	0.266
truck	መኪና	trust	0.266
sepatu	NO TRANSLATION	trust	0.266
bbw	NO TRANSLATION	trust	0.266
puff	ቡጢ	trust	0.258
hai	NO TRANSLATION	trust	0.258
crumpled	NO TRANSLATION	trust	0.258
defeated	ተሸነፈ	trust	0.258
acrobat	acrobat	trust	0.258
wadsworth	NO TRANSLATION	trust	0.258
stephanie	NO TRANSLATION	trust	0.258
dare	ደፋር	trust	0.258
utk	NO TRANSLATION	trust	0.258
urs	NO TRANSLATION	trust	0.258
zealous	ቀናተኛ	trust	0.258
minat	NO TRANSLATION	trust	0.258
