word	Telugu-te	emotion	emotion-intensity-score
eulogy	శ్లాఘనను ఆవిధంగా	trust	0.398
accounts	ఖాతాల	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	గుర్రం	trust	0.391
gay	గే	trust	0.391
usher	అషర్	trust	0.391
paean	పేయన్	trust	0.391
chandler	చాండ్లర్	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	స్టార్	trust	0.391
recline	నిద్రించు	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	మధ్యవర్తిత్వంతో	trust	0.391
escort	ఎస్కార్ట్	trust	0.391
cube	క్యూబ్	trust	0.391
follower	అనుచరుడు	trust	0.391
armory	ఆయుధశాలలో	trust	0.391
surrogate	సర్రోగేట్	trust	0.391
baggage	సామాను	trust	0.391
downright	స్పష్టమైన	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistic	trust	0.391
messenger	దూత	trust	0.391
grin	నవ్వు	trust	0.391
translation	అనువాదం	trust	0.391
deal	ఒప్పందం	trust	0.391
lean	లీన్	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	లేబుల్	trust	0.383
fortune	అదృష్టం	trust	0.383
series	సిరీస్	trust	0.383
crisp	స్ఫుటమైన	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	కర్ఫ్యూ	trust	0.383
leaning	లీనింగ్	trust	0.383
larger	పెద్ద	trust	0.383
possess	కలిగి	trust	0.383
gage	GAGE	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	నేరస్థుల	trust	0.383
bartender	మద్యం	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	పరిహారపు	trust	0.383
culinary	పాక	trust	0.383
faculty	అధ్యాపకులు	trust	0.383
clapping	చప్పట్లు కొడుతూ	trust	0.375
general	సాధారణ	trust	0.375
sex	సెక్స్	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	మదింపు	trust	0.375
confederate	సమ్మేళనా	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	తేడాలు	trust	0.375
bouquet	గుత్తి	trust	0.375
adjust	సర్దుబాటు	trust	0.375
cover	కవర్	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	విహారయాత్ర	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	పరిత్యజించడం	trust	0.367
knickers	చెడ్డిలు	trust	0.367
garrison	గారిసన్	trust	0.367
dogma	విశ్వాసంలో	trust	0.367
microscope	మైక్రోస్కోప్	trust	0.367
senate	సెనేట్	trust	0.367
nestle	నెస్లే	trust	0.367
dolphin	డాల్ఫిన్	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	సముద్ర	trust	0.367
marrow	మజ్జ	trust	0.367
bargain	బేరం	trust	0.367
bursary	బర్సరే	trust	0.367
cosmopolitan	కాస్మోపాలిటన్	trust	0.367
bailiff	న్యాయాధికారి	trust	0.367
pretty	చక్కని	trust	0.367
swell	కెరటం	trust	0.367
superstar	సూపర్స్టార్	trust	0.367
throne	సింహాసనం	trust	0.367
collateral	అనుషంగిక	trust	0.367
homosexual	స్వలింగ	trust	0.367
manual	మాన్యువల్	trust	0.367
magnet	అయస్కాంతం	trust	0.367
periodicity	ఆవర్తకత	trust	0.367
green	ఆకుపచ్చ	trust	0.359
eulogium	స్తవము	trust	0.359
phalanx	సేవా వ్యూహం	trust	0.359
money	డబ్బు	trust	0.359
mortgagee	mortgagee	trust	0.359
roadster	రోడ్స్టర్	trust	0.359
vulnerable	హాని	trust	0.359
lettered	అక్షర	trust	0.359
circumstances	పరిస్థితులలో	trust	0.359
boomerang	బూమేరాంగ్	trust	0.359
privileged	విశేష	trust	0.359
promo	ప్రోమో	trust	0.359
calls	కాల్స్	trust	0.359
maxim	మాగ్జిమ్	trust	0.359
fender	ఫెండర్	trust	0.359
fade	వాడిపోవు	trust	0.359
stark	స్టార్క్	trust	0.359
footing	హోదాలో	trust	0.359
dance	నృత్య	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	పతాక సన్నివేశానికి	trust	0.352
banker	బ్యాంకర్	trust	0.352
rave	రావే	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	షో	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	ఎన్నికలో	trust	0.352
laser	లేజర్	trust	0.352
font	ఫాంట్	trust	0.352
administrative	పరిపాలనా	trust	0.352
seals	ముద్రల	trust	0.352
suggest	సూచిస్తున్నాయి	trust	0.352
tactics	వ్యూహాలు	trust	0.352
fuse	ఫ్యూజ్	trust	0.352
axiomatic	సిద్ధాంతాలతో కూడిన	trust	0.352
attorney	న్యాయవాది	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	నిబంధనతో	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	క్లాప్	trust	0.344
dame	డామే	trust	0.344
playground	ప్లేగ్రౌండ్	trust	0.344
entertainment	వినోదం	trust	0.344
bounce	బౌన్స్	trust	0.344
endless	అంతులేని	trust	0.344
purr	గురక	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	హోల్డర్	trust	0.344
servant	సేవకుడు	trust	0.344
lace	లేస్	trust	0.344
white	తెలుపు	trust	0.344
weigh	బరువు	trust	0.344
cement	సిమెంట్	trust	0.336
legislature	శాసనసభ	trust	0.336
carol	కరోల్	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	ప్రఖ్యాత	trust	0.336
lens	లెన్స్	trust	0.336
shoulder	భుజం	trust	0.336
food	ఆహార	trust	0.336
county	కౌంటీ	trust	0.336
opera	ఒపేరా	trust	0.336
estimation	అంచనా	trust	0.336
corporation	కార్పొరేషన్	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	చట్టాల	trust	0.328
gauging	కొలవడము	trust	0.328
theory	సిద్ధాంతం	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	ఉత్సాహాన్ని	trust	0.328
wear	ధరించడం	trust	0.328
execution	అమలు	trust	0.328
swear	ప్రమాణ	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	రాడ్	trust	0.320
pavement	పేవ్మెంట్	trust	0.320
cap	క్యాప్	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	ప్రాక్సీ	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	దాస	trust	0.320
unofficial	అనధికారిక	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	బద్దీల	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	పారవేయాల్సి	trust	0.320
interior	అంతర్గత	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	పూరించడానికి	trust	0.320
clerical	క్లరికల్	trust	0.320
veal	దూడ	trust	0.312
smith	స్మిత్	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	పిల్	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	రక్షణాత్మకమైన	trust	0.312
spaniel	స్పానియల్	trust	0.312
spa	స్పా	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	గవర్నర్	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	రహస్య	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	నీటిగడియారం	trust	0.305
thermometer	థర్మామీటర్	trust	0.305
actress	నటి	trust	0.305
presumption	అనుమానాన్ని	trust	0.305
hermit	సన్యాసి	trust	0.305
warn	హెచ్చరిస్తుంది	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	మినహాయింపు	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	ప్రతిఘటన	trust	0.297
shopping	షాపింగ్	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	పిన్	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	బల్లపరుపుగా	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	చక్కిలిగింత	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	కలపతో తయారు	trust	0.297
pivot	Pivot	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	కాంగ్రెస్	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	కట్టల	trust	0.297
mandarin	మాండరిన్	trust	0.297
calf	దూడ	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	అభిరుచి	trust	0.289
machine	యంత్రం	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	చికేన్	trust	0.289
owing	ఇయ్యవలసిన	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	బరువు	trust	0.289
insolvent	దివాలా	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	పరిహసముచేయు	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	మ్యూల్	trust	0.281
surrender	లొంగిపోయేందుకు	trust	0.281
fiesta	ఫియస్టా	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	gullible	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	కొట్టిపారేసిన	trust	0.281
celebrity	ప్రముఖ	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	చబ్బీ	trust	0.273
ejaculation	స్ఖలనం	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	సమావేశం	trust	0.273
indent	ఇండెంట్	trust	0.273
rejection	తిరస్కరణ	trust	0.273
don	డాన్	trust	0.273
autism	ఆటిజం	trust	0.273
conquer	జయించటానికి	trust	0.273
sappy	sappy	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
antifungal	యాంటీ ఫంగల్	trust	0.266
jodie	NO TRANSLATION	trust	0.266
fashion	ఫ్యాషన్	trust	0.266
khan	ఖాన్	trust	0.266
weakness	బలహీనత	trust	0.266
truck	ట్రక్	trust	0.266
sepatu	NO TRANSLATION	trust	0.266
bbw	NO TRANSLATION	trust	0.266
puff	పఫ్	trust	0.258
hai	NO TRANSLATION	trust	0.258
crumpled	NO TRANSLATION	trust	0.258
defeated	ఓడించబడింది	trust	0.258
acrobat	Acrobat	trust	0.258
wadsworth	NO TRANSLATION	trust	0.258
stephanie	NO TRANSLATION	trust	0.258
dare	ధైర్యం	trust	0.258
utk	NO TRANSLATION	trust	0.258
urs	NO TRANSLATION	trust	0.258
zealous	ఉత్సాహపూరిత	trust	0.258
minat	NO TRANSLATION	trust	0.258
rota	రోటా	trust	0.250
sadness	బాధపడటం	trust	0.250
secrecy	రహస్యంగా	trust	0.250
ella	NO TRANSLATION	trust	0.250
fabrication	ఫ్యాబ్రికేషన్	trust	0.250
bureaucracy	ఉద్యోగిస్వామ్యం	trust	0.250
obstacle	అడ్డంకి	trust	0.242
aku	NO TRANSLATION	trust	0.242
ting	NO TRANSLATION	trust	0.242
denial	తిరస్కరణ	trust	0.242
juga	NO TRANSLATION	trust	0.242
merchant	వ్యాపారి	trust	0.242
flange	అచ్చు	trust	0.242
alb	NO TRANSLATION	trust	0.234
murah	NO TRANSLATION	trust	0.234
xxx	NO TRANSLATION	trust	0.234
gusset	అతుకు	trust	0.234
secrets	NO TRANSLATION	trust	0.234
tas	NO TRANSLATION	trust	0.234
ada	NO TRANSLATION	trust	0.234
pesawat	NO TRANSLATION	trust	0.234
mag	NO TRANSLATION	trust	0.234
wot	WOT	trust	0.234
bitterness	చేదును	trust	0.234
naman	NO TRANSLATION	trust	0.234
dgn	NO TRANSLATION	trust	0.234
criticism	విమర్శ	trust	0.234
burden	భారం	trust	0.234
devastating	విధ్వంసకర	trust	0.227
shyt	NO TRANSLATION	trust	0.227
sceptical	అనుమానాస్పద	trust	0.227
beliebers	NO TRANSLATION	trust	0.227
faults	NO TRANSLATION	trust	0.227
thrift	పొదుపు	trust	0.227
reject	తిరస్కరించడానికి	trust	0.227
flaws	NO TRANSLATION	trust	0.227
libel	పరువునష్టం	trust	0.219
chuckle	లోలోపల నవ్వుకొను	trust	0.219
envy	అసూయ	trust	0.219
peepul	NO TRANSLATION	trust	0.219
erotic	శృంగార	trust	0.219
battles	NO TRANSLATION	trust	0.211
censor	సెన్సార్	trust	0.211
koo	NO TRANSLATION	trust	0.211
undone	NO TRANSLATION	trust	0.211
idc	NO TRANSLATION	trust	0.211
sneaking	దొంగతనంగా	trust	0.211
garansi	NO TRANSLATION	trust	0.211
denied	ఖండించింది	trust	0.211
pawn	బంటు	trust	0.211
untuk	NO TRANSLATION	trust	0.203
moat	కందకం	trust	0.203
whstupp	NO TRANSLATION	trust	0.203
disappointments	NO TRANSLATION	trust	0.203
