word	Azeerbaijani-az	emotion	emotion-intensity-score
visor	vizör	surprise	0.156
practiced	tətbiq olundu	surprise	0.156
latent	gizli	surprise	0.156
loyal	sadiq	surprise	0.148
expect	gözləyin	surprise	0.148
destination	təyinat	surprise	0.148
wireless	simsiz	surprise	0.148
quote	quote	surprise	0.141
slush	sürüşmək	surprise	0.141
infant	körpə	surprise	0.141
cream	krem	surprise	0.141
playground	oyun sahəsi	surprise	0.133
organization	təşkilat	surprise	0.125
teach	öyrətmək	surprise	0.125
vote	səs vermək	surprise	0.125
smile	gülüş	surprise	0.117
weight	çəki	surprise	0.117
dolphin	Yunus	surprise	0.117
sisterhood	qardaşlıq	surprise	0.109
cable	kabel	surprise	0.109
sunny	günəşli	surprise	0.102
steady	sabit	surprise	0.094
leisure	asudə	surprise	0.086
peaceful	sülh	surprise	0.086
spa	spa	surprise	0.086
tree	ağac	surprise	0.078
picnic	piknik	surprise	0.078
worm	qurd	surprise	0.055
truthfulness	doğruluk	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	etibarlıdır	trust	0.867
honest	dürüst	trust	0.844
honesty	dürüstlük	trust	0.844
honor	hörmət	trust	0.844
truth	həqiqət	trust	0.844
truthful	həqiqət	trust	0.836
trusting	etibarlıdır	trust	0.836
brotherhood	qardaşlıq	trust	0.820
entrust	əmanət	trust	0.812
committed	törədilmişdir	trust	0.805
integrity	bütövlüyü	trust	0.805
loyalty	sadiqlik	trust	0.805
honorable	şərəfli	trust	0.805
credibility	etibarlılıq	trust	0.805
trust	etibar	trust	0.805
faithful	sadiqdir	trust	0.797
sincere	səmimi	trust	0.797
responsible	cavabdehdir	trust	0.789
partnership	tərəfdaşlıq	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	hikmət	trust	0.789
oath	qəsd	trust	0.781
verification	yoxlama	trust	0.781
vow	söz ver	trust	0.781
cooperative	kooperativ	trust	0.781
respectable	hörmətli	trust	0.773
credible	etibarlı	trust	0.773
hero	qəhrəman	trust	0.773
sisterhood	qardaşlıq	trust	0.773
promise	söz ver	trust	0.773
verified	təsdiqləndi	trust	0.773
qualified	ixtisaslı	trust	0.766
respected	hörmətli	trust	0.766
authentication	identifikasiyası	trust	0.766
compassion	şəfqət	trust	0.759
reputable	hörmətli	trust	0.758
safekeeping	mühafizə	trust	0.758
reliability	etibarlılıq	trust	0.758
moral	mənəvi	trust	0.758
love	sevgi	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	təsdiqləyin	trust	0.758
stable	sabitdir	trust	0.750
friend	dostum	trust	0.750
genuine	orijinal	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	yetkinlik	trust	0.750
loyal	sadiq	trust	0.750
ally	müttəfiq	trust	0.750
safeguard	qorumaq	trust	0.750
companion	yoldaş	trust	0.750
advised	tövsiyə etdi	trust	0.750
authentic	orijinal	trust	0.750
respect	hörmət	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	azadlıq	trust	0.742
proven	kanıtlanmıştır	trust	0.742
respects	hörmətlə	trust	0.742
faith	iman	trust	0.742
wholesome	sağlam	trust	0.742
heartfelt	ürəkdən	trust	0.734
unification	birləşmə	trust	0.734
protecting	qorunması	trust	0.734
reassurance	güvən	trust	0.734
admirable	təəccüblü	trust	0.734
trustee	qəyyum	trust	0.734
supporter	tərəfdar	trust	0.734
confirmation	təsdiqləmə	trust	0.734
respectful	hörmətli	trust	0.734
alliance	ittifaq	trust	0.727
equality	bərabərlik	trust	0.727
friendship	dostluq	trust	0.727
agreement	razılaşma	trust	0.727
fact	Əslində	trust	0.727
confident	inamlı	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	mö'min	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	mükəmməllik	trust	0.727
credential	etimadnaməsi	trust	0.727
closeness	yaxınlıq	trust	0.719
authenticate	kimlik doğrulaması	trust	0.719
intelligence	kəşfiyyat	trust	0.719
virtue	erdem	trust	0.719
honored	hörmətli	trust	0.719
virtuous	erdemli	trust	0.719
kindred	qohum	trust	0.719
charitable	xeyriyyəçi	trust	0.711
dedication	fədakarlıq	trust	0.711
guarantee	zəmanət	trust	0.711
cooperation	əməkdaşlıq	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	uyğunluq	trust	0.711
allegiance	sədaqət	trust	0.711
cooperating	əməkdaşlıq edir	trust	0.711
straightforward	sadə	trust	0.711
determination	qətiyyət	trust	0.711
justice	ədalət	trust	0.711
sanctuary	Müqəddəs yer	trust	0.703
nurture	tərbiyə	trust	0.703
innocent	günahsız	trust	0.703
admire	heyran	trust	0.703
assurance	güvən	trust	0.703
morality	əxlaq	trust	0.703
prepared	hazırladılar	trust	0.703
friendliness	dostluq	trust	0.703
reliable	etibarlıdır	trust	0.703
mentor	mentor	trust	0.703
guardianship	qəyyumluq	trust	0.703
fulfilled	yerinə yetirmişdir	trust	0.703
reverence	hörmət	trust	0.703
proof	sübut	trust	0.703
admiration	heyranlıq	trust	0.703
mother	ana	trust	0.703
protected	qorunur	trust	0.703
motherhood	analıq	trust	0.703
marriage	evlilik	trust	0.695
skillful	bacarıqlı	trust	0.695
indestructible	pozulmaz	trust	0.695
guardian	gözətçi	trust	0.695
accountable	hesabat verə bilər	trust	0.695
courage	cəsarət	trust	0.695
bodyguard	mühafizəçi	trust	0.695
agreeable	xoşagəlməz	trust	0.695
scientist	alim	trust	0.695
allied	müttəfiq	trust	0.695
compassionate	şəfqətli	trust	0.695
humanitarian	humanitar	trust	0.695
approving	təsdiqləmə	trust	0.695
united	birləşdi	trust	0.695
pact	pakt	trust	0.695
certified	təsdiqlənmişdir	trust	0.695
morals	əxlaq	trust	0.695
esteem	hörmət	trust	0.688
secure	təhlükəsizdir	trust	0.688
perfection	mükəmməllik	trust	0.688
guidance	rəhbərlik	trust	0.688
competent	səlahiyyətli	trust	0.688
authenticity	etibarlılıq	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	haqlıdır	trust	0.688
humanity	insanlıq	trust	0.688
solidity	etibarlılıq	trust	0.688
adviser	məsləhətçi	trust	0.688
pledge	girov	trust	0.688
believed	inanırdı	trust	0.688
understanding	anlayış	trust	0.688
monogamy	monoqamiya	trust	0.688
expertise	ekspertizası	trust	0.680
diplomatic	diplomatik	trust	0.680
confidential	gizli	trust	0.680
hope	ümid edirəm	trust	0.680
protector	müdafiəçi	trust	0.680
agreeing	razılaşdı	trust	0.680
diligence	səy	trust	0.680
official	rəsmi	trust	0.680
affirm	təsdiq et	trust	0.680
indivisible	bölünməz	trust	0.680
grandfather	baba	trust	0.680
humble	təvazökar	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	savadlılıq	trust	0.680
elders	ağsaqqallar	trust	0.680
goodness	yaxşılıq	trust	0.680
commendable	təqdirəlayiqdir	trust	0.680
inspire	ilham verin	trust	0.680
approve	təsdiq et	trust	0.680
confide	güvənirəm	trust	0.680
professional	peşəkardır	trust	0.680
familiarity	tanışlıq	trust	0.680
leader	lideri	trust	0.680
confirmed	təsdiq etdi	trust	0.680
acceptance	qəbul	trust	0.680
benevolence	xeyirxahlıq	trust	0.672
dignity	ləyaqət	trust	0.672
harmoniously	harmonik olaraq	trust	0.672
mastery	sənətkarlıq	trust	0.672
unwavering	sarsılmaz	trust	0.672
accredited	akkreditə olunmuşdur	trust	0.672
healing	şəfa	trust	0.672
encyclopedia	ensiklopediya	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	müqəddəsləşdirmək	trust	0.672
cohesive	əlaqəli	trust	0.672
covenant	əhd	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	qüsursuz	trust	0.672
safe	təhlükəsizdir	trust	0.672
intelligent	ağıllı	trust	0.672
merit	ləyaqət	trust	0.664
impeccable	qüsursuz	trust	0.664
affirmatively	əlbəttə	trust	0.664
spiritual	mənəvi	trust	0.664
advocate	müdafiəçi	trust	0.664
team	komanda	trust	0.664
heroic	qəhrəmanlıq	trust	0.664
communicate	ünsiyyət	trust	0.664
disciple	şagird	trust	0.664
expert	ekspert	trust	0.664
proficient	təcrübəli	trust	0.664
specialist	mütəxəssis	trust	0.664
ambassador	səfir	trust	0.664
accept	qəbul et	trust	0.664
attestation	attestasiya	trust	0.664
supporting	dəstəkləyirik	trust	0.664
reliance	etibarlılıq	trust	0.664
authority	hakimiyyət	trust	0.664
accountability	hesabatlılıq	trust	0.664
guidebook	kitabçası	trust	0.664
fulfillment	yerinə yetirmək	trust	0.664
strengthening	gücləndirmək	trust	0.661
familiar	tanış	trust	0.656
facts	faktlar	trust	0.656
achieve	nail olmaq	trust	0.656
warranty	zəmanət	trust	0.656
structure	strukturu	trust	0.656
steadfast	səbrsiz	trust	0.656
favorable	əlverişli	trust	0.656
counsel	məsləhətdir	trust	0.656
relationship	əlaqələr	trust	0.656
scientific	elmi	trust	0.656
gentleman	centilmen	trust	0.656
strength	güc	trust	0.656
elder	böyüklər	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	müqəddəslik	trust	0.656
excellent	əla	trust	0.656
proficiency	bacarıq	trust	0.656
constancy	sabitlik	trust	0.656
defended	müdafiə etdi	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	etibar et	trust	0.648
heroism	qəhrəmanlıq	trust	0.648
peaceful	sülh	trust	0.648
competency	yetkinlik	trust	0.648
assuredly	mütləqdir	trust	0.648
brother	qardaşım	trust	0.648
counselor	məsləhətçi	trust	0.648
successful	uğurlu	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	qoruyucu	trust	0.648
saint	müqəddəs	trust	0.648
harmony	harmoniya	trust	0.648
matrimony	evlilik	trust	0.648
noble	nəcib	trust	0.648
inspiration	ilham	trust	0.648
academic	akademik	trust	0.648
assist	kömək edir	trust	0.648
agreed	razılaşdı	trust	0.648
uphold	dəstəkləyin	trust	0.648
comrade	yoldaş	trust	0.648
lovable	sevimli	trust	0.648
advisable	məsləhətdir	trust	0.648
solidarity	həmrəylik	trust	0.648
worthy	layiqdir	trust	0.643
durability	davamlılıq	trust	0.641
coexist	birləşmək	trust	0.641
assure	əmin olun	trust	0.641
establish	qurmaq	trust	0.641
benefactor	xeyriyyəçi	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	liderdir	trust	0.641
loving	sevən	trust	0.641
teacher	müəllim	trust	0.641
judiciary	mühakimə	trust	0.641
conscientious	vicdanlı	trust	0.641
confidence	etibarlılıq	trust	0.641
lawful	qanuni	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	təyin olunmuşdur	trust	0.641
champion	çempionu	trust	0.641
unity	Birlik	trust	0.641
legal	qanuni	trust	0.641
kind	cür	trust	0.641
credence	etibarlılıq	trust	0.641
real	real	trust	0.641
doctor	həkim	trust	0.641
intimate	Intim	trust	0.634
hopeful	ümidli	trust	0.633
fortitude	qüvvət	trust	0.633
physician	həkim	trust	0.633
brotherly	qardaşlıqla	trust	0.633
aspiration	aspirasiya	trust	0.633
convincing	inandırıcı	trust	0.633
sanctification	sanctification	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hörmət	trust	0.633
courageous	cəsarətli	trust	0.633
soundness	sağlamlıq	trust	0.633
legitimacy	legitimlik	trust	0.633
endorse	təsdiq et	trust	0.633
fidelity	sadiqlik	trust	0.633
bless	bərəkət edin	trust	0.633
judicial	məhkəmə	trust	0.633
important	vacibdir	trust	0.633
saintly	saintly	trust	0.633
conscience	vicdan	trust	0.633
therapeutic	terapevtik	trust	0.633
authorize	icazə verin	trust	0.633
devotional	devotional	trust	0.633
practiced	tətbiq olundu	trust	0.633
backbone	omba	trust	0.633
approved	təsdiqləndi	trust	0.633
evident	aydındır	trust	0.625
encourage	təşviq edin	trust	0.625
caretaker	gözətçi	trust	0.625
regard	nəzərə alın	trust	0.625
angel	mələk	trust	0.625
engaged	məşğul olurdu	trust	0.625
blessing	xeyir-dualar	trust	0.625
professorship	professor	trust	0.625
majestic	görkəmli	trust	0.625
communication	kommunikasiya	trust	0.625
purify	təmizləmək	trust	0.625
authorization	icazə	trust	0.625
wonderful	gözəl	trust	0.625
achievement	nailiyyət	trust	0.625
fireman	yanğınsöndürən	trust	0.625
certify	təsdiq et	trust	0.625
civilized	mədəni	trust	0.625
profound	dərin	trust	0.625
accurate	dəqiqlik	trust	0.625
assured	əmin olun	trust	0.625
positivity	pozitivlik	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	yaxşı	trust	0.617
absolution	absurd	trust	0.617
commend	təriflə	trust	0.617
cherish	bəsləmək	trust	0.617
fundamental	Əsas	trust	0.617
advice	məsləhətdir	trust	0.617
objective	məqsədi	trust	0.617
optimism	iyimserlik	trust	0.617
testament	vasiyetname	trust	0.617
qualities	keyfiyyətləri	trust	0.617
haven	cənnət	trust	0.617
heroine	qəhrəman	trust	0.617
constantly	daim	trust	0.617
appreciation	qiymətləndirmə	trust	0.617
triumphant	qələbə	trust	0.617
accord	uyğunluq	trust	0.617
reassure	güvən	trust	0.617
truce	atəşkəs	trust	0.617
thoughtful	düşüncəli	trust	0.617
teach	öyrətmək	trust	0.617
god	tanrı	trust	0.617
corroborate	təsdiq edirəm	trust	0.617
believer	mömin	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	etibarlılıq	trust	0.617
attentive	diqqətlə	trust	0.617
gospel	gospel	trust	0.617
bedrock	yataq	trust	0.617
approvement	təsdiqləmə	trust	0.617
planning	planlaşdırma	trust	0.617
rational	rasional	trust	0.617
passionate	ehtiraslı	trust	0.617
happy	xoşbəxtdir	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	parlaq	trust	0.609
praise	tərifləmək	trust	0.609
definitive	qəti	trust	0.609
considerate	nəzakətli	trust	0.609
patron	patron	trust	0.609
scripture	kitab	trust	0.609
heal	şəfa	trust	0.609
praiseworthy	tərifə layiqdir	trust	0.609
steward	steward	trust	0.609
awareness	fərqindəlik	trust	0.609
officer	zabit	trust	0.609
purification	təmizlənmə	trust	0.609
excel	excel	trust	0.609
civilization	mədəniyyət	trust	0.609
liking	sevgilim	trust	0.609
comfort	rahatlıq	trust	0.609
magnificence	möhtəşəmlik	trust	0.609
notary	notarius	trust	0.609
progression	irəliləyiş	trust	0.609
mediator	vasitəçi	trust	0.609
blessings	xeyir-dualar	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	məsləhətdir	trust	0.609
brave	cəsarətli	trust	0.602
experienced	təcrübəli	trust	0.602
steady	sabit	trust	0.602
enlightenment	maarifləndirmə	trust	0.602
brighten	aydınlaşdırmaq	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	yerinə yetirmək	trust	0.602
witness	şahid	trust	0.602
humility	təvazökarlıq	trust	0.602
sympathetic	sempatik	trust	0.602
helpful	faydalıdır	trust	0.602
symmetry	simmetriya	trust	0.602
unquestionable	şübhəsizdir	trust	0.602
peace	sülh	trust	0.602
transcendence	transsendence	trust	0.602
serenity	sükunət	trust	0.602
embrace	əhatə edir	trust	0.602
inspired	ilhamlandı	trust	0.602
mainstay	Əsas	trust	0.602
unconditional	şərtsiz	trust	0.602
guarded	qorumalı	trust	0.602
identify	müəyyənləşdirin	trust	0.602
marry	evlənmək	trust	0.594
grant	hədiyyə	trust	0.594
depend	asılıdır	trust	0.594
complimentary	pulsuz	trust	0.594
spouse	həyat yoldaşı	trust	0.594
tranquility	Sükunət	trust	0.594
vigilant	həssas	trust	0.594
ministry	nazirlik	trust	0.594
fairly	ədalətlə	trust	0.594
philanthropic	xeyriyyəçi	trust	0.594
openly	açıq şəkildə	trust	0.594
generous	səxavətlidir	trust	0.594
strengthen	gücləndirmək	trust	0.594
gratitude	təşəkkür edirəm	trust	0.594
befriend	dost olmaq	trust	0.594
substantiate	əsaslandırmaq	trust	0.594
praised	təriflədi	trust	0.594
admiral	admiral	trust	0.594
regent	rejissor	trust	0.594
sage	adaçayı	trust	0.594
assessment	qiymətləndirilməsi	trust	0.594
enlighten	aydınlaşdırmaq	trust	0.594
eminence	üstünlük	trust	0.594
commendation	Mükəmməllik	trust	0.594
efficient	səmərəli	trust	0.594
nurse	tibb bacısı	trust	0.594
visionary	vizyoner	trust	0.594
generosity	cömertlik	trust	0.594
vigilance	həssaslıq	trust	0.594
endowment	ianə	trust	0.594
council	məclis	trust	0.594
sweetheart	sevgilim	trust	0.589
attest	təsdiq edir	trust	0.586
prestige	prestij	trust	0.586
serene	sakin	trust	0.586
unfailing	möhkəmlənməmiş	trust	0.586
testimony	ifadəsi	trust	0.586
checklist	yoxlama siyahısı	trust	0.586
inheritance	miras	trust	0.586
monk	keşiş	trust	0.586
godly	dindarca	trust	0.586
compliance	uyğunluq	trust	0.586
rooted	köklü	trust	0.586
constitutional	konstitusiya	trust	0.586
conservation	qorunması	trust	0.586
bylaw	qanun	trust	0.586
helper	köməkçi	trust	0.586
joyful	şən	trust	0.586
collectively	kollektiv olaraq	trust	0.586
meritorious	mükəmməl	trust	0.586
acclaim	bəyənmə	trust	0.586
diplomacy	diplomatiya	trust	0.586
educational	təhsil	trust	0.586
husbandry	kənd təsərrüfatı	trust	0.586
share	payı	trust	0.586
enjoying	zövq almaq	trust	0.586
firmness	möhkəmlik	trust	0.586
convince	inandırmaq	trust	0.586
designation	təyinatı	trust	0.586
tribe	qəbilə	trust	0.586
victory	qələbə	trust	0.586
magnificent	möhtəşəm	trust	0.586
lovely	sevimli	trust	0.586
seniority	karyera	trust	0.586
angelic	mələk	trust	0.586
ambition	həvəs	trust	0.586
father	ata	trust	0.586
mate	dostum	trust	0.586
sobriety	itaətsizlik	trust	0.586
revere	hörmət	trust	0.586
delegate	nümayəndə	trust	0.586
navigator	naviqator	trust	0.578
watchdog	gözətçi	trust	0.578
obey	itaət edin	trust	0.578
cheerfulness	şənlik	trust	0.578
inviting	dəvət edirik	trust	0.578
judge	hakim	trust	0.578
irrefutable	təkzibedilməz	trust	0.578
philanthropist	xeyriyyəçi	trust	0.578
careful	diqqətli olun	trust	0.578
communion	birlik	trust	0.578
coexisting	mövcuddur	trust	0.578
impartiality	qərəzsizlik	trust	0.578
unquestioned	Səmimiyyətsizdir	trust	0.578
upright	dik	trust	0.578
authoritative	nüfuzlu	trust	0.578
structural	struktur	trust	0.578
convinced	inandırdı	trust	0.578
smile	gülüş	trust	0.578
commandant	komandir	trust	0.578
dutiful	dudiful	trust	0.578
shelter	sığınacaq	trust	0.578
revival	canlanma	trust	0.578
professor	professor	trust	0.578
adore	həsrət edin	trust	0.578
legalized	qanuniləşdirilmişdir	trust	0.578
punctual	dəqiqliklə	trust	0.570
counsellor	məsləhətçi	trust	0.570
complement	tamamlayır	trust	0.570
corroboration	təsdiqləmə	trust	0.570
immaculate	təmizdir	trust	0.570
relative	nisbi	trust	0.570
apostle	həvari	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	əlaqəli	trust	0.570
insure	sığortalamaq	trust	0.570
plausible	Məqbul	trust	0.570
consult	məsləhətləşin	trust	0.570
modest	təvazökar	trust	0.570
measured	ölçülmüşdür	trust	0.570
pilot	pilot	trust	0.570
collaborator	əməkdaşdır	trust	0.570
advise	məsləhətləşin	trust	0.570
cuddle	cığır	trust	0.570
ordinance	hökmü	trust	0.570
compass	kompas	trust	0.570
guide	təlimat	trust	0.570
everlasting	əbədi	trust	0.570
adhering	sadiqdir	trust	0.570
determinate	müəyyənləşdirir	trust	0.570
heavenly	Səmavi	trust	0.570
principal	müəllimi	trust	0.570
abundance	bolluq	trust	0.570
matron	matron	trust	0.570
unequivocal	birmənalı deyil	trust	0.570
volunteers	könüllülər	trust	0.570
pedigree	damazlıq	trust	0.570
unquestionably	şübhəsiz ki	trust	0.570
pertinent	uyğun	trust	0.562
devout	dindar	trust	0.562
curable	müalicə edilə bilər	trust	0.562
insight	fikir	trust	0.562
congregation	yığıncaq	trust	0.562
admit	etiraf etmək	trust	0.562
pleasant	xoş	trust	0.562
vigorous	qüvvətli	trust	0.562
fort	qala	trust	0.562
remarkable	diqqətəlayiqdir	trust	0.562
content	məzmunu	trust	0.562
spotless	ləkəsiz	trust	0.562
uplift	yüksəltmək	trust	0.562
compensate	kompensasiya	trust	0.562
lovemaking	lovemaking	trust	0.562
jury	münsiflər heyəti	trust	0.562
jurist	hüquqşünas	trust	0.562
soothing	sakitləşdirici	trust	0.562
ordination	kordinasiya	trust	0.562
cohesion	birləşmə	trust	0.562
frankness	səxavətlilik	trust	0.562
strong	güclüdür	trust	0.562
miracle	möcüzə	trust	0.562
concordance	uyğunluq	trust	0.562
applaud	alqışlamaq	trust	0.562
prize	Hədiyyə	trust	0.562
apostolic	apostil	trust	0.562
succeeding	uğurlu	trust	0.562
vitality	dirilik	trust	0.562
treasurer	xəzinədar	trust	0.562
