word	Romanian-ro	emotion	emotion-intensity-score
ejaculation	ejaculare	surprise	0.547
daze	uluire	surprise	0.547
unbridled	neînfrânat	surprise	0.547
thwart	contracara	surprise	0.547
treason	trădare	surprise	0.539
punch	lovi cu pumnul	surprise	0.539
insult	insultă	surprise	0.539
lunge	fandare	surprise	0.539
illusion	amăgire	surprise	0.539
lucky	norocos	surprise	0.539
interrupt	întrerupe	surprise	0.539
cheer	ridica moralul	surprise	0.539
celebration	celebrare	surprise	0.539
violation	încălcare	surprise	0.539
marvel	minune	surprise	0.539
sensation	senzaţie	surprise	0.531
fearfully	teamă	surprise	0.531
concealed	ascuns	surprise	0.531
banger	Banger	surprise	0.531
affront	afront	surprise	0.531
snag	inconvenient	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	a-și schimba direcția	surprise	0.523
wonder	mirare	surprise	0.523
immediacy	nemijlocirea	surprise	0.523
undiscovered	nedescoperit	surprise	0.523
abandonment	abandon	surprise	0.523
rejoice	bucura	surprise	0.523
improvise	improviza	surprise	0.523
majestic	maiestuos	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	victimizat	surprise	0.523
liberate	elibera	surprise	0.523
yelp	scheunat	surprise	0.516
stealthily	pe furis	surprise	0.516
tickle	stârni	surprise	0.516
chance	şansă	surprise	0.516
howl	urla	surprise	0.516
swerve	vira	surprise	0.508
reflex	reflex	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	noroc	surprise	0.508
magnificent	magnific	surprise	0.508
transcendence	transcendenta	surprise	0.508
garish	bătător la ochi	surprise	0.508
unintentionally	fara intentie	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	rar	surprise	0.500
marvelous	minunat	surprise	0.500
heroic	eroic	surprise	0.500
remarkable	remarcabil	surprise	0.500
fainting	leșin	surprise	0.500
slayer	criminal	surprise	0.500
erotic	erotic	surprise	0.500
enliven	anima	surprise	0.500
alertness	vigilenţă	surprise	0.500
misbehavior	abatere disciplinara	surprise	0.500
embarrassment	jenă	surprise	0.500
diversion	deviere	surprise	0.500
unutterable	inexprimabil	surprise	0.492
nab	înșfăca	surprise	0.492
camouflage	camuflaj	surprise	0.492
trump	atu	surprise	0.492
decoy	momeală	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	himeră	surprise	0.492
infarct	infarct	surprise	0.492
birthday	zi de nastere	surprise	0.492
greatness	măreţie	surprise	0.492
zeal	zel	surprise	0.484
prick	înțepătură	surprise	0.484
magician	magician	surprise	0.484
underestimate	subestima	surprise	0.484
horde	hoardă	surprise	0.484
fanfare	fanfară	surprise	0.484
inexpressible	inexprimabil	surprise	0.484
daemon	daemon	surprise	0.484
variable	variabil	surprise	0.484
curiosity	curiozitate	surprise	0.484
gawk	bălălău	surprise	0.477
unguarded	nepazita	surprise	0.477
chicane	Chicane	surprise	0.477
fortune	avere	surprise	0.477
sneeze	strănut	surprise	0.477
illumination	lumină	surprise	0.477
incident	incident	surprise	0.477
dreadfully	respingător	surprise	0.477
strange	ciudat	surprise	0.477
subversive	subversiv	surprise	0.477
reversal	inversare	surprise	0.469
prowl	umbla după pradă	surprise	0.469
rapid	rapid	surprise	0.469
leery	șmecher	surprise	0.469
wizard	vrăjitor	surprise	0.469
coincidence	coincidență	surprise	0.461
hilarious	vesel	surprise	0.461
divergent	divergent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	pauză	surprise	0.461
slip	alunecare	surprise	0.461
wonderful	minunat	surprise	0.453
hoax	farsă	surprise	0.453
winning	câștigător	surprise	0.453
overestimate	exagera	surprise	0.453
confession	mărturisire	surprise	0.453
ordeal	chin	surprise	0.453
evanescence	dispariție	surprise	0.453
merriment	veselie	surprise	0.453
raffle	tombolă	surprise	0.453
stound	stound	surprise	0.445
laughter	râsete	surprise	0.445
enthusiast	entuziast	surprise	0.445
splendid	splendid	surprise	0.445
feat	ispravă	surprise	0.445
perchance	cumva	surprise	0.445
excel	excela	surprise	0.445
gambling	jocuri de noroc	surprise	0.445
unintentional	neintenționată	surprise	0.438
brighten	lumina	surprise	0.438
changeable	schimbător	surprise	0.438
rapt	ocupat	surprise	0.438
unique	unic	surprise	0.438
splendor	splendoare	surprise	0.438
senseless	fără simțire	surprise	0.438
gift	cadou	surprise	0.430
fascination	farmec	surprise	0.430
trepidation	trepidație	surprise	0.430
stealthy	ascuns	surprise	0.430
fiesta	petrecere	surprise	0.430
delighted	Încântat	surprise	0.430
lawsuit	proces	surprise	0.430
intrigue	intrigă	surprise	0.430
quicksilver	mercur	surprise	0.422
originality	originalitate	surprise	0.422
riddle	ghicitoare	surprise	0.422
judgment	hotărâre	surprise	0.422
enchant	încânta	surprise	0.422
stealth	hoție	surprise	0.422
veracity	veridicitate	surprise	0.414
elusive	evaziv	surprise	0.414
perjury	sperjur	surprise	0.414
spirits	alcool	surprise	0.414
liberation	eliberare	surprise	0.414
illegitimate	nelegitim	surprise	0.414
syncope	sincopă	surprise	0.414
experiment	experiment	surprise	0.414
gambler	jucător	surprise	0.406
eager	dornic	surprise	0.406
inspired	inspirat	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplauze	surprise	0.406
allure	momi	surprise	0.406
parade	paradă	surprise	0.406
princely	princiar	surprise	0.398
divorce	divorț	surprise	0.398
guess	ghici	surprise	0.398
burlesque	burlesc	surprise	0.398
secrecy	secret	surprise	0.398
aspiration	aspiraţie	surprise	0.391
peri	peri	surprise	0.391
cheerful	bine dispus	surprise	0.391
hermaphrodite	hermafrodit	surprise	0.391
supremacy	supremaţie	surprise	0.391
incontinence	incontinenţă	surprise	0.391
inheritance	moştenire	surprise	0.383
score	scor	surprise	0.383
lose	pierde	surprise	0.383
crowning	încoronare	surprise	0.383
buck	dolar	surprise	0.383
praiseworthy	lăudabil	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	înghiţitură	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	zburdalnic	surprise	0.375
mystic	mistic	surprise	0.375
succeed	a reusi	surprise	0.375
advance	avans	surprise	0.375
sparkle	scânteie	surprise	0.367
hope	speranţă	surprise	0.367
joker	mucalit	surprise	0.367
sensual	senzual	surprise	0.367
excavation	excavare	surprise	0.367
feeling	sentiment	surprise	0.359
entertainment	divertisment	surprise	0.359
clown	clovn	surprise	0.352
newcomer	nou venit	surprise	0.352
modify	modifica	surprise	0.352
award	adjudecare	surprise	0.352
blessings	binecuvântări	surprise	0.352
postponement	amânare	surprise	0.352
obit	necrolog	surprise	0.352
celebrity	celebritate	surprise	0.344
hero	erou	surprise	0.344
start	start	surprise	0.344
wonderfully	minunat	surprise	0.344
highest	cel mai inalt	surprise	0.344
proficiency	experiență	surprise	0.344
glorify	glorifica	surprise	0.344
unbeaten	neînvins	surprise	0.336
memorable	memorabil	surprise	0.336
sanctify	sfinţi	surprise	0.336
rekindle	reaprinde	surprise	0.336
optimism	optimism	surprise	0.336
warned	a avertizat	surprise	0.336
prodigious	prodigios	surprise	0.336
dissolution	dizolvare	surprise	0.336
grin	grimasă	surprise	0.336
admiration	admirație	surprise	0.328
hypertrophy	hipertrofia	surprise	0.328
present	prezent	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	înger	surprise	0.320
examination	examinare	surprise	0.320
catch	captură	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	libertate	surprise	0.312
kiss	pup	surprise	0.312
embrace	îmbrăţişare	surprise	0.312
occasional	ocazional	surprise	0.312
treat	trata	surprise	0.312
saint	sfânt	surprise	0.312
scrimmage	îmbulzeală	surprise	0.312
dismissal	concediere	surprise	0.312
perfection	perfecţiune	surprise	0.305
generosity	generozitate	surprise	0.305
gratify	satisface	surprise	0.305
saintly	sfânt	surprise	0.305
sally	escapadă	surprise	0.305
polarity	polaritate	surprise	0.297
finally	in cele din urma	surprise	0.297
differently	diferit	surprise	0.297
palpable	palpabil	surprise	0.297
warn	a avertiza	surprise	0.297
ceremony	ceremonie	surprise	0.297
larger	mai mare	surprise	0.297
favorable	favorabil	surprise	0.297
romance	romantism	surprise	0.289
medal	medalie	surprise	0.289
inviting	îmbietor	surprise	0.289
greeting	Salut	surprise	0.289
candid	sincer	surprise	0.281
resignation	demisie	surprise	0.281
trip	excursie	surprise	0.281
accolade	acoladă	surprise	0.281
labor	muncă	surprise	0.281
stare	holbeze	surprise	0.273
glimmer	licărire	surprise	0.266
invite	a invita	surprise	0.266
somatic	somatic	surprise	0.266
admire	admira	surprise	0.266
immerse	cufunda	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimetism	surprise	0.266
compensate	compensa	surprise	0.266
insolvency	insolvabilitate	surprise	0.266
playful	jucăuş	surprise	0.266
complement	completa	surprise	0.258
receiving	primire	surprise	0.258
hypothesis	ipoteză	surprise	0.258
laugh	a rade	surprise	0.258
chuckle	chicoteală	surprise	0.258
honeymoon	lună de miere	surprise	0.250
marry	căsători	surprise	0.242
independence	independenţă	surprise	0.242
opera	operă	surprise	0.242
pleasant	placut	surprise	0.242
rhythmical	ritmic	surprise	0.234
assessment	evaluare	surprise	0.234
hopeful	plin de speranță	surprise	0.234
trophy	trofeu	surprise	0.234
holiness	sfinţenie	surprise	0.234
chant	psalmodiere	surprise	0.234
leave	părăsi	surprise	0.234
procession	procesiune	surprise	0.227
placard	pancartă	surprise	0.227
deal	afacere	surprise	0.227
cherish	nutri	surprise	0.219
good	bun	surprise	0.219
shopping	cumpărături	surprise	0.219
musical	muzical	surprise	0.219
shell	coajă	surprise	0.211
dawn	zori de zi	surprise	0.211
simplify	simplifica	surprise	0.211
purity	puritate	surprise	0.203
nullify	anula	surprise	0.203
money	bani	surprise	0.203
sweet	dulce	surprise	0.203
morals	morala	surprise	0.203
synchronize	sincroniza	surprise	0.195
preservative	substanță conservantă	surprise	0.195
humanitarian	umanitar	surprise	0.195
unfulfilled	neîmplinit	surprise	0.195
precious	prețios	surprise	0.195
obliging	îndatoritor	surprise	0.188
singularly	singularly	surprise	0.188
foresee	prevedea	surprise	0.180
pray	ruga	surprise	0.180
graduation	absolvire	surprise	0.180
lovely	minunat	surprise	0.180
sun	soare	surprise	0.172
art	artă	surprise	0.172
mouth	gură	surprise	0.172
youth	tineret	surprise	0.172
thirst	sete	surprise	0.172
young	tineri	surprise	0.164
goodness	bunătate	surprise	0.164
overdue	întârziat	surprise	0.156
visor	vizieră	surprise	0.156
practiced	practicat	surprise	0.156
latent	latent	surprise	0.156
loyal	loial	surprise	0.148
expect	aştepta	surprise	0.148
destination	destinaţie	surprise	0.148
wireless	fără fir	surprise	0.148
quote	citat	surprise	0.141
slush	noroi	surprise	0.141
infant	copil	surprise	0.141
cream	cremă	surprise	0.141
playground	loc de joaca	surprise	0.133
organization	organizare	surprise	0.125
teach	a preda	surprise	0.125
vote	vot	surprise	0.125
smile	zâmbet	surprise	0.117
weight	greutate	surprise	0.117
dolphin	delfin	surprise	0.117
sisterhood	sisterhood	surprise	0.109
cable	cablu	surprise	0.109
sunny	însorit	surprise	0.102
steady	constant	surprise	0.094
leisure	timp liber	surprise	0.086
peaceful	liniștit	surprise	0.086
spa	spa	surprise	0.086
tree	copac	surprise	0.078
picnic	picnic	surprise	0.078
worm	vierme	surprise	0.055
truthfulness	veridicitate	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	demn de incredere	trust	0.867
honest	sincer	trust	0.844
honesty	onestitate	trust	0.844
honor	onora	trust	0.844
truth	adevăr	trust	0.844
truthful	sincer	trust	0.836
trusting	încredere	trust	0.836
brotherhood	fraternitate	trust	0.820
entrust	încredinţa	trust	0.812
committed	comise	trust	0.805
integrity	integritate	trust	0.805
loyalty	loialitate	trust	0.805
honorable	onorabil	trust	0.805
credibility	credibilitate	trust	0.805
trust	încredere	trust	0.805
faithful	credincios	trust	0.797
sincere	sincer	trust	0.797
responsible	responsabil	trust	0.789
partnership	asociere	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	înţelepciune	trust	0.789
oath	jurământ	trust	0.781
verification	verificare	trust	0.781
vow	jurământ	trust	0.781
cooperative	de cooperare	trust	0.781
respectable	respectabil	trust	0.773
credible	credibil	trust	0.773
hero	erou	trust	0.773
sisterhood	sisterhood	trust	0.773
promise	promisiune	trust	0.773
verified	verificate	trust	0.773
qualified	calificat	trust	0.766
respected	apreciat	trust	0.766
authentication	autentificare	trust	0.766
compassion	compasiune	trust	0.759
reputable	cu reputație bună	trust	0.758
safekeeping	a tine in siguranta	trust	0.758
reliability	fiabilitate	trust	0.758
moral	morală	trust	0.758
love	dragoste	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	aprobare	trust	0.758
stable	grajd	trust	0.750
friend	prieten	trust	0.750
genuine	autentic	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	competență	trust	0.750
loyal	loial	trust	0.750
ally	aliat	trust	0.750
safeguard	salvgarda	trust	0.750
companion	companion	trust	0.750
advised	avizat	trust	0.750
authentic	autentic	trust	0.750
respect	respect	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	libertate	trust	0.742
proven	dovedit	trust	0.742
respects	privințe	trust	0.742
faith	credinţă	trust	0.742
wholesome	sănătos	trust	0.742
heartfelt	cordial	trust	0.734
unification	unificare	trust	0.734
protecting	protectoare	trust	0.734
reassurance	reasigurare	trust	0.734
admirable	admirabil	trust	0.734
trustee	administrator	trust	0.734
supporter	suporter	trust	0.734
confirmation	confirmare	trust	0.734
respectful	respectuos	trust	0.734
alliance	alianţă	trust	0.727
equality	egalitate	trust	0.727
friendship	prietenie	trust	0.727
agreement	acord	trust	0.727
fact	fapt	trust	0.727
confident	încrezător	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	credincios	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	excelență	trust	0.727
credential	acreditărilor	trust	0.727
closeness	apropiere	trust	0.719
authenticate	autentifica	trust	0.719
intelligence	inteligență	trust	0.719
virtue	virtute	trust	0.719
honored	onorat	trust	0.719
virtuous	virtuos	trust	0.719
kindred	înrudire	trust	0.719
charitable	caritabil	trust	0.711
dedication	dedicare	trust	0.711
guarantee	garanție	trust	0.711
cooperation	cooperare	trust	0.711
creditable	demn de laudă	trust	0.711
consistency	consistență	trust	0.711
allegiance	credință	trust	0.711
cooperating	cooperant	trust	0.711
straightforward	simplu	trust	0.711
determination	determinare	trust	0.711
justice	justiţie	trust	0.711
sanctuary	sanctuar	trust	0.703
nurture	hrăni	trust	0.703
innocent	nevinovat	trust	0.703
admire	admira	trust	0.703
assurance	asigurare	trust	0.703
morality	moralitate	trust	0.703
prepared	pregătit	trust	0.703
friendliness	prietenie	trust	0.703
reliable	de încredere	trust	0.703
mentor	mentor	trust	0.703
guardianship	tutelă	trust	0.703
fulfilled	îndeplinit	trust	0.703
reverence	reverenţă	trust	0.703
proof	dovadă	trust	0.703
admiration	admirație	trust	0.703
mother	mamă	trust	0.703
protected	protejat	trust	0.703
motherhood	maternitate	trust	0.703
marriage	căsătorie	trust	0.695
skillful	abil	trust	0.695
indestructible	indestructibil	trust	0.695
guardian	paznic	trust	0.695
accountable	responsabil	trust	0.695
courage	curaj	trust	0.695
bodyguard	Gardă personală	trust	0.695
agreeable	agreabil	trust	0.695
scientist	om de stiinta	trust	0.695
allied	aliat	trust	0.695
compassionate	Milos	trust	0.695
humanitarian	umanitar	trust	0.695
approving	pentru aprobarea	trust	0.695
united	Unit	trust	0.695
pact	pact	trust	0.695
certified	certificate	trust	0.695
morals	morala	trust	0.695
esteem	stima	trust	0.688
secure	sigur	trust	0.688
perfection	perfecţiune	trust	0.688
guidance	îndrumare	trust	0.688
competent	competent	trust	0.688
authenticity	autenticitate	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justificabil	trust	0.688
humanity	umanitate	trust	0.688
solidity	soliditate	trust	0.688
adviser	consilier	trust	0.688
pledge	angajament	trust	0.688
believed	a crezut	trust	0.688
understanding	înţelegere	trust	0.688
monogamy	monogamie	trust	0.688
expertise	expertiză	trust	0.680
diplomatic	diplomatic	trust	0.680
confidential	confidenţial	trust	0.680
hope	speranţă	trust	0.680
protector	protector	trust	0.680
agreeing	fiind de acord	trust	0.680
diligence	diligență	trust	0.680
official	oficial	trust	0.680
affirm	afirma	trust	0.680
indivisible	indivizibil	trust	0.680
grandfather	bunic	trust	0.680
humble	umil	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	susținere	trust	0.680
elders	bătrâni	trust	0.680
goodness	bunătate	trust	0.680
commendable	lăudabil	trust	0.680
inspire	a inspira	trust	0.680
approve	aproba	trust	0.680
confide	destăinui	trust	0.680
professional	profesional	trust	0.680
familiarity	familiaritate	trust	0.680
leader	lider	trust	0.680
confirmed	confirmat	trust	0.680
acceptance	acceptare	trust	0.680
benevolence	bunăvoinţă	trust	0.672
dignity	demnitate	trust	0.672
harmoniously	armonios	trust	0.672
mastery	măiestrie	trust	0.672
unwavering	neclintit	trust	0.672
accredited	acreditat	trust	0.672
healing	cicatrizare	trust	0.672
encyclopedia	enciclopedie	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sfinţi	trust	0.672
cohesive	coeziv	trust	0.672
covenant	legământ	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	fără cusur	trust	0.672
safe	sigur	trust	0.672
intelligent	inteligent	trust	0.672
merit	merit	trust	0.664
impeccable	impecabil	trust	0.664
affirmatively	afirmativ	trust	0.664
spiritual	spiritual	trust	0.664
advocate	avocat	trust	0.664
team	echipă	trust	0.664
heroic	eroic	trust	0.664
communicate	comunica	trust	0.664
disciple	discipol	trust	0.664
expert	expert	trust	0.664
proficient	expert	trust	0.664
specialist	specialist	trust	0.664
ambassador	ambasador	trust	0.664
accept	Accept	trust	0.664
attestation	atestare	trust	0.664
supporting	de sprijin	trust	0.664
reliance	încredere	trust	0.664
authority	autoritate	trust	0.664
accountability	responsabilitate	trust	0.664
guidebook	ghid	trust	0.664
fulfillment	împlinire	trust	0.664
strengthening	întărire	trust	0.661
familiar	familiar	trust	0.656
facts	fapte	trust	0.656
achieve	obține	trust	0.656
warranty	garanție	trust	0.656
structure	structura	trust	0.656
steadfast	statornic	trust	0.656
favorable	favorabil	trust	0.656
counsel	sfat	trust	0.656
relationship	relaţie	trust	0.656
scientific	științific	trust	0.656
gentleman	domn	trust	0.656
strength	putere	trust	0.656
elder	mai mare	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sfinţenie	trust	0.656
excellent	excelent	trust	0.656
proficiency	experiență	trust	0.656
constancy	constanţă	trust	0.656
defended	apărat	trust	0.656
accepts	NO TRANSLATION	trust	0.648
