word	Russian-ru	emotion	emotion-intensity-score
precedence	старшинство	trust	0.555
congruence	конгруэнтность	trust	0.555
buddy	дружище	trust	0.555
reunion	воссоединение	trust	0.555
restorative	укрепляющий	trust	0.555
destined	предназначенный	trust	0.555
physicist	физик	trust	0.555
influential	влиятельный	trust	0.555
exalt	сгущать	trust	0.555
greatness	величие	trust	0.555
inclusion	включение	trust	0.555
auditor	аудитор	trust	0.555
meditate	обдумывать	trust	0.555
betrothed	обручена	trust	0.555
proud	гордый	trust	0.547
provide	предоставлять	trust	0.547
conciliation	соглашательство	trust	0.547
ancestral	наследственный	trust	0.547
liberty	свобода	trust	0.547
durable	прочный	trust	0.547
impenetrable	непроницаемый	trust	0.547
prudent	предусмотрительный	trust	0.547
invocation	вызов	trust	0.547
engaging	обаятельный	trust	0.547
statement	заявление	trust	0.547
rejoice	радоваться	trust	0.547
cheer	ура	trust	0.547
eyewitness	очевидец	trust	0.547
prevalent	превалирующий	trust	0.547
securities	ценные бумаги	trust	0.547
friendly	дружелюбный	trust	0.547
salvation	спасение	trust	0.547
independence	независимость	trust	0.547
govern	править	trust	0.547
forgive	прощать	trust	0.547
commanding	командующий	trust	0.547
convent	монастырь	trust	0.547
reinforcement	армирование	trust	0.547
law	закон	trust	0.547
registry	реестр	trust	0.547
temperate	умеренный	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	готовность	trust	0.547
heritage	наследие	trust	0.547
chronicle	хроника	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ансамбль	trust	0.539
institute	институт	trust	0.539
applause	аплодисменты	trust	0.539
architecture	архитектура	trust	0.539
obvious	очевидный	trust	0.539
recovery	восстановление	trust	0.539
inimitable	неподражаемый	trust	0.539
relevant	Соответствующий	trust	0.539
responsive	отзывчивый	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	инструкции	trust	0.539
define	определять	trust	0.539
delightful	восхитительный	trust	0.539
antidote	антидот	trust	0.539
admitting	допускающий	trust	0.539
psalms	псалмы	trust	0.539
stamina	выносливость	trust	0.539
majority	большинство	trust	0.539
inoculation	прививка	trust	0.539
perfect	идеально	trust	0.539
obedience	послушание	trust	0.539
memorable	памятный	trust	0.539
chastity	целомудрие	trust	0.539
proctor	проктор	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	регулярность	trust	0.539
forefathers	предки	trust	0.539
immovable	неподвижный	trust	0.539
eager	нетерпеливый	trust	0.539
aspiring	стремящийся	trust	0.539
obliging	услужливый	trust	0.539
reinforcements	подкрепление	trust	0.539
tantamount	равнозначно	trust	0.539
exalted	возвышенный	trust	0.539
hospital	больница	trust	0.531
retirement	выход на пенсию	trust	0.531
strive	прилагать усилия	trust	0.531
edification	назидание	trust	0.531
candid	беспристрастный	trust	0.531
deed	дело	trust	0.531
school	школа	trust	0.531
cradle	колыбель	trust	0.531
transcript	расшифровка	trust	0.531
accompaniment	сопровождение	trust	0.531
doubtless	несомненно	trust	0.531
rescue	спасение	trust	0.531
seal	печать	trust	0.531
expedient	целесообразный	trust	0.531
ballot	голосование	trust	0.531
deliverance	избавление	trust	0.531
heavens	небо	trust	0.531
fraternal	братский	trust	0.531
dependent	зависимый	trust	0.531
answerable	подотчетный	trust	0.531
center	центр	trust	0.531
analyst	аналитик	trust	0.531
firstborn	первенец	trust	0.531
bloom	цветение	trust	0.531
inseparable	неотделимый	trust	0.531
bride	невеста	trust	0.531
evergreen	вечнозеленый	trust	0.531
princely	царственный	trust	0.531
immunization	иммунизация	trust	0.531
refuge	убежище	trust	0.531
verily	истинно	trust	0.531
omniscient	всеведущий	trust	0.531
terms	сроки	trust	0.531
sponsor	спонсор	trust	0.531
approbation	апробация	trust	0.527
correctness	правильность	trust	0.523
elevation	высота	trust	0.523
neighbor	сосед	trust	0.523
unbroken	непрерывный	trust	0.523
countenance	лицо	trust	0.523
hug	объятие	trust	0.523
nobility	знать	trust	0.523
paragon	парагон	trust	0.523
coronation	коронация	trust	0.523
celebration	праздник	trust	0.523
graduation	градация	trust	0.523
commonwealth	содружество	trust	0.523
dictionary	Словарь	trust	0.523
powerful	мощный	trust	0.523
notable	примечательный	trust	0.523
account	Счет	trust	0.523
winning	выигрыш	trust	0.523
honeymoon	Медовый месяц	trust	0.523
improvement	улучшение	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	капеллан	trust	0.523
ratify	ратифицировать	trust	0.523
connoisseur	знаток	trust	0.523
award	награда	trust	0.523
taught	учил	trust	0.523
adoration	обожание	trust	0.523
salutary	целительный	trust	0.523
captivate	пленять	trust	0.523
liberate	освобождать	trust	0.523
unimpeached	неоспоримый	trust	0.523
laureate	лауреат	trust	0.523
benedictory	благословляющий	trust	0.523
feeling	чувство	trust	0.518
freely	свободно	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	аминь	trust	0.516
reverie	мечтательность	trust	0.516
organization	организация	trust	0.516
framework	фреймворк	trust	0.516
sentinel	страж	trust	0.516
advent	приход	trust	0.516
inform	поставить в известность	trust	0.516
committee	комитет	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	мыслящих	trust	0.516
obstetrician	акушер	trust	0.516
enchanted	зачарованный	trust	0.516
formative	созидательный	trust	0.516
tribunal	суд	trust	0.516
association	ассоциация	trust	0.516
remedy	средство	trust	0.516
credit	кредит	trust	0.516
nobleman	дворянин	trust	0.516
predominant	преобладающий	trust	0.516
measure	измерение	trust	0.516
perpetuity	бесконечность	trust	0.516
fully	в полной мере	trust	0.516
deserve	заслуживать	trust	0.516
tender	нежная	trust	0.516
pray	молиться	trust	0.516
confession	признание	trust	0.516
management	управление	trust	0.516
volunteer	доброволец	trust	0.509
instruct	инструктировать	trust	0.508
virgin	девственница	trust	0.508
constable	констебль	trust	0.508
reward	награда	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	священник	trust	0.508
policy	политика	trust	0.508
confessional	конфессиональный	trust	0.508
savor	Вкус	trust	0.508
custodian	попечитель	trust	0.508
vouch	поручиться	trust	0.508
tolerance	толерантность	trust	0.508
unsurpassed	непревзойденный	trust	0.508
venerable	почтенный	trust	0.508
forgiving	всепрощающий	trust	0.508
intact	неповрежденный	trust	0.508
diversity	разнообразие	trust	0.508
accolade	акколада	trust	0.508
philosopher	философ	trust	0.508
lieutenant	лейтенант	trust	0.508
shepherd	пасти	trust	0.508
courtship	ухаживание	trust	0.508
sovereign	суверенная	trust	0.508
medical	медицинская	trust	0.508
housewife	домохозяйка	trust	0.508
automatic	автоматический	trust	0.508
patronage	протекция	trust	0.508
enable	включить	trust	0.508
admissible	допустимый	trust	0.508
beautification	благоустройство	trust	0.508
synchronize	синхронизировать	trust	0.500
info	Информация	trust	0.500
pontiff	папа римский	trust	0.500
retain	сохранить	trust	0.500
warden	смотритель	trust	0.500
majesty	величественность	trust	0.500
infallibility	непогрешимость	trust	0.500
guru	гуру	trust	0.500
apologetic	апологетический	trust	0.500
