word	Scots Gaelic-gd	emotion	emotion-intensity-score
vetted	NO TRANSLATION	trust	0.609
recommend	moladh	trust	0.609
brave	gaisgeil	trust	0.602
experienced	eòlas	trust	0.602
steady	coimeasach	trust	0.602
enlightenment	soillseachadh	trust	0.602
brighten	sgaoileadh	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	coileanadh	trust	0.602
witness	fhianais	trust	0.602
humility	iriosal	trust	0.602
sympathetic	co-fhaireachdainn	trust	0.602
helpful	cuideachail	trust	0.602
symmetry	chothromachd	trust	0.602
unquestionable	gun teagamh	trust	0.602
peace	sìth	trust	0.602
transcendence	thar-tharraing	trust	0.602
serenity	serenity	trust	0.602
embrace	gabhail ris	trust	0.602
inspired	air a bhrosnachadh	trust	0.602
mainstay	prìomh-chùis	trust	0.602
unconditional	neo-chumhaichte	trust	0.602
guarded	dìon	trust	0.602
identify	aithneachadh	trust	0.602
marry	pòsadh	trust	0.594
grant	tabhartas	trust	0.594
depend	an crochadh	trust	0.594
complimentary	s an Iar-	trust	0.594
spouse	cèile	trust	0.594
tranquility	sàmhchair	trust	0.594
vigilant	furachail	trust	0.594
ministry	ministrealachd	trust	0.594
fairly	gu cothromach	trust	0.594
philanthropic	gràdh-daonna	trust	0.594
openly	gu fosgailte	trust	0.594
generous	fialaidh	trust	0.594
strengthen	neartachadh	trust	0.594
gratitude	taing	trust	0.594
befriend	càirdeas	trust	0.594
substantiate	dearbhaich	trust	0.594
praised	moladh	trust	0.594
admiral	admiral	trust	0.594
regent	riaghlaidh	trust	0.594
sage	sage	trust	0.594
assessment	measadh	trust	0.594
enlighten	soillseachadh	trust	0.594
eminence	eminence	trust	0.594
commendation	moladh	trust	0.594
efficient	èifeachdach	trust	0.594
nurse	banaltram	trust	0.594
visionary	lèirsinneach	trust	0.594
generosity	fialaidh	trust	0.594
vigilance	faireachas	trust	0.594
endowment	buannachadh	trust	0.594
council	comhairle	trust	0.594
sweetheart	leannan	trust	0.589
attest	dearbhadh	trust	0.586
prestige	inbhe	trust	0.586
serene	serene	trust	0.586
unfailing	gun chrìochnachadh	trust	0.586
testimony	teisteanas	trust	0.586
checklist	liosta sgrùdaidh	trust	0.586
inheritance	oighreachd	trust	0.586
monk	manach	trust	0.586
godly	diadhaidh	trust	0.586
compliance	gèilleadh	trust	0.586
rooted	rooted	trust	0.586
constitutional	bun-reachdail	trust	0.586
conservation	glèidhteachas	trust	0.586
bylaw	fo lagh	trust	0.586
helper	cuideachaidh	trust	0.586
joyful	aoibhneach	trust	0.586
collectively	còmhla	trust	0.586
meritorious	sgaoileadh	trust	0.586
acclaim	cliù	trust	0.586
diplomacy	diplomacy	trust	0.586
educational	foghlam	trust	0.586
husbandry	obrach	trust	0.586
share	roinn	trust	0.586
enjoying	a 'gabhail tlachd	trust	0.586
firmness	làidir	trust	0.586
convince	dearbhadh	trust	0.586
designation	ainmeachadh	trust	0.586
tribe	treubh	trust	0.586
victory	buaidh	trust	0.586
magnificent	iongantach	trust	0.586
lovely	bòidheach	trust	0.586
seniority	àrdachdachd	trust	0.586
angelic	angelic	trust	0.586
ambition	miann-adhartais	trust	0.586
father	athair	trust	0.586
mate	càraid	trust	0.586
sobriety	sobriety	trust	0.586
revere	urram	trust	0.586
delegate	riochdaire	trust	0.586
navigator	seòladh	trust	0.578
watchdog	Buidheann-faire	trust	0.578
obey	èisdeachd	trust	0.578
cheerfulness	sòlasachd	trust	0.578
inviting	ag iarraidh	trust	0.578
judge	britheamh	trust	0.578
irrefutable	neo-dhìreach	trust	0.578
philanthropist	daonna	trust	0.578
careful	cùramach	trust	0.578
communion	comanachadh	trust	0.578
coexisting	a 'coiseachd	trust	0.578
impartiality	neo-chlaonachd	trust	0.578
unquestioned	gun teagamh	trust	0.578
upright	dìreach	trust	0.578
authoritative	ùghdarrasach	trust	0.578
structural	structarach	trust	0.578
convinced	dearbhadh	trust	0.578
smile	gàire	trust	0.578
commandant	ceannard	trust	0.578
dutiful	diadhaidh	trust	0.578
shelter	fasgadh	trust	0.578
revival	ath-bheothachadh	trust	0.578
professor	ollamh	trust	0.578
adore	aoradh	trust	0.578
legalized	laghail	trust	0.578
punctual	puingal	trust	0.570
counsellor	comhairleora	trust	0.570
complement	a bharrachd	trust	0.570
corroboration	corroboration	trust	0.570
immaculate	gun teagamh	trust	0.570
relative	càirdeil	trust	0.570
apostle	abstol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	ceangal	trust	0.570
insure	dèanamh cinnteach	trust	0.570
plausible	ionmholta	trust	0.570
consult	co-chomhairleachadh	trust	0.570
modest	beag	trust	0.570
measured	tomhais	trust	0.570
pilot	pìleat	trust	0.570
collaborator	co-obraiche	trust	0.570
advise	comhairleachadh	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	òrdugh	trust	0.570
compass	compas	trust	0.570
guide	stiùireadh	trust	0.570
everlasting	sìorraidh	trust	0.570
adhering	cumail suas	trust	0.570
determinate	a 'dearbhadh	trust	0.570
heavenly	nèamh	trust	0.570
principal	prionnsapal	trust	0.570
abundance	pailteas	trust	0.570
matron	matron	trust	0.570
unequivocal	gun teagamh	trust	0.570
volunteers	saor-thoilich	trust	0.570
pedigree	s an Iar-	trust	0.570
unquestionably	gun teagamh	trust	0.570
pertinent	iomchaidh	trust	0.562
devout	beòthail	trust	0.562
curable	cothromach	trust	0.562
insight	lèirsinn	trust	0.562
congregation	coitheanal	trust	0.562
admit	aideachadh	trust	0.562
pleasant	taitneach	trust	0.562
vigorous	èibhinn	trust	0.562
fort	dùn	trust	0.562
remarkable	iongantach	trust	0.562
content	susbaint	trust	0.562
spotless	gun spot	trust	0.562
uplift	àrdachadh	trust	0.562
compensate	dìoladh	trust	0.562
lovemaking	dèanamh gràdh	trust	0.562
jury	diùraidh	trust	0.562
jurist	laghail	trust	0.562
soothing	sgaoileadh	trust	0.562
ordination	òrdanachadh	trust	0.562
cohesion	co-aontachd	trust	0.562
frankness	fìrinn	trust	0.562
strong	làidir	trust	0.562
miracle	mìorbhaileach	trust	0.562
concordance	concordance	trust	0.562
applaud	moladh	trust	0.562
prize	duais	trust	0.562
apostolic	abstoil	trust	0.562
succeeding	a 'leantainn	trust	0.562
vitality	spionnadh	trust	0.562
treasurer	ionmhasair	trust	0.562
save	sàbhail	trust	0.562
earn	cosnadh	trust	0.562
midwife	bean-ghlùine	trust	0.555
discretion	roghainn	trust	0.555
worship	adhradh	trust	0.555
constant	seasmhach	trust	0.555
foresight	faicsinneachd	trust	0.555
vote	bhòtadh	trust	0.555
cultivate	àiteach	trust	0.555
impartial	neo-chlaonachd	trust	0.555
illumination	soillseachadh	trust	0.555
ambulance	carbad-eiridinn	trust	0.555
privacy	prìobhaideachd	trust	0.555
succeed	soirbheachadh	trust	0.555
providing	toirt seachad	trust	0.555
veteran	veteran	trust	0.555
patience	foighidinn	trust	0.555
prophet	fàidh	trust	0.555
coach	coidse	trust	0.555
intuition	giùlan	trust	0.555
reconciliation	rèiteachadh	trust	0.555
defender	dìonach	trust	0.555
coalesce	Coalesce	trust	0.555
mediate	eadar-nàiseanta	trust	0.555
precedence	tùsachd	trust	0.555
congruence	co-ionnanachd	trust	0.555
buddy	buddy	trust	0.555
reunion	ath-chruinneachaidh	trust	0.555
restorative	ath-nuadhachadh	trust	0.555
destined	dh 'fhalbh	trust	0.555
physicist	fiosaigeach	trust	0.555
influential	buaidh	trust	0.555
exalt	àrdachadh	trust	0.555
greatness	beannachd	trust	0.555
inclusion	in-ghabhail	trust	0.555
auditor	sgrùdaiche	trust	0.555
meditate	smaoinich	trust	0.555
betrothed	a 'rèiteach	trust	0.555
proud	moiteil	trust	0.547
provide	solarachadh	trust	0.547
conciliation	rèiteachadh	trust	0.547
ancestral	sinnsearachd	trust	0.547
liberty	saorsa	trust	0.547
durable	seasmhach	trust	0.547
impenetrable	neo-shoilleir	trust	0.547
prudent	prudence	trust	0.547
invocation	ionnsaigh	trust	0.547
engaging	tàladh	trust	0.547
statement	aithris	trust	0.547
rejoice	gàirdeachas	trust	0.547
cheer	sàrachadh	trust	0.547
eyewitness	fianaisean	trust	0.547
prevalent	cumanta	trust	0.547
securities	tarantasan	trust	0.547
friendly	càirdeil	trust	0.547
salvation	slàinte	trust	0.547
independence	neo-eisimeileachd	trust	0.547
govern	riaghladh	trust	0.547
forgive	mathanas	trust	0.547
commanding	òrdugh	trust	0.547
convent	cràbhach	trust	0.547
reinforcement	neartachadh	trust	0.547
law	lagh	trust	0.547
registry	clàradh	trust	0.547
temperate	fionnaidh	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	ullachaidh	trust	0.547
heritage	dualchas	trust	0.547
chronicle	eachdraidh	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	co-chruinneachadh	trust	0.539
institute	institiùd	trust	0.539
applause	bòidheach	trust	0.539
architecture	ailtireachd	trust	0.539
obvious	follaiseach	trust	0.539
recovery	ath-bheothachadh	trust	0.539
inimitable	inimitable	trust	0.539
relevant	buntainneach	trust	0.539
responsive	freagairt	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	stiùireadh	trust	0.539
define	mìneachadh	trust	0.539
delightful	tlachdmhor	trust	0.539
antidote	antidote	trust	0.539
admitting	ag aontachadh	trust	0.539
psalms	sailm	trust	0.539
stamina	stamina	trust	0.539
majority	mhòr-chuid	trust	0.539
inoculation	sèididh	trust	0.539
perfect	foirfe	trust	0.539
obedience	ùmhlachd	trust	0.539
memorable	cuimhneachail	trust	0.539
chastity	chastity	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	riaghailteachd	trust	0.539
forefathers	atharraichean	trust	0.539
immovable	neo-ghluasadach	trust	0.539
eager	èibhinn	trust	0.539
aspiring	ag iarraidh	trust	0.539
obliging	s an Iar-	trust	0.539
reinforcements	daingneachadh	trust	0.539
tantamount	co-ionnan	trust	0.539
exalted	àrdachadh	trust	0.539
hospital	ospadal	trust	0.531
retirement	cluaineas	trust	0.531
strive	strì	trust	0.531
edification	edification	trust	0.531
candid	bòidheach	trust	0.531
deed	gnìomh	trust	0.531
school	sgoil	trust	0.531
cradle	cradle	trust	0.531
transcript	tar-sgrìobhadh	trust	0.531
accompaniment	coise	trust	0.531
doubtless	Gun teagamh	trust	0.531
rescue	teasairginn	trust	0.531
seal	ròn	trust	0.531
expedient	iomchaidh	trust	0.531
ballot	ballot	trust	0.531
deliverance	saorsa	trust	0.531
heavens	nèamhan	trust	0.531
fraternal	fraternal	trust	0.531
dependent	eisimeileach	trust	0.531
answerable	freagrach	trust	0.531
center	ionad	trust	0.531
analyst	anailisiche	trust	0.531
firstborn	chiad-ghin	trust	0.531
bloom	bloom	trust	0.531
inseparable	neo-sgaraichte	trust	0.531
bride	bean-bainnse	trust	0.531
evergreen	uaine uaine	trust	0.531
princely	rìghrean	trust	0.531
immunization	banachdach	trust	0.531
refuge	teine	trust	0.531
verily	gu dearbh	trust	0.531
omniscient	uile rud	trust	0.531
terms	teirmean	trust	0.531
sponsor	sponsor	trust	0.531
approbation	aonta	trust	0.527
correctness	ceartachd	trust	0.523
elevation	àrdachadh	trust	0.523
neighbor	nàbaidh	trust	0.523
unbroken	neo-bhriseadh	trust	0.523
countenance	facal	trust	0.523
hug	brataich	trust	0.523
nobility	uaisleachd	trust	0.523
paragon	paragon	trust	0.523
coronation	crùnadh	trust	0.523
celebration	comharrachadh	trust	0.523
graduation	ceumnachadh	trust	0.523
commonwealth	co-fhlaitheas	trust	0.523
dictionary	faclair	trust	0.523
powerful	cumhachdach	trust	0.523
notable	sònraichte	trust	0.523
account	cunntas	trust	0.523
winning	a 'buannachadh	trust	0.523
honeymoon	mèinn-mheala	trust	0.523
improvement	leasachadh	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	seaplain	trust	0.523
ratify	daingneachadh	trust	0.523
connoisseur	connoisseur	trust	0.523
award	duais	trust	0.523
taught	teagasg	trust	0.523
adoration	adhair	trust	0.523
salutary	sàmhach	trust	0.523
captivate	beòthail	trust	0.523
liberate	saoradh	trust	0.523
unimpeached	neo-sheasmhach	trust	0.523
laureate	laureate	trust	0.523
benedictory	beannaichte	trust	0.523
feeling	faireachdainn	trust	0.518
freely	gu saor	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	reverie	trust	0.516
organization	eagrachadh	trust	0.516
framework	frèam	trust	0.516
sentinel	sentinel	trust	0.516
advent	tighinn	trust	0.516
inform	innse	trust	0.516
committee	chomataidh	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	inntinn	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	sgaoileadh	trust	0.516
formative	riochdachadh	trust	0.516
tribunal	mòd-ceartais	trust	0.516
association	comann	trust	0.516
remedy	leigheas	trust	0.516
credit	creideas	trust	0.516
nobleman	uasal	trust	0.516
predominant	prìomh àite	trust	0.516
measure	tomhas	trust	0.516
perpetuity	sìorruidheachd	trust	0.516
fully	gu h-iomlan	trust	0.516
deserve	mearachd	trust	0.516
tender	tairgse	trust	0.516
pray	ùrnaigh	trust	0.516
confession	aideachadh	trust	0.516
management	riaghladh	trust	0.516
volunteer	saor-thoileach	trust	0.509
instruct	teagaisg	trust	0.508
virgin	virgin	trust	0.508
constable	Constable	trust	0.508
reward	duais	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	sagart	trust	0.508
policy	poileasaidh	trust	0.508
confessional	confessional	trust	0.508
savor	saoghail	trust	0.508
custodian	gleidhidh	trust	0.508
vouch	urram	trust	0.508
tolerance	tolerance	trust	0.508
unsurpassed	neo-shoirbheachail	trust	0.508
venerable	iongantach	trust	0.508
forgiving	a 'toirt maitheanas	trust	0.508
intact	slàn	trust	0.508
diversity	iomadachd	trust	0.508
accolade	s an Iar-	trust	0.508
philosopher	feallsanachd	trust	0.508
lieutenant	leifteanant	trust	0.508
shepherd	cìobair	trust	0.508
courtship	suirghe	trust	0.508
sovereign	uachdaranachd	trust	0.508
medical	meidigeach	trust	0.508
housewife	bean-taighe	trust	0.508
automatic	fèin-ghluasadach	trust	0.508
patronage	pàtranachd	trust	0.508
enable	comas a thoirt	trust	0.508
admissible	ceadaichte	trust	0.508
beautification	bòidhchead	trust	0.508
synchronize	sioncronaich	trust	0.500
info	fiosrachadh	trust	0.500
pontiff	pont	trust	0.500
retain	glèidheadh	trust	0.500
warden	neach-gleidhidh	trust	0.500
majesty	majesty	trust	0.500
infallibility	infallibility	trust	0.500
guru	guru	trust	0.500
apologetic	leisgeul	trust	0.500
darling	leannan	trust	0.500
doctrine	teagaisg	trust	0.500
related	cheangailte	trust	0.500
treasure	ulaidh	trust	0.500
infinity	neo-chrìochnach	trust	0.500
romantic	romansach	trust	0.500
optimist	dòchasach	trust	0.500
timing	ùine	trust	0.500
undying	mì-thoilichte	trust	0.500
personal	pearsanta	trust	0.500
gateway	geata	trust	0.500
instruction	stiùireadh	trust	0.500
backer	taiceil	trust	0.500
watchful	faireil	trust	0.500
badge	suaicheantas	trust	0.500
birth	breith	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	pious	trust	0.500
indelible	neo-fhaicsinneach	trust	0.500
superman	superman	trust	0.500
guard	dìon	trust	0.500
vindication	fìrinn	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	beò	trust	0.500
constitute	a 'riochdachadh	trust	0.492
jubilant	dealachadh	trust	0.492
endow	Alba | Naidheachdan |	trust	0.492
improve	leasachadh	trust	0.492
contributor	am fiosraiche	trust	0.492
formality	foirmealachd	trust	0.492
salute	fàilte	trust	0.492
inevitable	do-sheachanta	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	umpire	trust	0.492
grow	fàs	trust	0.492
fellow	neach eile	trust	0.492
popularity	sgaoileadh	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	neach-labhairt	trust	0.492
synonymous	synonymous	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	eaglais	trust	0.492
hardy	cruaidh	trust	0.492
privy	prìobhaideach	trust	0.492
psalm	salm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	tàladh	trust	0.492
grandchildren	oghaichean	trust	0.492
elegance	eireachdail	trust	0.492
laudatory	moladh	trust	0.492
sheriff	siorraidh	trust	0.492
radiance	lùths	trust	0.492
harbor	cala	trust	0.492
aspire	aspire	trust	0.492
musical	ceòl	trust	0.492
chairman	chathraiche	trust	0.492
moderator	modaireatair	trust	0.492
laudation	moladh	trust	0.484
clean	glan	trust	0.484
arbiter	arbiter	trust	0.484
crowning	a 'crùnadh	trust	0.484
depth	doimhneachd	trust	0.484
forecast	s an Iar-Dheas	trust	0.484
colonel	còirneal	trust	0.484
hire	màl	trust	0.484
found	lorg	trust	0.484
armor	armachd	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	is fheàrr leat	trust	0.484
voucher	tairgse	trust	0.484
affection	gràdh	trust	0.484
path	slighe	trust	0.484
referee	rèitire	trust	0.484
police	Poileas	trust	0.484
countryman	dùthaich	trust	0.484
romance	romansa	trust	0.484
diagnosis	breithneachadh	trust	0.484
concord	concord	trust	0.484
enjoy	tlachd	trust	0.484
ranger	saighdear	trust	0.484
confess	aideachadh	trust	0.484
income	teachd-a-steach	trust	0.484
assembly	co-chruinneachadh	trust	0.484
sweet	bòidheach	trust	0.484
like	coltach	trust	0.484
apologize	gabh dragh	trust	0.477
sermon	searmon	trust	0.477
pastor	pastor	trust	0.477
matter	rudeigin	trust	0.477
glory	glòir	trust	0.477
lamb	uain	trust	0.477
lover	leannan	trust	0.477
putative	sgaoileadh	trust	0.477
expect	sùileachadh	trust	0.477
purely	dìreach	trust	0.477
follow	lean	trust	0.477
parliament	pàrlamaid	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	sgoil-àraich	trust	0.477
episcopal	Easbaigeach	trust	0.477
veracity	fìrinn	trust	0.477
mathematical	matamataig	trust	0.477
frank	fìor mhath	trust	0.477
policeman	poileas	trust	0.477
word	facal	trust	0.477
consul	consul	trust	0.477
landmark	comharraichte	trust	0.477
calculator	àireamhair	trust	0.477
sterling	sterling	trust	0.477
signature	ainm sgrìobhte	trust	0.477
votive	bhòtach	trust	0.477
preponderance	ro-shealladh	trust	0.477
sacrifice	ìobairt	trust	0.477
underwrite	fo-sgrìobhadh	trust	0.469
bridesmaid	bridesmaid	trust	0.469
commission	coimisean	trust	0.469
passion	dìoghrasach	trust	0.469
prefer	fheàrr	trust	0.469
recruits	saighdearan	trust	0.469
cashier	ionmhasair	trust	0.469
judicious	bòidheach	trust	0.469
immerse	bogadh	trust	0.469
uncritical	neo-sgrùdaichte	trust	0.469
effective	èifeachdach	trust	0.469
dove	colman	trust	0.469
tutelage	dìonachd	trust	0.469
associate	co-cheangailte	trust	0.469
flagship	prìomh-shealladh	trust	0.469
religion	creideamh	trust	0.469
gain	buannachd	trust	0.469
instructor	teagaisg	trust	0.469
judgment	breithneachadh	trust	0.469
title	tiotal	trust	0.469
regal	regal	trust	0.469
author	ùghdar	trust	0.469
top	mullach	trust	0.469
tribune	crann	trust	0.469
eagerness	èiginn	trust	0.469
marshal	marshal	trust	0.469
mighty	cumhachdach	trust	0.469
intended	s an Iar-Dheas	trust	0.469
capacity	comas	trust	0.469
vicar	vicar	trust	0.469
partake	pàirtich	trust	0.461
commerce	malairt	trust	0.461
magnetic	magnetach	trust	0.461
medal	bonn	trust	0.461
courier	teachdaire	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	clàraich	trust	0.461
necessarily	gu reusanta	trust	0.461
lesson	leasan	trust	0.461
custody	cùram	trust	0.461
moorings	luadhadh	trust	0.461
fortress	daingneach	trust	0.461
aunt	piuthar	trust	0.461
bank	banca	trust	0.461
theological	diadhachd	trust	0.461
manage	riaghladh	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	malairt	trust	0.461
lifestyle	dòigh-beatha	trust	0.461
consecration	coisrigeadh	trust	0.461
admitted	steach	trust	0.461
crucial	deatamach	trust	0.461
cautious	mothachail	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	sagartachd	trust	0.461
attendant	neach-frithealaidh	trust	0.461
oblige	èibhinn	trust	0.461
patriarchal	patriarchal	trust	0.461
kitten	piseag	trust	0.461
cathedral	cathair-eaglais	trust	0.455
eagle	iolaire	trust	0.453
puppy	cuilean	trust	0.453
present	an-diugh	trust	0.453
perceive	a 'faireachdainn	trust	0.453
foresee	ro-shealladh	trust	0.453
