word	Sesotho-st	emotion	emotion-intensity-score
inexplicable	e sa hlaloseheng	surprise	0.672
exciting	e thabisang	surprise	0.672
topple	topple	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	seretse se chesang	surprise	0.664
revolution	revolution	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	ho chesa	surprise	0.656
revolt	bofetoheli	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	e sa khonehang	surprise	0.656
bloodshed	tšollo ea mali	surprise	0.656
cyclone	leholiotsoana	surprise	0.648
violent	e mabifi	surprise	0.648
disruption	ho senya	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	ba sa tsebeng letho	surprise	0.648
mutiny	e hlakileng	surprise	0.648
attacking	ho hlasela	surprise	0.648
unintended	e sa lebelloang	surprise	0.648
amazingly	ho makatsang	surprise	0.648
epidemic	seoa	surprise	0.648
shout	hoeletsa	surprise	0.641
screech	screech	surprise	0.641
wildfire	mollo oa mollo	surprise	0.641
indescribable	e ke keng ea hlalosoa	surprise	0.641
enthusiasm	cheseho	surprise	0.641
excitation	thabo	surprise	0.641
tumult	morusu	surprise	0.641
improvisation	ntlafatso	surprise	0.641
anomaly	ho fokola	surprise	0.633
apparition	ho hlaha	surprise	0.633
treachery	bolotsana	surprise	0.633
presto	presto	surprise	0.633
gape	khafetsa	surprise	0.633
agape	agape	surprise	0.633
uncertain	ho se ts'oane	surprise	0.633
plunder	tlatlapo	surprise	0.633
tempest	sefefo	surprise	0.625
trick	qhekella	surprise	0.625
slaughtering	ho hlajoa	surprise	0.625
wonderment	ho makala	surprise	0.625
excited	thabile	surprise	0.625
sorcery	boloi	surprise	0.625
murderous	ea bolaeang	surprise	0.625
urgency	potlako	surprise	0.625
distress	mahlomola	surprise	0.625
mystery	sephiri	surprise	0.625
trickery	bolotsana	surprise	0.617
intense	haholo	surprise	0.617
vanish	nyamela	surprise	0.617
murder	ho bolaea	surprise	0.617
quickness	potlako	surprise	0.617
intrusive	intrusive	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	koaletsoeng	surprise	0.609
coup	ho loana	surprise	0.609
splash	hlaba	surprise	0.609
thief	lesholu	surprise	0.609
magical	boselamose	surprise	0.609
unstable	e tsitsitseng	surprise	0.609
shatter	shatter	surprise	0.609
strangle	khaola	surprise	0.609
defy	ho nyefola	surprise	0.602
deluge	moroallo	surprise	0.602
inconceivable	ho ke keng ha khoneha	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	roala	surprise	0.602
tackle	sebetsana	surprise	0.602
assail	ho hlasela	surprise	0.602
betray	ekahela	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	litlhokomeliso	surprise	0.594
lightning	lehalima	surprise	0.594
mishap	molaetsa	surprise	0.594
shrill	ho phatloha	surprise	0.594
stupendous	e hlollang	surprise	0.594
mysterious	se makatsang	surprise	0.586
paralyzed	ba shoele litho	surprise	0.586
randomly	ka tloaelo	surprise	0.586
bonus	bonase	surprise	0.586
deceit	leshano	surprise	0.586
wild	hlaha	surprise	0.586
pitfall	phoso	surprise	0.586
wondrous	e makatsang	surprise	0.586
uncanny	tse sa tloaelehang	surprise	0.586
electric	motlakase	surprise	0.578
oddity	ho makatsa	surprise	0.578
death	lefu	surprise	0.578
jubilant	e thabisang	surprise	0.578
godsend	godsend	surprise	0.578
stagger	ho thekesela	surprise	0.578
raving	ho tsuba	surprise	0.578
rejoicing	ho thaba	surprise	0.578
premature	pele ho nako	surprise	0.578
fluke	ho fofa	surprise	0.578
bizarre	e makatsang	surprise	0.578
revenge	phetetsa	surprise	0.570
dynamic	e matla	surprise	0.570
dismay	ho tsieleha	surprise	0.570
ecstatic	ho thaba	surprise	0.562
fascinate	ho thahasellisang	surprise	0.562
uncover	koahela	surprise	0.562
jerk	jerk	surprise	0.562
reward	moputso	surprise	0.562
nefarious	ho se tsotelle	surprise	0.562
reappear	kotula hape	surprise	0.562
whim	whim	surprise	0.555
conjure	khotsofatsa	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	khantša	surprise	0.547
rescue	pholosa	surprise	0.547
tantalizing	ho khahlisa	surprise	0.547
winner	e hlōtseng	surprise	0.547
heroism	sebete	surprise	0.547
rarity	khafetsa	surprise	0.547
ejaculation	ho khaola	surprise	0.547
daze	khale	surprise	0.547
unbridled	e sa laoleheng	surprise	0.547
thwart	ho senya	surprise	0.547
treason	bolotsana	surprise	0.539
punch	kotlo	surprise	0.539
insult	ho rohaka	surprise	0.539
lunge	lunge	surprise	0.539
illusion	ho fosahetse	surprise	0.539
lucky	lehlohonolo	surprise	0.539
interrupt	ho kena-kenana	surprise	0.539
cheer	thaba	surprise	0.539
celebration	mokete	surprise	0.539
violation	tlōlo ea molao	surprise	0.539
marvel	hlolla	surprise	0.539
sensation	maikutlo	surprise	0.531
fearfully	ka tšabo	surprise	0.531
concealed	e patehileng	surprise	0.531
banger	banger	surprise	0.531
affront	affront	surprise	0.531
snag	khaba	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	khaotsa	surprise	0.523
wonder	ho makala	surprise	0.523
immediacy	kapele	surprise	0.523
undiscovered	e sa fumanoe	surprise	0.523
abandonment	ho lahla	surprise	0.523
rejoice	thaba	surprise	0.523
improvise	ntlafatsa	surprise	0.523
majestic	e hlomphehang	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	ba hlokofalitsoe	surprise	0.523
liberate	lokolla	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	ka mokhoa o thetsang	surprise	0.516
tickle	makatsa	surprise	0.516
chance	monyetla	surprise	0.516
howl	ho bokolla	surprise	0.516
swerve	swerve	surprise	0.508
reflex	reflex	surprise	0.508
rave	hlaba	surprise	0.508
pop	pop	surprise	0.508
luck	lehlohonolo	surprise	0.508
magnificent	e hlollang	surprise	0.508
transcendence	ho fetela	surprise	0.508
garish	garish	surprise	0.508
unintentionally	ntle ho morero	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	e sa tloaelehang	surprise	0.500
marvelous	e tsotehang	surprise	0.500
heroic	bohale	surprise	0.500
remarkable	e tsotehang	surprise	0.500
fainting	ho tepella	surprise	0.500
slayer	'molai	surprise	0.500
erotic	ho nyonya	surprise	0.500
enliven	enliven	surprise	0.500
alertness	hlokolosi	surprise	0.500
misbehavior	boitšoaro bo hlephileng	surprise	0.500
embarrassment	ho hlajoa ke lihlong	surprise	0.500
diversion	ho fetoha	surprise	0.500
unutterable	e ke keng ea qojoa	surprise	0.492
nab	nab	surprise	0.492
camouflage	ho phunya	surprise	0.492
trump	terompeta	surprise	0.492
decoy	ho bola	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	e fokolang	surprise	0.492
birthday	letsatsi la tsoalo	surprise	0.492
greatness	boholo	surprise	0.492
zeal	cheseho	surprise	0.484
prick	khaotsa	surprise	0.484
magician	magician	surprise	0.484
underestimate	ho se tsotellehe	surprise	0.484
horde	ho tletse	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	e sa tsebeng letho	surprise	0.484
daemon	daemon	surprise	0.484
variable	ho fetoha	surprise	0.484
curiosity	thahasello	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	e sa sireletsoeng	surprise	0.477
chicane	chicane	surprise	0.477
fortune	bokello	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	khanya	surprise	0.477
incident	ketsahalo	surprise	0.477
dreadfully	ka tšabo	surprise	0.477
strange	e makatsang	surprise	0.477
subversive	ho senya	surprise	0.477
reversal	ho fetoha	surprise	0.469
prowl	ho hlasela	surprise	0.469
rapid	ka potlako	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	ka tsietsi	surprise	0.461
hilarious	ho tletse	surprise	0.461
divergent	ho fapana	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ho robeha	surprise	0.461
slip	slip	surprise	0.461
wonderful	e babatsehang	surprise	0.453
hoax	leqheka	surprise	0.453
winning	ho hlōla	surprise	0.453
overestimate	ho tsepamisa maikutlo	surprise	0.453
confession	ho ipolela	surprise	0.453
ordeal	bohloko	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	thabo	surprise	0.453
raffle	rafle	surprise	0.453
stound	e tiile	surprise	0.445
laughter	litšeho	surprise	0.445
enthusiast	ea chesehang	surprise	0.445
splendid	e babatsehang	surprise	0.445
feat	feat	surprise	0.445
perchance	palo	surprise	0.445
excel	e ntle haholo	surprise	0.445
gambling	papali ea chelete	surprise	0.445
unintentional	ka boomo	surprise	0.438
brighten	e khanyang	surprise	0.438
changeable	fetoha	surprise	0.438
rapt	rapt	surprise	0.438
unique	e ikhetha	surprise	0.438
splendor	bokhabane	surprise	0.438
senseless	e se nang kelello	surprise	0.438
gift	mpho	surprise	0.430
fascination	ho thahasella	surprise	0.430
trepidation	ho tsuba	surprise	0.430
stealthy	bohale	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Nyakalletse	surprise	0.430
lawsuit	nyeoe	surprise	0.430
intrigue	khethollo	surprise	0.430
quicksilver	motlakase	surprise	0.422
originality	tšimoloho	surprise	0.422
riddle	setloholo	surprise	0.422
judgment	kahlolo	surprise	0.422
enchant	monate	surprise	0.422
stealth	ho fokola	surprise	0.422
veracity	nete	surprise	0.414
elusive	ha ho joalo	surprise	0.414
perjury	bolotsana	surprise	0.414
spirits	meea	surprise	0.414
liberation	tokoloho	surprise	0.414
illegitimate	e seng molaong	surprise	0.414
syncope	syncope	surprise	0.414
experiment	teko	surprise	0.414
gambler	papali ea papali ea chelete	surprise	0.406
eager	chesehela	surprise	0.406
inspired	e bululetsoeng	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	ho opa liatla	surprise	0.406
allure	ho kheloha	surprise	0.406
parade	pontšo	surprise	0.406
princely	ka bohlale	surprise	0.398
divorce	tlhalo	surprise	0.398
guess	nahana	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	sephiri	surprise	0.398
aspiration	takatso	surprise	0.391
peri	nako	surprise	0.391
cheerful	thabile	surprise	0.391
hermaphrodite	liphatsa tsa lefutso	surprise	0.391
supremacy	bophahamo	surprise	0.391
incontinence	ho hloka boithati	surprise	0.391
inheritance	lefa	surprise	0.383
score	Laduma	surprise	0.383
lose	lahleheloa	surprise	0.383
crowning	korona	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	e hlomphehang	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	ea tšōmong	surprise	0.375
succeed	atleha	surprise	0.375
advance	e tsoele pele	surprise	0.375
sparkle	ea phatsimang	surprise	0.367
hope	tšepo	surprise	0.367
joker	joker	surprise	0.367
sensual	'mele	surprise	0.367
excavation	ho epolloa	surprise	0.367
feeling	ho ikutloa	surprise	0.359
entertainment	boithabiso	surprise	0.359
clown	clown	surprise	0.352
newcomer	e ncha	surprise	0.352
modify	fetola	surprise	0.352
award	moputso	surprise	0.352
blessings	litlhohonolofatso	surprise	0.352
postponement	ho khutlisetsoa morao	surprise	0.352
obit	khafu	surprise	0.352
celebrity	motho ea tummeng	surprise	0.344
hero	hero	surprise	0.344
start	qala	surprise	0.344
wonderfully	ka mokhoa o makatsang	surprise	0.344
highest	e phahameng ka ho fetisisa	surprise	0.344
proficiency	bokhoni	surprise	0.344
glorify	tlotlisa	surprise	0.344
unbeaten	ho sa tsotellehe	surprise	0.336
memorable	ho sa lebaleheng	surprise	0.336
sanctify	halaletsa	surprise	0.336
rekindle	tsosolosa	surprise	0.336
optimism	tšepo	surprise	0.336
warned	o ile a lemosa	surprise	0.336
prodigious	e tsotehang	surprise	0.336
dissolution	ho qhibiliha	surprise	0.336
grin	grin	surprise	0.336
admiration	tlhompho	surprise	0.328
hypertrophy	ho tsuba	surprise	0.328
present	e teng hona joale	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	lengeloi	surprise	0.320
examination	tlhahlobo	surprise	0.320
catch	tšoasa	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	ho bapala ka maikutlo a lerato	surprise	0.312
puma	puma	surprise	0.312
liberty	tokoloho	surprise	0.312
kiss	kiss	surprise	0.312
embrace	amohela	surprise	0.312
occasional	nako le nako	surprise	0.312
treat	tšoara	surprise	0.312
saint	saint	surprise	0.312
scrimmage	melaetsa	surprise	0.312
dismissal	ho lelekoa	surprise	0.312
perfection	phetheho	surprise	0.305
generosity	ho fana	surprise	0.305
gratify	ho thabisa	surprise	0.305
saintly	sahala	surprise	0.305
sally	sally	surprise	0.305
polarity	polarity	surprise	0.297
finally	qetellong	surprise	0.297
differently	ka tsela e fapaneng	surprise	0.297
palpable	e khabisitsoeng	surprise	0.297
warn	lemosa	surprise	0.297
ceremony	mokete	surprise	0.297
larger	e kholoanyane	surprise	0.297
favorable	e ntle	surprise	0.297
romance	lerato	surprise	0.289
medal	moriana	surprise	0.289
inviting	e mema	surprise	0.289
greeting	ho lumelisa	surprise	0.289
candid	e tsitsitseng	surprise	0.281
resignation	ho itokolla mosebetsing	surprise	0.281
trip	leeto	surprise	0.281
accolade	ho kopa	surprise	0.281
labor	mosebetsi	surprise	0.281
stare	sheba	surprise	0.273
glimmer	ho phatsimolla	surprise	0.266
invite	memela	surprise	0.266
somatic	somatic	surprise	0.266
admire	khahloa	surprise	0.266
immerse	qoelisa	surprise	0.266
festival	mokete	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	lefella	surprise	0.266
insolvency	ho senya	surprise	0.266
playful	bapala	surprise	0.266
complement	tlatsetsa	surprise	0.258
receiving	ho amohela	surprise	0.258
hypothesis	khopolo-taba	surprise	0.258
laugh	tšeha	surprise	0.258
chuckle	khahlela	surprise	0.258
honeymoon	motsoalle oa lenyalo	surprise	0.250
marry	kena lenyalong	surprise	0.242
independence	boipuso	surprise	0.242
opera	opera	surprise	0.242
pleasant	e monate	surprise	0.242
rhythmical	e utloahalang	surprise	0.234
assessment	tlhahlobo	surprise	0.234
hopeful	ho na le tšepo	surprise	0.234
trophy	tlhōlisano	surprise	0.234
holiness	khalalelo	surprise	0.234
chant	pina	surprise	0.234
leave	tloha	surprise	0.234
procession	mokoloko	surprise	0.227
placard	lebokose	surprise	0.227
deal	sebetsana	surprise	0.227
cherish	rata	surprise	0.219
good	e ntle	surprise	0.219
shopping	ho reka	surprise	0.219
musical	'mino	surprise	0.219
shell	shell	surprise	0.211
dawn	mafube	surprise	0.211
simplify	e nolofatsa	surprise	0.211
purity	ho hloeka	surprise	0.203
nullify	u se ke ua etsa joalo	surprise	0.203
money	chelete	surprise	0.203
sweet	monate	surprise	0.203
morals	boitšoaro	surprise	0.203
synchronize	lumellana	surprise	0.195
preservative	mohlokomeli	surprise	0.195
humanitarian	thuso ea liphallelo	surprise	0.195
unfulfilled	e sa phethahaleng	surprise	0.195
precious	ea bohlokoa	surprise	0.195
obliging	e tlamehile	surprise	0.188
singularly	ka bonngoe	surprise	0.188
foresee	ho bona esale pele	surprise	0.180
pray	rapela	surprise	0.180
graduation	ho fuoa mangolo	surprise	0.180
lovely	e ratehang	surprise	0.180
sun	letsatsi	surprise	0.172
art	bonono	surprise	0.172
mouth	molomo	surprise	0.172
youth	bocha	surprise	0.172
thirst	nyori	surprise	0.172
young	e monyenyane	surprise	0.164
goodness	molemo	surprise	0.164
overdue	ho feta nako	surprise	0.156
visor	phofu	surprise	0.156
practiced	e tloaelehileng	surprise	0.156
latent	latent	surprise	0.156
loyal	ea tšepahalang	surprise	0.148
expect	lebella	surprise	0.148
destination	moo u eang teng	surprise	0.148
wireless	e se nang mohala	surprise	0.148
quote	qotsa	surprise	0.141
slush	slush	surprise	0.141
infant	lesea	surprise	0.141
cream	tranelate	surprise	0.141
playground	sebaka sa lipapali	surprise	0.133
organization	mokhatlo	surprise	0.125
teach	ruta	surprise	0.125
vote	ho vouta	surprise	0.125
smile	bososela	surprise	0.117
weight	boima ba 'mele	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	botsoalle	surprise	0.109
cable	cable	surprise	0.109
sunny	letsatsi le likele	surprise	0.102
steady	e tsitsitseng	surprise	0.094
leisure	boithabiso	surprise	0.086
peaceful	khotso	surprise	0.086
spa	spa	surprise	0.086
tree	sefate	surprise	0.078
picnic	pikiniki	surprise	0.078
worm	sebōkō	surprise	0.055
truthfulness	'nete	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	ea tšepahala	trust	0.867
honest	botšepehi	trust	0.844
honesty	botšepehi	trust	0.844
honor	tlhompho	trust	0.844
truth	'nete	trust	0.844
truthful	'nete	trust	0.836
trusting	ho tšepa	trust	0.836
brotherhood	kamano ea bara ba motho	trust	0.820
entrust	tšepisa	trust	0.812
committed	e ikemiselitse	trust	0.805
integrity	botšepehi	trust	0.805
loyalty	botšepehi	trust	0.805
honorable	hlompheha	trust	0.805
credibility	ho tšepahala	trust	0.805
trust	tšepa	trust	0.805
faithful	ea tšepahalang	trust	0.797
sincere	e le kannete	trust	0.797
responsible	ea ikarabellang	trust	0.789
partnership	bonngoe	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	bohlale	trust	0.789
oath	kano	trust	0.781
verification	netefatso	trust	0.781
vow	boitlamo	trust	0.781
cooperative	ho sebelisana	trust	0.781
respectable	hlompheha	trust	0.773
credible	hoa tšepahala	trust	0.773
hero	hero	trust	0.773
sisterhood	botsoalle	trust	0.773
promise	tšepiso	trust	0.773
verified	netefatsoa	trust	0.773
qualified	ba tšoaneleha	trust	0.766
respected	hlomphuoa	trust	0.766
authentication	bopaki	trust	0.766
compassion	qenehelo	trust	0.759
reputable	e hlomphehang	trust	0.758
safekeeping	ho sireletsa	trust	0.758
reliability	ho tšepahala	trust	0.758
moral	boitšoaro	trust	0.758
love	lerato	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ho amoheloa	trust	0.758
stable	tsitsitseng	trust	0.750
friend	motsoalle	trust	0.750
genuine	e le kannete	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	bokhoni	trust	0.750
loyal	ea tšepahalang	trust	0.750
ally	molekane	trust	0.750
safeguard	sireletsa	trust	0.750
companion	motsoalle	trust	0.750
advised	e eletsoa	trust	0.750
authentic	e nepahetse	trust	0.750
respect	tlhompho	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	bolokolohi	trust	0.742
proven	e pakoa	trust	0.742
respects	litlhompho	trust	0.742
faith	tumelo	trust	0.742
wholesome	e ntle	trust	0.742
heartfelt	ho tloha botebong ba pelo	trust	0.734
unification	bonngoe	trust	0.734
protecting	ho sireletsa	trust	0.734
reassurance	khothatso	trust	0.734
admirable	e babatsehang	trust	0.734
trustee	trustee	trust	0.734
supporter	motšehetsi	trust	0.734
confirmation	netefatso	trust	0.734
respectful	ho hlompha	trust	0.734
alliance	bonngoe	trust	0.727
equality	ho lekana	trust	0.727
friendship	setsoalle	trust	0.727
agreement	tumellano	trust	0.727
fact	'nete	trust	0.727
confident	kholisehile	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ho lumela	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	bokhabane	trust	0.727
credential	bopaki	trust	0.727
closeness	ho atamela	trust	0.719
authenticate	nete	trust	0.719
intelligence	bohlale	trust	0.719
virtue	bokhabane	trust	0.719
honored	hlomphuoa	trust	0.719
virtuous	e ntle	trust	0.719
kindred	motsoalle	trust	0.719
charitable	mohau	trust	0.711
dedication	boinehelo	trust	0.711
guarantee	tiiso	trust	0.711
cooperation	tšebelisano	trust	0.711
creditable	ho khoneha	trust	0.711
consistency	ho tsitsisa	trust	0.711
allegiance	botšepehi	trust	0.711
cooperating	ho sebelisana	trust	0.711
straightforward	ho toba	trust	0.711
determination	boikemisetso	trust	0.711
justice	toka	trust	0.711
sanctuary	sehalalelo	trust	0.703
nurture	hōlisa	trust	0.703
innocent	ba hlokang molato	trust	0.703
admire	khahloa	trust	0.703
assurance	tiisetso	trust	0.703
morality	boitšoaro	trust	0.703
prepared	e lokiselitsoe	trust	0.703
friendliness	botsoalle	trust	0.703
reliable	tse tšepahalang	trust	0.703
mentor	mentor	trust	0.703
guardianship	tlhokomelo	trust	0.703
fulfilled	e phethahetse	trust	0.703
reverence	tlhompho	trust	0.703
proof	bopaki	trust	0.703
admiration	tlhompho	trust	0.703
mother	'mè	trust	0.703
protected	e sirelelitsoe	trust	0.703
motherhood	ho ba 'mè	trust	0.703
marriage	lenyalo	trust	0.695
skillful	tsebo	trust	0.695
indestructible	e ke keng ea senyeha	trust	0.695
guardian	mohlokomeli	trust	0.695
accountable	ikarabella	trust	0.695
courage	sebete	trust	0.695
bodyguard	molebeli	trust	0.695
agreeable	lumellane	trust	0.695
scientist	rasaense	trust	0.695
allied	li kopantsoe	trust	0.695
compassionate	qenehelo	trust	0.695
humanitarian	thuso ea liphallelo	trust	0.695
approving	ho amohela	trust	0.695
united	bonngoeng	trust	0.695
pact	selekane	trust	0.695
certified	netefalitsoeng	trust	0.695
morals	boitšoaro	trust	0.695
esteem	tlhompho	trust	0.688
secure	sireletsehile	trust	0.688
perfection	phetheho	trust	0.688
