word	Sindhi-sd	emotion	emotion-intensity-score
credential	صحيح آهي	trust	0.727
closeness	جلدي	trust	0.719
authenticate	مستند	trust	0.719
intelligence	ذليل	trust	0.719
virtue	فضيلت	trust	0.719
honored	عزت وارو	trust	0.719
virtuous	نيڪي	trust	0.719
kindred	مهربان	trust	0.719
charitable	خيرات	trust	0.711
dedication	وقف	trust	0.711
guarantee	ضمانت	trust	0.711
cooperation	تعاون	trust	0.711
creditable	اعتبار سان	trust	0.711
consistency	استحڪام	trust	0.711
allegiance	بيعت	trust	0.711
cooperating	تعاون	trust	0.711
straightforward	سڌو سنئون	trust	0.711
determination	پابندي	trust	0.711
justice	انصاف	trust	0.711
sanctuary	حرمت	trust	0.703
nurture	نڀائڻ	trust	0.703
innocent	معصوم	trust	0.703
admire	مهرباني ڪري رهيو آهي	trust	0.703
assurance	يقينن	trust	0.703
morality	ماڻهوء کي	trust	0.703
prepared	تيار ڪيل	trust	0.703
friendliness	دوستي	trust	0.703
reliable	قابل اعتماد	trust	0.703
mentor	مرشد	trust	0.703
guardianship	سرپرست	trust	0.703
fulfilled	پورو ٿيو	trust	0.703
reverence	عنايت	trust	0.703
proof	دليل	trust	0.703
admiration	تعريف	trust	0.703
mother	ماءُ	trust	0.703
protected	محفوظ آهي	trust	0.703
motherhood	ڄمار	trust	0.703
marriage	شادي	trust	0.695
skillful	سمجھو	trust	0.695
indestructible	غير جانبدار آهي	trust	0.695
guardian	سرپرست	trust	0.695
accountable	اڪائونٽبل	trust	0.695
courage	جرئت	trust	0.695
bodyguard	محافظ	trust	0.695
agreeable	رضامندي	trust	0.695
scientist	سائنسدان	trust	0.695
allied	متحد ٿيو	trust	0.695
compassionate	رحم ڪندڙ	trust	0.695
humanitarian	انسانيت	trust	0.695
approving	منظور ڪيو ويو	trust	0.695
united	متحد	trust	0.695
pact	رابطو	trust	0.695
certified	تصديق ٿيل	trust	0.695
morals	اخلاقيات	trust	0.695
esteem	عزت	trust	0.688
secure	محفوظ	trust	0.688
perfection	تڪميل	trust	0.688
guidance	ھدايت	trust	0.688
competent	مستحق	trust	0.688
authenticity	صداقت	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	حقائق آهي	trust	0.688
humanity	انسانيت	trust	0.688
solidity	استحڪام	trust	0.688
adviser	صلاحڪار	trust	0.688
pledge	عهد	trust	0.688
believed	يقين ڪيو	trust	0.688
understanding	سمجهيو	trust	0.688
monogamy	منڊي	trust	0.688
expertise	ماهر	trust	0.680
diplomatic	سفارتي	trust	0.680
confidential	خفيه	trust	0.680
hope	اميد آهي	trust	0.680
protector	سڄڻ	trust	0.680
agreeing	اتفاق ڪيو	trust	0.680
diligence	خوشگوار	trust	0.680
official	سرڪاري	trust	0.680
affirm	تصديق ڪريو	trust	0.680
indivisible	اڻ پڙهيل	trust	0.680
grandfather	ڏاڏو	trust	0.680
humble	ذلت	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	وڪيل	trust	0.680
elders	بزرگ	trust	0.680
goodness	ڀلائي	trust	0.680
commendable	قابل اعتماد آهي	trust	0.680
inspire	متاثر ڪيو	trust	0.680
approve	منظور ڪيو	trust	0.680
confide	پريشان ٿيو	trust	0.680
professional	ڪاروبار	trust	0.680
familiarity	واقفيت	trust	0.680
leader	aggwan	trust	0.680
confirmed	تصديق ٿيل	trust	0.680
acceptance	قبوليت	trust	0.680
benevolence	تڪليف	trust	0.672
dignity	عزت	trust	0.672
harmoniously	سمجھو	trust	0.672
mastery	حاصل آهي	trust	0.672
unwavering	بيحد رهڻ	trust	0.672
accredited	اعتبار سان	trust	0.672
healing	شفا ڏيڻ	trust	0.672
encyclopedia	انسائيڪلوپيڊيا سنڌي	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	پاڪائي	trust	0.672
cohesive	هڪڙو	trust	0.672
covenant	عهد	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	غلط آهي	trust	0.672
safe	محفوظ	trust	0.672
intelligent	ذھني	trust	0.672
merit	ماڻڪ	trust	0.664
impeccable	اڻ پڙهيل	trust	0.664
affirmatively	معتبر طور تي	trust	0.664
spiritual	روحاني	trust	0.664
advocate	وڪيل	trust	0.664
team	ٽيم	trust	0.664
heroic	ويڪرو	trust	0.664
communicate	ڳالھائڻ	trust	0.664
disciple	شاگرد	trust	0.664
expert	ماهر	trust	0.664
proficient	ماهر	trust	0.664
specialist	ماهر	trust	0.664
ambassador	سفير	trust	0.664
accept	قبول ڪيو	trust	0.664
attestation	تعارف	trust	0.664
supporting	حمايت ڪرڻ	trust	0.664
reliance	راضي	trust	0.664
authority	اختيار	trust	0.664
accountability	احتساب	trust	0.664
guidebook	ھدايت وارو ڪتاب	trust	0.664
fulfillment	پورو	trust	0.664
strengthening	مضبوط ٿيندو	trust	0.661
familiar	واقف	trust	0.656
facts	حقيقتون	trust	0.656
achieve	حاصل ڪرڻ	trust	0.656
warranty	وارنٽي	trust	0.656
structure	جوڙجڪ	trust	0.656
steadfast	ثابت ٿيو	trust	0.656
favorable	مناسب	trust	0.656
counsel	صلاح	trust	0.656
relationship	رشتي	trust	0.656
scientific	سائنسي	trust	0.656
gentleman	سجمان	trust	0.656
strength	طاقت	trust	0.656
elder	وڏو	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	پاڪائي	trust	0.656
excellent	چڱو	trust	0.656
proficiency	ماڻهون	trust	0.656
constancy	تڪليف	trust	0.656
defended	دفاع ڪيو	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	جيترو آهي	trust	0.648
heroism	هيروزم	trust	0.648
peaceful	امن پسند	trust	0.648
competency	صلاحيت	trust	0.648
assuredly	يقين سان	trust	0.648
brother	ڀاءُ	trust	0.648
counselor	صلاحڪار	trust	0.648
successful	ڪامياب	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	محافظ	trust	0.648
saint	درويش	trust	0.648
harmony	همايون	trust	0.648
matrimony	فطرت	trust	0.648
noble	ستو	trust	0.648
inspiration	प्रेरاني	trust	0.648
academic	تعليمي	trust	0.648
assist	مدد ڪرڻ	trust	0.648
agreed	اتفاق ڪيو	trust	0.648
uphold	ڪٽيو	trust	0.648
comrade	ڪامريڊ	trust	0.648
lovable	پيارو	trust	0.648
advisable	صلاحڪار	trust	0.648
solidarity	وحدت	trust	0.648
worthy	لائق آهي	trust	0.643
durability	استحڪام	trust	0.641
coexist	مڪاني	trust	0.641
assure	يقين رکو	trust	0.641
establish	قائم ڪريو	trust	0.641
benefactor	فائدي ڏيندڙ	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ڇوڙيندڙ	trust	0.641
loving	پيار ڪندڙ	trust	0.641
teacher	استاد	trust	0.641
judiciary	عدليه	trust	0.641
conscientious	بااثر	trust	0.641
confidence	اعتماد	trust	0.641
lawful	حلال	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	نوڪري	trust	0.641
champion	چيمپئن	trust	0.641
unity	اتحاد	trust	0.641
legal	قانوني	trust	0.641
kind	قسم	trust	0.641
credence	اعتبار	trust	0.641
real	حقيقي	trust	0.641
doctor	ڊاڪٽر	trust	0.641
intimate	مباحثو	trust	0.634
hopeful	اميد آهي	trust	0.633
fortitude	قلعو	trust	0.633
physician	طبيب	trust	0.633
brotherly	ڀاء	trust	0.633
aspiration	سڪ	trust	0.633
convincing	سمجهڻ	trust	0.633
sanctification	پاڪائي	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	گهرج	trust	0.633
courageous	باهمي	trust	0.633
soundness	آواز	trust	0.633
legitimacy	قانوني طور تي	trust	0.633
endorse	پوئتي	trust	0.633
fidelity	مخلص	trust	0.633
bless	برڪت ڪيو	trust	0.633
judicial	عدليه	trust	0.633
important	اھم	trust	0.633
saintly	درويش	trust	0.633
conscience	ضمير	trust	0.633
therapeutic	علاج	trust	0.633
authorize	اختيار ڏيڻ	trust	0.633
devotional	عقيدت	trust	0.633
practiced	عملي طور تي	trust	0.633
backbone	پٺتي	trust	0.633
approved	منظور ٿيل	trust	0.633
evident	ظاهر آهي	trust	0.625
encourage	همٿ	trust	0.625
caretaker	نگران	trust	0.625
regard	جي حوالي سان	trust	0.625
angel	فرشتو	trust	0.625
engaged	مصروف	trust	0.625
blessing	نعمت	trust	0.625
professorship	پروفيسر	trust	0.625
majestic	وڏو	trust	0.625
communication	رابطا	trust	0.625
purify	پاڪ ٿيو	trust	0.625
authorization	اختيار ڏيڻ	trust	0.625
wonderful	عجيب	trust	0.625
achievement	ڪاميابي	trust	0.625
fireman	باهه	trust	0.625
certify	تصديق ڪريو	trust	0.625
civilized	تهذيب	trust	0.625
profound	گندو	trust	0.625
accurate	صحيح	trust	0.625
assured	يقين ڏياريو	trust	0.625
positivity	مثبتيت	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	سٺو	trust	0.617
absolution	نظريا	trust	0.617
commend	انجام ڏنو	trust	0.617
cherish	بچي ويو	trust	0.617
fundamental	بنيادي	trust	0.617
advice	صلاح	trust	0.617
objective	مقصد	trust	0.617
optimism	خوشحالي	trust	0.617
testament	عهد نامي	trust	0.617
qualities	خاصيتون	trust	0.617
haven	جنت	trust	0.617
heroine	ناهي	trust	0.617
constantly	مسلسل	trust	0.617
appreciation	تعریف	trust	0.617
triumphant	فتح	trust	0.617
accord	اتفاق	trust	0.617
reassure	يقين رکو	trust	0.617
truce	ٽڪر	trust	0.617
thoughtful	سمجھو	trust	0.617
teach	سکيو	trust	0.617
god	خدا	trust	0.617
corroborate	اطمينان	trust	0.617
believer	مؤمن	trust	0.617
unimpeachable	اڻ ڄاتل	trust	0.617
surety	يقيني	trust	0.617
attentive	سمجهو	trust	0.617
gospel	خوشخبري	trust	0.617
bedrock	بستري	trust	0.617
approvement	منظوري	trust	0.617
planning	منصوبابندي	trust	0.617
rational	منطقي	trust	0.617
passionate	جوش	trust	0.617
happy	خوش ٿيو	trust	0.609
babysitter	نينگر	trust	0.609
brilliant	شاندار	trust	0.609
praise	حمد	trust	0.609
definitive	نڀاڳو	trust	0.609
considerate	غور سان	trust	0.609
patron	سرپرست	trust	0.609
scripture	تعليم	trust	0.609
heal	شفا	trust	0.609
praiseworthy	قابل تعريف آهي	trust	0.609
steward	اسٽوريج	trust	0.609
awareness	شعور	trust	0.609
officer	آفيسر	trust	0.609
purification	پاڪ	trust	0.609
excel	هڪٻئي	trust	0.609
civilization	تهذيب	trust	0.609
liking	پسند	trust	0.609
comfort	آرام	trust	0.609
magnificence	شاندار آهي	trust	0.609
notary	نهاريو	trust	0.609
progression	ترقي	trust	0.609
mediator	ثالث	trust	0.609
blessings	برڪت واري	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	صلاح ڏيو	trust	0.609
brave	بهادر	trust	0.602
experienced	تجربو ٿيو	trust	0.602
steady	مستحڪم	trust	0.602
enlightenment	روشني	trust	0.602
brighten	روشني	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	پورو ٿيو	trust	0.602
witness	شاھدي	trust	0.602
humility	عاجزي	trust	0.602
sympathetic	نرمي سان	trust	0.602
helpful	مددگار	trust	0.602
symmetry	سمجهه	trust	0.602
unquestionable	قابل قدر	trust	0.602
peace	صلح	trust	0.602
transcendence	ٽرانسڪشن	trust	0.602
serenity	زندگي	trust	0.602
embrace	گندو آهي	trust	0.602
inspired	حوالو	trust	0.602
mainstay	مکيه	trust	0.602
unconditional	غير مشروط	trust	0.602
guarded	بچايو	trust	0.602
identify	سڃاڻپ	trust	0.602
marry	شادي	trust	0.594
grant	خليفو	trust	0.594
depend	ڀاڙي	trust	0.594
complimentary	فرمانبرداري	trust	0.594
spouse	ڇوڪرو	trust	0.594
tranquility	مزار	trust	0.594
vigilant	محافظ	trust	0.594
ministry	وزارت	trust	0.594
fairly	چڱو	trust	0.594
philanthropic	فلسفي	trust	0.594
openly	کليل	trust	0.594
generous	سخي	trust	0.594
strengthen	مضبوط ڪريون	trust	0.594
gratitude	احسان	trust	0.594
befriend	پريم	trust	0.594
substantiate	ثابت ڪر	trust	0.594
praised	تعريف ڪيو	trust	0.594
admiral	ایڈمرل	trust	0.594
regent	ريٽيو	trust	0.594
sage	بابا	trust	0.594
assessment	جائزي	trust	0.594
enlighten	روشن خيال	trust	0.594
eminence	ايمانداري	trust	0.594
commendation	تجويز	trust	0.594
efficient	موثر	trust	0.594
nurse	نرس	trust	0.594
visionary	بصريت	trust	0.594
generosity	سخاوت	trust	0.594
vigilance	محيط	trust	0.594
endowment	بندش	trust	0.594
council	ڪائونسل	trust	0.594
sweetheart	مٺو	trust	0.589
attest	ثابت ٿيو	trust	0.586
prestige	وقار	trust	0.586
serene	سيرين	trust	0.586
unfailing	غير قانوني	trust	0.586
testimony	شاھدي	trust	0.586
checklist	چيڪليٽ	trust	0.586
inheritance	وراثت	trust	0.586
monk	بندر	trust	0.586
godly	الله سائين	trust	0.586
compliance	فرمانبرداري	trust	0.586
rooted	جڙيل	trust	0.586
constitutional	آئيني	trust	0.586
conservation	تحفظ	trust	0.586
bylaw	ٻيڙي	trust	0.586
helper	مددگار	trust	0.586
joyful	خوشيء سان	trust	0.586
collectively	مجموعي طور تي	trust	0.586
meritorious	شفيق	trust	0.586
acclaim	اقليمي	trust	0.586
diplomacy	سفارتي	trust	0.586
educational	تعليمي	trust	0.586
husbandry	ميري	trust	0.586
share	حصيداري ڪريو	trust	0.586
enjoying	مزو وٺندو	trust	0.586
firmness	ثابت قدمي	trust	0.586
convince	سمجهايو	trust	0.586
designation	نامزدگي	trust	0.586
tribe	قبيلو	trust	0.586
victory	فتح	trust	0.586
magnificent	شاندار آهي	trust	0.586
lovely	پيارو	trust	0.586
seniority	سينگاريو	trust	0.586
angelic	فرشتي	trust	0.586
ambition	لوڀ	trust	0.586
father	پيءُ	trust	0.586
mate	مطلب	trust	0.586
sobriety	مذاق	trust	0.586
revere	عنايت	trust	0.586
delegate	وفد	trust	0.586
navigator	ويجهو	trust	0.578
watchdog	ڏسڻ	trust	0.578
obey	فرمانبرداري ڪريو	trust	0.578
cheerfulness	خوش مزاج	trust	0.578
inviting	دعوت ڏيڻ	trust	0.578
judge	جج	trust	0.578
irrefutable	غير مناسب	trust	0.578
philanthropist	انسانيت پسند	trust	0.578
careful	محتاط	trust	0.578
communion	ڪميونٽي	trust	0.578
coexisting	همٿ	trust	0.578
impartiality	نااهلگي	trust	0.578
unquestioned	غيرت جي	trust	0.578
upright	سڌو رستو	trust	0.578
authoritative	مستند	trust	0.578
structural	ٺهيل	trust	0.578
convinced	سمجهان ٿو	trust	0.578
smile	مسڪرايو	trust	0.578
commandant	ڪمانڊر	trust	0.578
dutiful	مستند آهي	trust	0.578
shelter	پناهه	trust	0.578
revival	بحال ٿيو	trust	0.578
professor	پروفيسر	trust	0.578
adore	پسند ڪيو	trust	0.578
legalized	قانوني طور تي	trust	0.578
punctual	محتاج	trust	0.570
counsellor	صلاحڪار	trust	0.570
complement	پورو	trust	0.570
corroboration	بگڙيل	trust	0.570
immaculate	نرمل	trust	0.570
relative	لاڳاپيل	trust	0.570
apostle	رسول خدا!	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	ملندڙ	trust	0.570
insure	بيماري	trust	0.570
plausible	مناسب	trust	0.570
consult	صلاحڪار	trust	0.570
modest	معمولي	trust	0.570
measured	ماپي	trust	0.570
pilot	پائيٽ	trust	0.570
collaborator	مددگار	trust	0.570
advise	صلاح ڏيو	trust	0.570
cuddle	ڪچو	trust	0.570
ordinance	آرڊيننس	trust	0.570
compass	گهرو	trust	0.570
guide	ھدايت	trust	0.570
everlasting	هميشه دائمي	trust	0.570
adhering	نصيحت وٺندو	trust	0.570
determinate	سمجهان ٿو	trust	0.570
heavenly	جنت ۾	trust	0.570
principal	پرنسپل	trust	0.570
abundance	اڪثريت	trust	0.570
matron	ميوا	trust	0.570
unequivocal	غير يقيني	trust	0.570
volunteers	رضاکار	trust	0.570
pedigree	پيدائش	trust	0.570
unquestionably	اتفاق سان	trust	0.570
pertinent	مستند	trust	0.562
devout	عقيدتمند	trust	0.562
curable	مناسب	trust	0.562
insight	بصيرت	trust	0.562
congregation	جماعت	trust	0.562
admit	داخل ڪندا	trust	0.562
pleasant	خوشگوار آهي	trust	0.562
vigorous	مضبوط	trust	0.562
fort	قلعو	trust	0.562
remarkable	قابل ذڪر آهي	trust	0.562
content	مواد	trust	0.562
spotless	بي عيب	trust	0.562
uplift	ڦاٽل	trust	0.562
compensate	معاوضي	trust	0.562
lovemaking	پيار ڪرڻ	trust	0.562
jury	جووري	trust	0.562
jurist	وڪيل	trust	0.562
soothing	سواري	trust	0.562
ordination	حڪم	trust	0.562
cohesion	جوزف	trust	0.562
frankness	صاف	trust	0.562
strong	مضبوط	trust	0.562
miracle	معجزو	trust	0.562
concordance	سمورو	trust	0.562
applaud	هن جو نالو	trust	0.562
prize	انعام	trust	0.562
apostolic	رسول	trust	0.562
succeeding	ڪامياب	trust	0.562
vitality	وحدت	trust	0.562
treasurer	خزانچي	trust	0.562
save	محفوظ ڪريو	trust	0.562
earn	ڪمائي ڏيو	trust	0.562
midwife	دائي	trust	0.555
discretion	تقسيم ڪندڙ	trust	0.555
worship	عبادت ڪريو	trust	0.555
constant	مسلسل	trust	0.555
foresight	پيش رفت	trust	0.555
vote	ووٽ	trust	0.555
cultivate	پوکي ٿو	trust	0.555
impartial	غير جانبدار	trust	0.555
illumination	روشني	trust	0.555
ambulance	ايمبولنس	trust	0.555
privacy	رازداري	trust	0.555
succeed	ڪامياب	trust	0.555
providing	مهيا ڪرڻ	trust	0.555
veteran	ماھر	trust	0.555
patience	صبر	trust	0.555
prophet	نبي	trust	0.555
coach	ڪوچ	trust	0.555
intuition	وجوهات	trust	0.555
reconciliation	صلح	trust	0.555
defender	محافظ	trust	0.555
coalesce	ڪوئلي	trust	0.555
mediate	ثالث	trust	0.555
precedence	اڳوڻي	trust	0.555
congruence	گڏجاڻي	trust	0.555
buddy	دوست	trust	0.555
reunion	رونما	trust	0.555
restorative	بحالي	trust	0.555
destined	گهڻائي	trust	0.555
physicist	جسماني	trust	0.555
influential	بااثر	trust	0.555
exalt	مثل آهي	trust	0.555
greatness	عظمت	trust	0.555
inclusion	شامل آهي	trust	0.555
auditor	آڊيٽر	trust	0.555
meditate	غور ڪريو	trust	0.555
betrothed	ڀٽيل	trust	0.555
proud	فخر آهي	trust	0.547
provide	مهيا ڪريو	trust	0.547
conciliation	رضامندي	trust	0.547
ancestral	اڳوڻي	trust	0.547
liberty	آزادي	trust	0.547
durable	پائيدار	trust	0.547
impenetrable	ناجائز	trust	0.547
prudent	جاگيردار	trust	0.547
invocation	دعا آهي	trust	0.547
engaging	مشڪل	trust	0.547
statement	بيان	trust	0.547
rejoice	خوش ٿيو	trust	0.547
cheer	خوشي	trust	0.547
eyewitness	شاهدي	trust	0.547
prevalent	اڳوڻي	trust	0.547
securities	ننڍيون شيون	trust	0.547
friendly	دوست	trust	0.547
salvation	نجات	trust	0.547
independence	آزادي	trust	0.547
govern	حڪومت	trust	0.547
forgive	معاف ڪجو	trust	0.547
commanding	حڪم	trust	0.547
convent	کائڻ	trust	0.547
reinforcement	تڪليف	trust	0.547
law	قانون	trust	0.547
