word	Marathi-mr	emotion	emotion-intensity-score
authoritative	अधिकृत	trust	0.578
structural	स्ट्रक्चरल	trust	0.578
convinced	खात्री पटली	trust	0.578
smile	स्मित	trust	0.578
commandant	कमांडंट	trust	0.578
dutiful	कर्तव्यतत्पर	trust	0.578
shelter	निवारा	trust	0.578
revival	पुनरुज्जीवन	trust	0.578
professor	प्राध्यापक	trust	0.578
adore	पूजा करणे	trust	0.578
legalized	वैध	trust	0.578
punctual	वक्तशीर	trust	0.570
counsellor	सल्लागार	trust	0.570
complement	पूरक	trust	0.570
corroboration	बळकटी	trust	0.570
immaculate	निर्दोष	trust	0.570
relative	नातेवाईक	trust	0.570
apostle	प्रेषित	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	जुळवून घेणारा	trust	0.570
insure	विमा उतरवणे	trust	0.570
plausible	वाजवी	trust	0.570
consult	सल्ला	trust	0.570
modest	विनम्र	trust	0.570
measured	मोजमाप	trust	0.570
pilot	पायलट	trust	0.570
collaborator	सहयोगी	trust	0.570
advise	सल्ला द्या	trust	0.570
cuddle	कुरवाळणे	trust	0.570
ordinance	अध्यादेश	trust	0.570
compass	होकायंत्र	trust	0.570
guide	मार्गदर्शन	trust	0.570
everlasting	सार्वकालिक	trust	0.570
adhering	पालन	trust	0.570
determinate	निर्धारित	trust	0.570
heavenly	स्वर्गीय	trust	0.570
principal	प्राचार्य	trust	0.570
abundance	भरपूर प्रमाणात असणे	trust	0.570
matron	मॅट्रॉन	trust	0.570
unequivocal	अस्पष्ट	trust	0.570
volunteers	स्वयंसेवक	trust	0.570
pedigree	वंशावळ	trust	0.570
unquestionably	निर्विवादपणे	trust	0.570
pertinent	समर्पक आहे	trust	0.562
devout	धर्माभिमानी	trust	0.562
curable	बरा करता येण्याजोगा	trust	0.562
insight	अंतर्दृष्टी	trust	0.562
congregation	मंडळी	trust	0.562
admit	प्रवेश देणे	trust	0.562
pleasant	आनंददायी	trust	0.562
vigorous	जोमदार	trust	0.562
fort	फोर्ट	trust	0.562
remarkable	उल्लेखनीय	trust	0.562
content	सामग्री	trust	0.562
spotless	निष्कलंक	trust	0.562
uplift	उन्नती	trust	0.562
compensate	भरपाई	trust	0.562
lovemaking	प्रेमसंबंध	trust	0.562
jury	जूरी	trust	0.562
jurist	कायदेपंडित	trust	0.562
soothing	सुखदायक	trust	0.562
ordination	समन्वय	trust	0.562
cohesion	एकत्रीकरण	trust	0.562
frankness	स्पष्टपणा	trust	0.562
strong	मजबूत	trust	0.562
miracle	चमत्कार	trust	0.562
concordance	सुसंवाद	trust	0.562
applaud	प्रशंसा	trust	0.562
prize	पारितोषिक	trust	0.562
apostolic	येशूच्या बारा अनुयायांपैकी	trust	0.562
succeeding	त्यानंतर	trust	0.562
vitality	चेतना	trust	0.562
treasurer	कोषाध्यक्ष	trust	0.562
save	जतन करा	trust	0.562
earn	कमवा	trust	0.562
midwife	सुदैवाने	trust	0.555
discretion	विवेक	trust	0.555
worship	उपासना	trust	0.555
constant	स्थिर	trust	0.555
foresight	दूरदृष्टी	trust	0.555
vote	मत द्या	trust	0.555
cultivate	विकसित करा	trust	0.555
impartial	निःपक्षपाती	trust	0.555
illumination	प्रदीपन	trust	0.555
ambulance	रुग्णवाहिका	trust	0.555
privacy	गोपनीयता	trust	0.555
succeed	यशस्वी	trust	0.555
providing	प्रदान	trust	0.555
veteran	अनुभवी	trust	0.555
patience	संयम	trust	0.555
prophet	संदेष्टा	trust	0.555
coach	प्रशिक्षक	trust	0.555
intuition	अंतर्ज्ञान	trust	0.555
reconciliation	सलोखा	trust	0.555
defender	बचावकर्ता	trust	0.555
coalesce	एकसंध	trust	0.555
mediate	मध्यस्थी	trust	0.555
precedence	प्राधान्य	trust	0.555
congruence	एकरुपता	trust	0.555
buddy	मित्र	trust	0.555
reunion	पुनर्मीलन	trust	0.555
restorative	पुनरुत्थानशील	trust	0.555
destined	नियत	trust	0.555
physicist	भौतिकशास्त्रज्ञ	trust	0.555
influential	प्रभावशाली	trust	0.555
exalt	उंच	trust	0.555
greatness	महानता	trust	0.555
inclusion	समाविष्ट करणे	trust	0.555
auditor	लेखापरीक्षक	trust	0.555
meditate	चिंतन	trust	0.555
betrothed	वाग्दत्त केले	trust	0.555
proud	अ भी मा न	trust	0.547
provide	प्रदान	trust	0.547
conciliation	सलोखा	trust	0.547
ancestral	पिढीजात	trust	0.547
liberty	स्वातंत्र्य	trust	0.547
durable	टिकाऊ	trust	0.547
impenetrable	अभेद्य	trust	0.547
prudent	विवेकपूर्ण	trust	0.547
invocation	आवाहन	trust	0.547
engaging	आकर्षक	trust	0.547
statement	विधान	trust	0.547
rejoice	आनंद करा	trust	0.547
cheer	चीअर	trust	0.547
eyewitness	प्रत्यक्षदर्शी	trust	0.547
prevalent	प्रचलित	trust	0.547
securities	सिक्युरिटीज	trust	0.547
friendly	अनुकूल	trust	0.547
salvation	तारण	trust	0.547
independence	स्वातंत्र्य	trust	0.547
govern	शासकीय	trust	0.547
forgive	माफ करा	trust	0.547
commanding	कमांडिंग	trust	0.547
convent	मठ	trust	0.547
reinforcement	मजबुतीकरण	trust	0.547
law	कायदा	trust	0.547
registry	रेजिस्ट्री	trust	0.547
temperate	समशीतोष्ण	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	तयारी	trust	0.547
heritage	वारसा	trust	0.547
chronicle	इतिहास	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	एकूण	trust	0.539
institute	संस्था	trust	0.539
applause	प्रशंसा	trust	0.539
architecture	आर्किटेक्चर	trust	0.539
obvious	स्पष्ट	trust	0.539
recovery	पुनर्प्राप्ती	trust	0.539
inimitable	अननुरूप	trust	0.539
relevant	संबंधित	trust	0.539
responsive	प्रतिसाद	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	सूचना	trust	0.539
define	परिभाषित	trust	0.539
delightful	मोहक	trust	0.539
antidote	विषावरचा उतारा	trust	0.539
admitting	admitting	trust	0.539
psalms	स्तोत्र	trust	0.539
stamina	तग धरण्याची क्षमता	trust	0.539
majority	बहुसंख्य	trust	0.539
inoculation	रोगप्रतिबंधक लस टोचणे	trust	0.539
perfect	परिपूर्ण	trust	0.539
obedience	आज्ञाधारकपणा	trust	0.539
memorable	संस्मरणीय	trust	0.539
chastity	शुद्धता	trust	0.539
proctor	प्रोक्टर	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	नियमितपणा	trust	0.539
forefathers	पूर्वज	trust	0.539
immovable	अचल	trust	0.539
eager	उत्सुक	trust	0.539
aspiring	महत्त्वाकांक्षी	trust	0.539
obliging	बंधनकारक	trust	0.539
reinforcements	सैनिक	trust	0.539
tantamount	समान संख्या	trust	0.539
exalted	उदार	trust	0.539
hospital	रूग्णालय	trust	0.531
retirement	निवृत्ती	trust	0.531
strive	प्रयत्न करा	trust	0.531
edification	सुधारणा	trust	0.531
candid	स्पष्ट	trust	0.531
deed	कृत्य	trust	0.531
school	शाळा	trust	0.531
cradle	पाळणा	trust	0.531
transcript	उतारा	trust	0.531
accompaniment	साथीदार	trust	0.531
doubtless	नि: संशय	trust	0.531
rescue	बचाव	trust	0.531
seal	शिक्का	trust	0.531
expedient	उपयुक्त	trust	0.531
ballot	मतपत्रिका	trust	0.531
deliverance	मोक्ष	trust	0.531
heavens	आकाश	trust	0.531
fraternal	भ्रातृव्रत	trust	0.531
dependent	अवलंबून	trust	0.531
answerable	उत्तरदायी	trust	0.531
center	केंद्र	trust	0.531
analyst	विश्लेषक	trust	0.531
firstborn	ज्येष्ठ	trust	0.531
bloom	मोहोर	trust	0.531
inseparable	अविभाज्य	trust	0.531
bride	वधू	trust	0.531
evergreen	सदाहरित	trust	0.531
princely	राजमहाल	trust	0.531
immunization	लसीकरण	trust	0.531
refuge	आश्रय	trust	0.531
verily	खरोखरच	trust	0.531
omniscient	सर्वज्ञानी	trust	0.531
terms	अटी	trust	0.531
sponsor	प्रायोजक	trust	0.531
approbation	प्रशंसा	trust	0.527
correctness	अचूकपणा	trust	0.523
elevation	उत्थान	trust	0.523
neighbor	शेजारी	trust	0.523
unbroken	अखंड	trust	0.523
countenance	चेहरा	trust	0.523
hug	मिठी	trust	0.523
nobility	सभ्यता	trust	0.523
paragon	उत्कृष्ट नमुना	trust	0.523
coronation	राज्याभिषेक	trust	0.523
celebration	उत्सव	trust	0.523
graduation	पदवी	trust	0.523
commonwealth	राष्ट्रकुल	trust	0.523
dictionary	शब्दकोश	trust	0.523
powerful	शक्तिशाली	trust	0.523
notable	लक्षवेधी	trust	0.523
account	खाते	trust	0.523
winning	विजेता	trust	0.523
honeymoon	मधुचंद्र	trust	0.523
improvement	सुधारणा	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	खाजगी प्रार्थनामंदिरात काम करणारा धर्मोपदेशक	trust	0.523
ratify	मंजुरी देणे	trust	0.523
connoisseur	मर्मज्ञ	trust	0.523
award	पुरस्कार	trust	0.523
taught	शिकवले	trust	0.523
adoration	आराधना	trust	0.523
salutary	थकबाकी	trust	0.523
captivate	लुबाडणे	trust	0.523
liberate	मुक्त करा	trust	0.523
unimpeached	निर्जीव	trust	0.523
laureate	लॉरेट	trust	0.523
benedictory	आकृत्या	trust	0.523
feeling	भावना	trust	0.518
freely	मुक्तपणे	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	आमीन	trust	0.516
reverie	नवचैतन्य	trust	0.516
organization	संघटन	trust	0.516
framework	फ्रेमवर्क	trust	0.516
sentinel	पहारेकरी	trust	0.516
advent	प्रगती	trust	0.516
inform	माहिती द्या	trust	0.516
committee	समिती	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	मनाचा	trust	0.516
obstetrician	प्रसुतीशास्त्रातील	trust	0.516
enchanted	जादूमय	trust	0.516
formative	घडणीचा	trust	0.516
tribunal	न्यायाधिकरण	trust	0.516
association	संघटना	trust	0.516
remedy	उपाय	trust	0.516
credit	क्रेडिट	trust	0.516
nobleman	अमीर	trust	0.516
predominant	प्रामुख्याने	trust	0.516
measure	मापन करा	trust	0.516
perpetuity	शाश्वतता	trust	0.516
fully	पूर्णपणे	trust	0.516
deserve	पात्र	trust	0.516
