word	Vietnamese-vi	emotion	emotion-intensity-score
advisable	được khuyến khích	trust	0.648
solidarity	tinh thần đoàn kết	trust	0.648
worthy	xứng đáng	trust	0.643
durability	Độ bền	trust	0.641
coexist	cùng tồn tại	trust	0.641
assure	cam đoan	trust	0.641
establish	thành lập	trust	0.641
benefactor	người làm công	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	dẫn đầu	trust	0.641
loving	thương	trust	0.641
teacher	giáo viên	trust	0.641
judiciary	tư pháp	trust	0.641
conscientious	tận tâm	trust	0.641
confidence	sự tự tin	trust	0.641
lawful	hợp pháp	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	thụ phong	trust	0.641
champion	quán quân	trust	0.641
unity	đoàn kết	trust	0.641
legal	hợp pháp	trust	0.641
kind	loại	trust	0.641
credence	sự tin cậy	trust	0.641
real	thực	trust	0.641
doctor	Bác sĩ	trust	0.641
intimate	thân mật	trust	0.634
hopeful	hy vọng	trust	0.633
fortitude	sự dũng cảm	trust	0.633
physician	bác sĩ	trust	0.633
brotherly	như anh em	trust	0.633
aspiration	khát vọng	trust	0.633
convincing	thuyết phục	trust	0.633
sanctification	sự thánh hóa	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	sự kính trọng	trust	0.633
courageous	can đảm	trust	0.633
soundness	âm thanh	trust	0.633
legitimacy	tính hợp pháp	trust	0.633
endorse	xác nhận	trust	0.633
fidelity	trung thực	trust	0.633
bless	ban phước	trust	0.633
judicial	tư pháp	trust	0.633
important	quan trọng	trust	0.633
saintly	thánh thiện	trust	0.633
conscience	lương tâm	trust	0.633
therapeutic	trị liệu	trust	0.633
authorize	cho phép	trust	0.633
devotional	sùng kính	trust	0.633
practiced	thực hành	trust	0.633
backbone	xương sống	trust	0.633
approved	tán thành	trust	0.633
evident	hiển nhiên	trust	0.625
encourage	khuyến khích	trust	0.625
caretaker	giữ nhà	trust	0.625
regard	liên quan	trust	0.625
angel	Thiên thần	trust	0.625
engaged	bận	trust	0.625
blessing	phước lành	trust	0.625
professorship	chức giáo sư	trust	0.625
majestic	Hùng vĩ	trust	0.625
communication	giao tiếp	trust	0.625
purify	làm sạch	trust	0.625
authorization	sự cho phép	trust	0.625
wonderful	Tuyệt vời	trust	0.625
achievement	thành tích	trust	0.625
fireman	lính cứu hỏa	trust	0.625
certify	chứng nhận	trust	0.625
civilized	văn minh	trust	0.625
profound	thâm thúy	trust	0.625
accurate	chính xác	trust	0.625
assured	yên tâm	trust	0.625
positivity	sự tích cực	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	tốt	trust	0.617
absolution	sự giải thể	trust	0.617
commend	khen thưởng	trust	0.617
cherish	trân quý	trust	0.617
fundamental	cơ bản	trust	0.617
advice	khuyên bảo	trust	0.617
objective	mục tiêu	trust	0.617
optimism	lạc quan	trust	0.617
testament	di chúc	trust	0.617
qualities	phẩm chất	trust	0.617
haven	trú ẩn	trust	0.617
heroine	nữ anh hùng	trust	0.617
constantly	liên tục	trust	0.617
appreciation	sự đánh giá	trust	0.617
triumphant	chiến thắng	trust	0.617
accord	phù hợp	trust	0.617
reassure	trấn an	trust	0.617
truce	truce	trust	0.617
thoughtful	chu đáo	trust	0.617
teach	dạy	trust	0.617
god	Thượng Đế	trust	0.617
corroborate	làm chứng	trust	0.617
believer	Tín đồ	trust	0.617
unimpeachable	không thể hiểu được	trust	0.617
surety	bảo đảm	trust	0.617
attentive	chú ý	trust	0.617
gospel	sách Phúc Âm	trust	0.617
bedrock	nền tảng	trust	0.617
approvement	sự phê chuẩn	trust	0.617
planning	lập kế hoạch	trust	0.617
rational	hợp lý	trust	0.617
passionate	đam mê	trust	0.617
happy	vui mừng	trust	0.609
babysitter	người trông trẻ	trust	0.609
brilliant	rực rỡ	trust	0.609
praise	khen ngợi	trust	0.609
definitive	dứt khoát	trust	0.609
considerate	thận trọng	trust	0.609
patron	người bảo trợ	trust	0.609
scripture	thánh thư	trust	0.609
heal	chữa lành	trust	0.609
praiseworthy	đáng khen ngợi	trust	0.609
steward	người quản lý	trust	0.609
awareness	nhận thức	trust	0.609
officer	nhân viên văn phòng	trust	0.609
purification	thanh lọc	trust	0.609
excel	nổi trội	trust	0.609
civilization	nền văn minh	trust	0.609
liking	thích	trust	0.609
comfort	sự thoải mái	trust	0.609
magnificence	lộng lẫy	trust	0.609
notary	công chứng viên	trust	0.609
progression	sự tiến triển	trust	0.609
mediator	người hòa giải	trust	0.609
blessings	phước lành	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	giới thiệu	trust	0.609
brave	can đảm	trust	0.602
experienced	có kinh nghiệm	trust	0.602
steady	vững chắc	trust	0.602
enlightenment	giác ngộ	trust	0.602
brighten	làm sáng	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	hoàn thành	trust	0.602
witness	nhân chứng	trust	0.602
humility	khiêm nhường	trust	0.602
sympathetic	thông cảm	trust	0.602
helpful	Hữu ích	trust	0.602
symmetry	đối xứng	trust	0.602
unquestionable	không thể nghi ngờ	trust	0.602
peace	hòa bình	trust	0.602
transcendence	siêu việt	trust	0.602
serenity	thanh thản	trust	0.602
embrace	ôm hôn	trust	0.602
inspired	lấy cảm hứng	trust	0.602
mainstay	trụ cột	trust	0.602
unconditional	vô điều kiện	trust	0.602
guarded	được bảo vệ	trust	0.602
identify	nhận định	trust	0.602
marry	kết hôn	trust	0.594
grant	ban cho	trust	0.594
depend	tùy theo	trust	0.594
complimentary	miễn phí	trust	0.594
spouse	người phối ngẫu	trust	0.594
tranquility	Yên bình	trust	0.594
vigilant	thận trọng	trust	0.594
ministry	Bộ	trust	0.594
fairly	công bằng	trust	0.594
philanthropic	từ thiện	trust	0.594
openly	công khai	trust	0.594
generous	hào phóng	trust	0.594
strengthen	tăng cường	trust	0.594
gratitude	lòng biết ơn	trust	0.594
befriend	kết bạn	trust	0.594
substantiate	chứng minh	trust	0.594
praised	khen ngợi	trust	0.594
admiral	đô đốc	trust	0.594
regent	nhiếp chính	trust	0.594
sage	Hiền nhân	trust	0.594
assessment	thẩm định, lượng định, đánh giá	trust	0.594
enlighten	soi sáng	trust	0.594
eminence	eminence	trust	0.594
commendation	sự khen thưởng	trust	0.594
efficient	hiệu quả	trust	0.594
nurse	y tá	trust	0.594
visionary	tầm nhìn xa trông rộng	trust	0.594
generosity	sự rộng lượng	trust	0.594
vigilance	cảnh giác	trust	0.594
endowment	tài sản	trust	0.594
council	hội đồng	trust	0.594
sweetheart	người yêu	trust	0.589
attest	chứng thực	trust	0.586
prestige	uy tín	trust	0.586
serene	thanh thản	trust	0.586
unfailing	không bao giờ	trust	0.586
testimony	lời khai	trust	0.586
checklist	danh mục	trust	0.586
inheritance	di sản	trust	0.586
monk	nhà sư	trust	0.586
godly	thần thánh	trust	0.586
compliance	sự tuân thủ	trust	0.586
rooted	bắt nguồn từ	trust	0.586
constitutional	hiến pháp	trust	0.586
conservation	bảo tồn	trust	0.586
bylaw	luật pháp	trust	0.586
helper	người giúp đỡ	trust	0.586
joyful	hân hoan	trust	0.586
collectively	chung	trust	0.586
meritorious	công đức	trust	0.586
acclaim	hoan hô	trust	0.586
diplomacy	ngoại giao	trust	0.586
educational	giáo dục	trust	0.586
husbandry	chăn nuôi	trust	0.586
share	chia sẻ	trust	0.586
enjoying	thưởng thức	trust	0.586
firmness	cứng rắn	trust	0.586
convince	thuyết phục	trust	0.586
designation	chỉ định	trust	0.586
tribe	bộ lạc	trust	0.586
victory	chiến thắng	trust	0.586
magnificent	tráng lệ	trust	0.586
lovely	đáng yêu	trust	0.586
seniority	thâm niên	trust	0.586
angelic	thiên thần	trust	0.586
ambition	tham vọng	trust	0.586
father	cha	trust	0.586
mate	người bạn đời	trust	0.586
sobriety	sobriety	trust	0.586
revere	tôn kính	trust	0.586
delegate	ủy quyền	trust	0.586
navigator	hoa tiêu	trust	0.578
watchdog	cơ quan giám sát	trust	0.578
obey	tuân theo	trust	0.578
cheerfulness	vui vẻ	trust	0.578
inviting	mời	trust	0.578
judge	thẩm phán	trust	0.578
irrefutable	không thể chối cãi	trust	0.578
philanthropist	nhà từ thiện	trust	0.578
careful	cẩn thận	trust	0.578
communion	sự hiệp thông	trust	0.578
coexisting	cùng tồn tại	trust	0.578
impartiality	vô tư	trust	0.578
unquestioned	không bị nghi ngờ	trust	0.578
upright	thẳng đứng	trust	0.578
authoritative	có thẩm quyền	trust	0.578
structural	cấu trúc	trust	0.578
convinced	thuyết phục	trust	0.578
smile	nụ cười	trust	0.578
commandant	chỉ huy	trust	0.578
dutiful	dể thương	trust	0.578
shelter	nơi trú ẩn	trust	0.578
revival	hồi sinh	trust	0.578
professor	Giáo sư	trust	0.578
adore	yêu thích	trust	0.578
legalized	hợp pháp hóa	trust	0.578
punctual	đúng giờ	trust	0.570
counsellor	người cố vấn	trust	0.570
complement	bổ sung	trust	0.570
corroboration	corroboration	trust	0.570
immaculate	vô định	trust	0.570
relative	quan hệ	trust	0.570
apostle	tông đồ	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	liên kết	trust	0.570
insure	bảo đảm	trust	0.570
plausible	đáng tin cậy	trust	0.570
consult	tư vấn	trust	0.570
modest	khiêm tốn	trust	0.570
measured	đo lường	trust	0.570
pilot	Phi công	trust	0.570
collaborator	cộng tác viên	trust	0.570
advise	khuyên nhủ	trust	0.570
cuddle	ôm	trust	0.570
ordinance	pháp lệnh	trust	0.570
compass	la bàn	trust	0.570
guide	hướng dẫn	trust	0.570
everlasting	bất diệt	trust	0.570
adhering	tôn trọng	trust	0.570
determinate	xác định	trust	0.570
heavenly	thiên thượng	trust	0.570
principal	hiệu trưởng	trust	0.570
abundance	sự phong phú	trust	0.570
matron	matron	trust	0.570
unequivocal	rõ ràng	trust	0.570
volunteers	tình nguyện viên	trust	0.570
pedigree	phả hệ	trust	0.570
unquestionably	không nghi ngờ gì	trust	0.570
pertinent	thích hợp	trust	0.562
devout	mộ đạo	trust	0.562
curable	có thể chữa được	trust	0.562
insight	thấu hiểu	trust	0.562
congregation	hội thánh	trust	0.562
admit	thừa nhận	trust	0.562
pleasant	dễ chịu	trust	0.562
vigorous	mạnh mẽ	trust	0.562
fort	pháo đài	trust	0.562
remarkable	đáng chú ý	trust	0.562
content	Nội dung	trust	0.562
spotless	không có vết	trust	0.562
uplift	nâng cao	trust	0.562
compensate	bù lại	trust	0.562
lovemaking	làm tình	trust	0.562
jury	ban bồi thẩm	trust	0.562
jurist	luật gia	trust	0.562
soothing	nhẹ nhàng	trust	0.562
ordination	sự phong chức	trust	0.562
cohesion	sự gắn kết	trust	0.562
frankness	sự thẳng thắn	trust	0.562
strong	mạnh	trust	0.562
miracle	phép màu	trust	0.562
concordance	sự phù hợp	trust	0.562
applaud	hoan nghênh	trust	0.562
prize	giải thưởng	trust	0.562
apostolic	tông đồ	trust	0.562
succeeding	thành công	trust	0.562
vitality	sức sống	trust	0.562
treasurer	thủ quỹ	trust	0.562
save	tiết kiệm	trust	0.562
earn	kiếm	trust	0.562
midwife	nữ hộ sinh	trust	0.555
discretion	quyết định	trust	0.555
worship	tôn sùng	trust	0.555
constant	không thay đổi	trust	0.555
foresight	tầm nhìn xa	trust	0.555
vote	bỏ phiếu	trust	0.555
cultivate	cày cấy	trust	0.555
impartial	vô tư	trust	0.555
illumination	sự chiếu sáng	trust	0.555
ambulance	xe cứu thương	trust	0.555
privacy	riêng tư	trust	0.555
succeed	thành công	trust	0.555
providing	cung cấp	trust	0.555
veteran	cựu chiến binh	trust	0.555
patience	kiên nhẫn	trust	0.555
prophet	tiên tri	trust	0.555
coach	huấn luyện viên	trust	0.555
intuition	trực giác	trust	0.555
reconciliation	hòa giải	trust	0.555
defender	người bảo vệ	trust	0.555
coalesce	kết hợp	trust	0.555
mediate	trung gian	trust	0.555
precedence	ưu tiên	trust	0.555
congruence	sự đồng dư	trust	0.555
buddy	Bạn bè	trust	0.555
reunion	sum họp	trust	0.555
restorative	phục hồi	trust	0.555
destined	định trước	trust	0.555
physicist	nhà vật lý học	trust	0.555
influential	có ảnh hưởng	trust	0.555
exalt	nâng cao	trust	0.555
greatness	sự vĩ đại	trust	0.555
inclusion	sự bao gồm	trust	0.555
auditor	kiểm toán viên	trust	0.555
meditate	suy nghĩ	trust	0.555
betrothed	đính hôn	trust	0.555
proud	tự hào	trust	0.547
provide	cung cấp	trust	0.547
conciliation	hòa giải	trust	0.547
ancestral	tổ tiên	trust	0.547
liberty	tự do	trust	0.547
durable	bền chặt	trust	0.547
impenetrable	không thể hiểu được	trust	0.547
prudent	khôn ngoan	trust	0.547
invocation	sự kêu gọi	trust	0.547
engaging	hấp dẫn	trust	0.547
statement	tuyên bố	trust	0.547
rejoice	hân hoan	trust	0.547
cheer	vui lên	trust	0.547
eyewitness	nhân chứng	trust	0.547
prevalent	thịnh hành	trust	0.547
securities	chứng khoán	trust	0.547
friendly	thân thiện	trust	0.547
salvation	sự cứu rỗi	trust	0.547
independence	sự độc lập	trust	0.547
govern	quản lý	trust	0.547
forgive	tha lỗi	trust	0.547
commanding	chỉ huy	trust	0.547
convent	tu viện	trust	0.547
reinforcement	cốt thép	trust	0.547
law	pháp luật	trust	0.547
registry	đăng ký	trust	0.547
temperate	khí hậu ôn hòa	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	sẵn sàng	trust	0.547
heritage	gia tài	trust	0.547
chronicle	biên niên sử	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	bộ quần áo	trust	0.539
institute	học viện	trust	0.539
applause	vỗ tay	trust	0.539
architecture	kiến trúc	trust	0.539
obvious	hiển nhiên	trust	0.539
recovery	phục hồi	trust	0.539
inimitable	không thể bắt chước	trust	0.539
relevant	liên quan, thích hợp	trust	0.539
responsive	đáp ứng	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	hướng dẫn	trust	0.539
define	định nghĩa	trust	0.539
delightful	thú vị	trust	0.539
antidote	thuốc giải độc	trust	0.539
admitting	thừa nhận	trust	0.539
psalms	thánh vịnh	trust	0.539
stamina	sức chịu đựng	trust	0.539
majority	đa số	trust	0.539
inoculation	sự tiêm chủng	trust	0.539
perfect	hoàn hảo	trust	0.539
obedience	sự vâng lời	trust	0.539
memorable	đáng nhớ	trust	0.539
chastity	sự trinh tiết	trust	0.539
proctor	người kiếm tiền	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	tính đồng đều	trust	0.539
forefathers	tổ tiên	trust	0.539
immovable	bất động	trust	0.539
eager	hăng hái	trust	0.539
aspiring	tham vọng	trust	0.539
obliging	mang ơn	trust	0.539
reinforcements	quân tiếp viện	trust	0.539
tantamount	tương đương	trust	0.539
exalted	cao quý	trust	0.539
hospital	bệnh viện	trust	0.531
retirement	nghỉ hưu	trust	0.531
strive	phấn đấu	trust	0.531
edification	sự sửa đổi	trust	0.531
candid	thật thà	trust	0.531
deed	hành động	trust	0.531
school	trường học	trust	0.531
cradle	cái nôi	trust	0.531
transcript	bảng điểm	trust	0.531
accompaniment	đệm	trust	0.531
doubtless	không nghi ngờ	trust	0.531
rescue	giải cứu	trust	0.531
seal	niêm phong	trust	0.531
expedient	thích hợp	trust	0.531
ballot	phiếu	trust	0.531
deliverance	sự giải thoát	trust	0.531
heavens	thiên đường	trust	0.531
fraternal	thân phận	trust	0.531
dependent	phụ thuộc	trust	0.531
answerable	có thể trả lời	trust	0.531
center	trung tâm	trust	0.531
analyst	nhà phân tích	trust	0.531
firstborn	đầu tiên	trust	0.531
bloom	hoa	trust	0.531
inseparable	không thể tách rời	trust	0.531
bride	cô dâu	trust	0.531
evergreen	thường xanh	trust	0.531
princely	chủ yếu	trust	0.531
immunization	chủng ngừa	trust	0.531
refuge	trú ẩn	trust	0.531
verily	quả thật	trust	0.531
omniscient	toàn trí	trust	0.531
terms	điều kiện	trust	0.531
sponsor	nhà tài trợ	trust	0.531
approbation	sự phê chuẩn	trust	0.527
correctness	tính chính xác	trust	0.523
elevation	độ cao	trust	0.523
neighbor	hàng xóm	trust	0.523
unbroken	không bị gián đoạn	trust	0.523
countenance	vẻ bề ngoài	trust	0.523
hug	ôm	trust	0.523
nobility	quý tộc	trust	0.523
paragon	paragon	trust	0.523
coronation	đăng quang	trust	0.523
celebration	lễ kỷ niệm	trust	0.523
graduation	tốt nghiệp	trust	0.523
commonwealth	liên bang	trust	0.523
dictionary	từ điển	trust	0.523
powerful	quyền lực	trust	0.523
notable	đáng chú ý	trust	0.523
account	tài khoản	trust	0.523
winning	chiến thắng	trust	0.523
honeymoon	tuần trăng mật	trust	0.523
improvement	cải thiện	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	giáo sĩ	trust	0.523
ratify	phê chuẩn	trust	0.523
connoisseur	người sành sỏi	trust	0.523
award	giải thưởng	trust	0.523
taught	đã dạy	trust	0.523
adoration	sự tôn kính	trust	0.523
salutary	- số nhiều	trust	0.523
captivate	quyến rũ	trust	0.523
liberate	giải phóng	trust	0.523
unimpeached	không hiểu	trust	0.523
laureate	người đoạt giải	trust	0.523
benedictory	lòng nhân từ	trust	0.523
feeling	cảm giác	trust	0.518
freely	tự do	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	mơ mộng	trust	0.516
organization	cơ quan	trust	0.516
framework	khuôn khổ	trust	0.516
sentinel	sentinel	trust	0.516
advent	sự ra đời	trust	0.516
inform	thông báo	trust	0.516
committee	ủy ban	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	có đầu óc	trust	0.516
obstetrician	bác sĩ sản khoa	trust	0.516
enchanted	mê hoặc	trust	0.516
formative	hình thành	trust	0.516
tribunal	tòa án	trust	0.516
association	sự kết hợp	trust	0.516
remedy	biện pháp khắc phục	trust	0.516
credit	tín dụng	trust	0.516
nobleman	quý tộc	trust	0.516
predominant	chiếm ưu thế	trust	0.516
