word	Icelandic-is	emotion	emotion-intensity-score
diversity	fjölbreytni	trust	0.508
accolade	hrós	trust	0.508
philosopher	heimspekingur	trust	0.508
lieutenant	löggjafinn	trust	0.508
shepherd	hirðir	trust	0.508
courtship	forræði	trust	0.508
sovereign	fullvalda	trust	0.508
medical	læknisfræðilegt	trust	0.508
housewife	húsmóðir	trust	0.508
automatic	sjálfvirk	trust	0.508
patronage	verndarvæng	trust	0.508
enable	virkja	trust	0.508
admissible	leyfilegt	trust	0.508
beautification	fegurð	trust	0.508
synchronize	samstilla	trust	0.500
info	upplýsingar	trust	0.500
pontiff	páfi	trust	0.500
retain	halda	trust	0.500
warden	Warden	trust	0.500
majesty	hátign	trust	0.500
infallibility	infallibility	trust	0.500
guru	sérfræðingur	trust	0.500
apologetic	afsakandi	trust	0.500
darling	elskan	trust	0.500
doctrine	kenning	trust	0.500
related	tengdir	trust	0.500
treasure	fjársjóður	trust	0.500
infinity	óendanlegt	trust	0.500
romantic	rómantísk	trust	0.500
optimist	bjartsýni	trust	0.500
timing	tímasetning	trust	0.500
undying	undying	trust	0.500
personal	persónulega	trust	0.500
gateway	gátt	trust	0.500
instruction	kennsla	trust	0.500
backer	stuðningsmaður	trust	0.500
watchful	vakandi	trust	0.500
badge	merki	trust	0.500
birth	fæðing	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	frú	trust	0.500
indelible	óafmáanlegt	trust	0.500
superman	Superman	trust	0.500
guard	vörður	trust	0.500
vindication	vottun	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	lifandi	trust	0.500
constitute	mynda	trust	0.492
jubilant	jubilant	trust	0.492
endow	endow	trust	0.492
improve	bæta	trust	0.492
contributor	framlag	trust	0.492
formality	formsatriði	trust	0.492
salute	heilsa	trust	0.492
inevitable	óhjákvæmilegt	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	dómari	trust	0.492
grow	vaxa	trust	0.492
fellow	náungi	trust	0.492
popularity	vinsældir	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	talsmaður	trust	0.492
synonymous	samheiti	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kirkja	trust	0.492
hardy	Hardy	trust	0.492
privy	privy	trust	0.492
psalm	sálmur	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	aðdráttarafl	trust	0.492
grandchildren	barnabörn	trust	0.492
elegance	glæsileika	trust	0.492
laudatory	laudatory	trust	0.492
sheriff	sýslumaður	trust	0.492
radiance	geislun	trust	0.492
harbor	höfn	trust	0.492
aspire	þrá	trust	0.492
musical	söngleikur	trust	0.492
chairman	formaður	trust	0.492
moderator	stjórnandi	trust	0.492
laudation	laudation	trust	0.484
clean	hreint	trust	0.484
arbiter	Arbiter	trust	0.484
crowning	crowning	trust	0.484
depth	dýpt	trust	0.484
forecast	spá	trust	0.484
colonel	ofursti	trust	0.484
hire	ráða	trust	0.484
found	Fundið	trust	0.484
armor	Brynja	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	uppáhalds	trust	0.484
voucher	voucher	trust	0.484
affection	ástúð	trust	0.484
path	leið	trust	0.484
referee	dómarinn	trust	0.484
police	lögreglu	trust	0.484
countryman	landsmaður	trust	0.484
romance	rómantík	trust	0.484
diagnosis	greining	trust	0.484
concord	concord	trust	0.484
enjoy	njóta	trust	0.484
ranger	ranger	trust	0.484
confess	játa	trust	0.484
income	tekjur	trust	0.484
assembly	samkoma	trust	0.484
sweet	sætur	trust	0.484
like	eins og	trust	0.484
apologize	biðjast afsökunar	trust	0.477
sermon	prédikun	trust	0.477
pastor	prestur	trust	0.477
matter	efni	trust	0.477
glory	dýrð	trust	0.477
lamb	lamb	trust	0.477
lover	elskhugi	trust	0.477
putative	hugsandi	trust	0.477
expect	búast	trust	0.477
purely	eingöngu	trust	0.477
follow	fylgja	trust	0.477
parliament	Alþingi	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	leikskóla	trust	0.477
episcopal	biskupsdæmi	trust	0.477
veracity	sannleikur	trust	0.477
mathematical	stærðfræðileg	trust	0.477
frank	Frank	trust	0.477
policeman	lögreglumaður	trust	0.477
word	orð	trust	0.477
consul	ræðismannsskrifstofa	trust	0.477
landmark	kennileiti	trust	0.477
calculator	reiknivél	trust	0.477
sterling	Sterling	trust	0.477
signature	undirskrift	trust	0.477
votive	votive	trust	0.477
preponderance	ofgnótt	trust	0.477
sacrifice	fórn	trust	0.477
underwrite	undirrita	trust	0.469
bridesmaid	bridesmaid	trust	0.469
commission	þóknun	trust	0.469
passion	ástríðu	trust	0.469
prefer	kjósa	trust	0.469
recruits	ráðnir	trust	0.469
cashier	gjaldkeri	trust	0.469
judicious	jákvætt	trust	0.469
immerse	sökkva niður	trust	0.469
uncritical	uncritical	trust	0.469
effective	áhrifarík	trust	0.469
dove	dúfur	trust	0.469
tutelage	forsætisráðherra	trust	0.469
associate	félagi	trust	0.469
flagship	flaggskip	trust	0.469
religion	trúarbrögð	trust	0.469
gain	öðlast	trust	0.469
instructor	kennari	trust	0.469
judgment	dómur	trust	0.469
title	titill	trust	0.469
regal	regal	trust	0.469
author	höfundur	trust	0.469
top	efst	trust	0.469
tribune	standa	trust	0.469
eagerness	eagerness	trust	0.469
marshal	marshal	trust	0.469
mighty	sterkur	trust	0.469
intended	ætlað	trust	0.469
capacity	getu	trust	0.469
vicar	þingmaður	trust	0.469
partake	taka þátt	trust	0.461
commerce	verslun	trust	0.461
magnetic	segulmagnaðir	trust	0.461
medal	verðlaun	trust	0.461
courier	hraðboði	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	skráðu þig inn	trust	0.461
necessarily	nauðsynlega	trust	0.461
lesson	lexía	trust	0.461
custody	forsjá	trust	0.461
moorings	moorings	trust	0.461
fortress	vígi	trust	0.461
aunt	frænka	trust	0.461
bank	banka	trust	0.461
theological	guðfræðileg	trust	0.461
manage	stjórna	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	verslun	trust	0.461
lifestyle	lífsstíl	trust	0.461
consecration	vígslu	trust	0.461
admitted	viðurkenndi	trust	0.461
crucial	mikilvægt	trust	0.461
cautious	varkár	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	prestdæmið	trust	0.461
attendant	aðstoðarmaður	trust	0.461
oblige	skuldbinda sig	trust	0.461
patriarchal	patriarchal	trust	0.461
kitten	kettlingur	trust	0.461
cathedral	dómkirkjan	trust	0.455
eagle	örn	trust	0.453
puppy	hvolpur	trust	0.453
present	til staðar	trust	0.453
perceive	skynja	trust	0.453
foresee	sjá fyrir	trust	0.453
governor	landstjóra	trust	0.453
synergistic	samverkandi	trust	0.453
commonplace	algengt	trust	0.453
exchange	skipti	trust	0.453
journeyman	ferðamaður	trust	0.453
laud	laud	trust	0.453
chairwoman	formaður	trust	0.453
encomium	encomium	trust	0.453
strategist	strategist	trust	0.453
dawn	dögun	trust	0.453
excited	spenntur	trust	0.453
finally	loksins	trust	0.453
level	stigi	trust	0.453
chart	töflu	trust	0.453
oasis	vín	trust	0.453
insulation	einangrun	trust	0.453
president	forseti	trust	0.453
deputy	staðgengill	trust	0.453
orthodoxy	Rétttrúnaðar	trust	0.445
sir	herra	trust	0.445
theorem	setning	trust	0.445
formula	formúlu	trust	0.445
operation	aðgerð	trust	0.445
bridegroom	brúðguminn	trust	0.445
lodging	Gisting	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	handbók	trust	0.445
impart	gefa út	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	skaðabætur	trust	0.445
negotiate	semja um	trust	0.445
magnify	stækka	trust	0.445
chancellor	kanslari	trust	0.445
crew	áhöfn	trust	0.445
sensual	sensual	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	venjulega	trust	0.445
asserting	fullyrða	trust	0.445
chocolate	súkkulaði	trust	0.445
statistical	tölfræðileg	trust	0.445
lord	herra	trust	0.445
exaltation	upphafningu	trust	0.445
employ	Raða	trust	0.445
orchestra	hljómsveit	trust	0.445
director	leikstjóri	trust	0.445
chemist	efnafræðingur	trust	0.445
remains	leifar	trust	0.445
enliven	upplifað	trust	0.445
sun	sól	trust	0.438
imagination	ímyndunarafl	trust	0.438
comptroller	comptroller	trust	0.438
digit	stafa	trust	0.438
cabinet	skáp	trust	0.438
emphasize	leggja áherslu á	trust	0.438
atone	sæta	trust	0.438
inauguration	vígsla	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	Elite	trust	0.438
governess	stjórnvöld	trust	0.438
tandem	tandem	trust	0.438
conveyancing	flutninga	trust	0.438
arbitrator	gerðarmaður	trust	0.438
oracle	véfrétt	trust	0.438
economy	hagkerfi	trust	0.438
elect	útvalin	trust	0.438
villager	þorpsbúa	trust	0.438
fate	örlög	trust	0.438
exhaustive	tæmandi	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	butler	trust	0.438
conformity	samræmi	trust	0.438
grammar	málfræði	trust	0.430
disclosed	birtar	trust	0.430
persuade	sannfæra	trust	0.430
compact	samningur	trust	0.430
rule	regla	trust	0.430
deacon	djákna	trust	0.430
impressionable	áhrifamikill	trust	0.430
cop	lögga	trust	0.430
neutrality	hlutleysi	trust	0.430
pay	borga	trust	0.430
bridal	brúðar	trust	0.430
wealth	auður	trust	0.430
base	grunnur	trust	0.430
errand	erindi	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	seigja	trust	0.430
estimable	áætlað	trust	0.430
lender	lánveitandi	trust	0.430
sentry	sentry	trust	0.430
invite	bjóða	trust	0.430
circle	hringur	trust	0.430
grit	grit	trust	0.430
elucidate	lýsa	trust	0.430
repay	endurgreiða	trust	0.430
resources	auðlindir	trust	0.430
blanket	teppi	trust	0.430
occupant	farþegi	trust	0.430
bequest	bequest	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	telja	trust	0.430
hail	hagl	trust	0.430
playful	fjörugur	trust	0.430
simplify	einfalda	trust	0.430
differential	mismunur	trust	0.430
utopian	utopian	trust	0.430
parish	sókn	trust	0.422
sing	syngja	trust	0.422
dominion	ríki	trust	0.422
dealings	samskipti	trust	0.422
theocratic	Theocratic	trust	0.422
shopkeeper	kaupsýslumaður	trust	0.422
accountant	endurskoðandi	trust	0.422
forum	vettvangur	trust	0.422
fixed	fastur	trust	0.422
eulogize	eulogize	trust	0.422
diary	dagbók	trust	0.422
intend	ætla	trust	0.422
supplication	bæn	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	lærlingur	trust	0.422
continue	halda áfram	trust	0.422
antiseptic	sótthreinsandi	trust	0.422
perennial	ævarandi	trust	0.422
primer	grunnur	trust	0.422
enablement	virkjun	trust	0.422
respite	frestur	trust	0.422
assignee	eigandi	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	skipta	trust	0.422
travel	ferðast	trust	0.422
probity	líkindi	trust	0.422
axiom	axiom	trust	0.422
maintenance	viðhald	trust	0.422
reconsideration	endurskoðun	trust	0.422
treat	skemmtun	trust	0.422
truss	truss	trust	0.422
hymn	sálm	trust	0.422
supremacy	yfirráð	trust	0.422
athlete	íþróttamaður	trust	0.414
cogent	cogent	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	þjóna	trust	0.414
incline	halla	trust	0.414
trainer	þjálfari	trust	0.414
choir	kór	trust	0.414
preservative	rotvarnarefni	trust	0.414
kudos	kudos	trust	0.414
cash	reiðufé	trust	0.414
gazette	gazette	trust	0.414
akin	svipað	trust	0.414
amortization	afskriftir	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	blaðamaður	trust	0.414
salary	laun	trust	0.414
offering	bjóða	trust	0.414
leap	stökk	trust	0.414
transaction	viðskipti	trust	0.414
privilege	forréttindi	trust	0.414
consort	hópur	trust	0.414
rapt	rapt	trust	0.414
commodore	commodore	trust	0.414
conglomerate	samsteypa	trust	0.414
synod	synod	trust	0.414
deference	ágreiningur	trust	0.414
labor	vinnuafl	trust	0.414
gate	hliðið	trust	0.414
routine	venja	trust	0.414
luxury	þægindi	trust	0.406
tree	tré	trust	0.406
legislator	löggjafinn	trust	0.406
executor	framkvæmdastjóri	trust	0.406
leisure	tómstundir	trust	0.406
system	kerfi	trust	0.406
fitting	mátun	trust	0.406
trophy	bikarkeppni	trust	0.406
nation	þjóð	trust	0.406
glorify	vegsama	trust	0.406
linguist	tungumálafræðingur	trust	0.406
extol	extol	trust	0.406
dermatologist	húðsjúkdómafræðingur	trust	0.406
judged	dæmdur	trust	0.406
sanction	viðurlög	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	endurgreiðsla	trust	0.406
patrol	eftirlitsferð	trust	0.406
abacus	abacus	trust	0.406
radar	ratsjá	trust	0.406
budget	fjárhagsáætlun	trust	0.406
deluxe	lúxus	trust	0.398
intense	ákafur	trust	0.398
explain	útskýra	trust	0.398
gentry	Gentry	trust	0.398
quaint	quaint	trust	0.398
parietal	parietal	trust	0.398
barter	vöruskipti	trust	0.398
pursue	stunda	trust	0.398
clearance	úthreinsun	trust	0.398
popular	vinsæll	trust	0.398
ground	jörð	trust	0.398
depository	vörsluaðili	trust	0.398
journalism	blaðamennsku	trust	0.398
electorate	kjósendur	trust	0.398
climax	hápunktur	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	ljóma	trust	0.398
yearning	þrá	trust	0.398
neutral	hlutlaus	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	hreiður	trust	0.398
clan	ættin	trust	0.398
merchandise	varningi	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	járn	trust	0.398
eulogy	eulogy	trust	0.398
accounts	reikningar	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	hestur	trust	0.391
gay	hommi	trust	0.391
usher	innherja	trust	0.391
paean	á eftir	trust	0.391
chandler	chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	stjörnu	trust	0.391
recline	endurlína	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	fyrirbæn	trust	0.391
escort	fylgdar	trust	0.391
cube	teningur	trust	0.391
follower	fylgismaður	trust	0.391
armory	Armory	trust	0.391
surrogate	staðgengill	trust	0.391
baggage	farangur	trust	0.391
downright	allt í lagi	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistic	trust	0.391
messenger	boðberi	trust	0.391
grin	grin	trust	0.391
translation	þýðing	trust	0.391
deal	samningur	trust	0.391
lean	halla	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	merki	trust	0.383
fortune	örlög	trust	0.383
series	röð	trust	0.383
crisp	skörpum	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	útgöngubann	trust	0.383
leaning	halla sér	trust	0.383
larger	stærra	trust	0.383
possess	eignast	trust	0.383
gage	gage	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	fjársjóður	trust	0.383
bartender	barþjónn	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	skaðabætur	trust	0.383
culinary	matreiðslu	trust	0.383
faculty	deildarinnar	trust	0.383
clapping	clapping	trust	0.375
general	almennt	trust	0.375
sex	kynlíf	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	matsmaður	trust	0.375
confederate	samtök	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	munur	trust	0.375
bouquet	vönd	trust	0.375
adjust	stilla	trust	0.375
cover	kápa	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	lautarferð	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	afneita	trust	0.367
knickers	knickers	trust	0.367
garrison	garnison	trust	0.367
dogma	dogma	trust	0.367
microscope	smásjá	trust	0.367
senate	Senate	trust	0.367
nestle	nestle	trust	0.367
dolphin	höfrungur	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	sjávar	trust	0.367
marrow	marrow	trust	0.367
bargain	samkomulag	trust	0.367
bursary	verðlaun	trust	0.367
cosmopolitan	heimsborgari	trust	0.367
bailiff	dómsmálaráðherra	trust	0.367
pretty	falleg	trust	0.367
swell	bólga	trust	0.367
superstar	superstar	trust	0.367
throne	Hásæti	trust	0.367
collateral	tryggingar	trust	0.367
homosexual	samkynhneigð	trust	0.367
manual	handbók	trust	0.367
magnet	segull	trust	0.367
periodicity	reglubundið	trust	0.367
green	grænn	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	phalanx	trust	0.359
money	peninga	trust	0.359
mortgagee	mortgagee	trust	0.359
roadster	roadster	trust	0.359
vulnerable	viðkvæm	trust	0.359
lettered	lettered	trust	0.359
circumstances	aðstæður	trust	0.359
boomerang	boomerang	trust	0.359
privileged	forréttinda	trust	0.359
promo	promo	trust	0.359
calls	símtöl	trust	0.359
maxim	hámarki	trust	0.359
fender	fender	trust	0.359
fade	hverfa	trust	0.359
stark	sterkur	trust	0.359
footing	fótur	trust	0.359
dance	dans	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	bankastjóri	trust	0.352
rave	rave	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	sýna	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	könnun	trust	0.352
laser	leysir	trust	0.352
font	leturgerð	trust	0.352
administrative	stjórnsýslu	trust	0.352
seals	selir	trust	0.352
suggest	benda til	trust	0.352
tactics	tækni	trust	0.352
fuse	öryggi	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	lögfræðingur	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	fyrirvara	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	klappa	trust	0.344
dame	dame	trust	0.344
playground	leikvöllur	trust	0.344
entertainment	skemmtun	trust	0.344
bounce	hopp	trust	0.344
endless	endalaus	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	handhafi	trust	0.344
servant	þjónn	trust	0.344
lace	blúndur	trust	0.344
white	hvítur	trust	0.344
weigh	vega	trust	0.344
cement	sement	trust	0.336
legislature	löggjafinn	trust	0.336
carol	Carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	orðstír	trust	0.336
lens	linsu	trust	0.336
shoulder	öxl	trust	0.336
food	matur	trust	0.336
county	sýsla	trust	0.336
opera	ópera	trust	0.336
estimation	mat	trust	0.336
corporation	hlutafélag	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	canons	trust	0.328
gauging	gauging	trust	0.328
theory	kenning	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	vandlæti	trust	0.328
wear	klæðast	trust	0.328
execution	framkvæmd	trust	0.328
swear	sverja	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	stangir	trust	0.320
pavement	gangstétt	trust	0.320
cap	loki	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	umboð	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	blómaskeiði	trust	0.320
unofficial	óopinber	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	girder	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	ráðstafað	trust	0.320
interior	innanhúss	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	Fylla	trust	0.320
clerical	ritari	trust	0.320
veal	kálfakjöt	trust	0.312
smith	smiður	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	pilla	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	fyrirbyggjandi	trust	0.312
spaniel	spaniel	trust	0.312
spa	spa	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	gubernatorial	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	leyndarmál	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	sundial	trust	0.305
thermometer	hitamælir	trust	0.305
actress	leikkona	trust	0.305
presumption	forsendu	trust	0.305
hermit	búfé	trust	0.305
warn	varið	trust	0.305
