word	Hindi-hi	emotion	emotion-intensity-score
humanity	मानवता	trust	0.688
solidity	दृढ़ता	trust	0.688
adviser	सलाहकार	trust	0.688
pledge	प्रतिज्ञा	trust	0.688
believed	माना जाता है कि	trust	0.688
understanding	समझ	trust	0.688
monogamy	एक ही बार विवाह करने की प्रथा	trust	0.688
expertise	विशेषज्ञता	trust	0.680
diplomatic	राजनयिक	trust	0.680
confidential	गुप्त	trust	0.680
hope	आशा	trust	0.680
protector	रक्षा करनेवाला	trust	0.680
agreeing	सहमत होने से	trust	0.680
diligence	लगन	trust	0.680
official	आधिकारिक	trust	0.680
affirm	वाणी	trust	0.680
indivisible	अभाज्य	trust	0.680
grandfather	दादा	trust	0.680
humble	विनीत	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	वकालत	trust	0.680
elders	बड़ों	trust	0.680
goodness	भलाई	trust	0.680
commendable	सराहनीय	trust	0.680
inspire	को प्रेरित	trust	0.680
approve	मंजूर	trust	0.680
confide	गुप्त रूप से बताना	trust	0.680
professional	पेशेवर	trust	0.680
familiarity	सुपरिचय	trust	0.680
leader	नेता	trust	0.680
confirmed	की पुष्टि	trust	0.680
acceptance	स्वीकार	trust	0.680
benevolence	भलाई	trust	0.672
dignity	गौरव	trust	0.672
harmoniously	सौहार्दपूर्वक	trust	0.672
mastery	प्रभुत्व	trust	0.672
unwavering	साबित	trust	0.672
accredited	मान्यता प्राप्त	trust	0.672
healing	चिकित्सा	trust	0.672
encyclopedia	विश्वकोश	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	पवित्रता	trust	0.672
cohesive	जोड़नेवाला	trust	0.672
covenant	वाचा	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	बेकसूर	trust	0.672
safe	सुरक्षित	trust	0.672
intelligent	बुद्धिमान	trust	0.672
merit	योग्यता	trust	0.664
impeccable	त्रुटिहीन	trust	0.664
affirmatively	सकारात्मक	trust	0.664
spiritual	आध्यात्मिक	trust	0.664
advocate	वकील	trust	0.664
team	टीम	trust	0.664
heroic	वीर रस	trust	0.664
communicate	संवाद	trust	0.664
disciple	शिष्य	trust	0.664
expert	विशेषज्ञ	trust	0.664
proficient	प्रवीण	trust	0.664
specialist	विशेषज्ञ	trust	0.664
ambassador	दूत	trust	0.664
accept	स्वीकार करना	trust	0.664
attestation	साक्षी	trust	0.664
supporting	सहायक	trust	0.664
reliance	भरोसा	trust	0.664
authority	अधिकार	trust	0.664
accountability	जवाबदेही	trust	0.664
guidebook	गाइडबुक	trust	0.664
fulfillment	पूर्ति	trust	0.664
strengthening	को सुदृढ़	trust	0.661
familiar	परिचित	trust	0.656
facts	तथ्यों	trust	0.656
achieve	प्राप्त	trust	0.656
warranty	गारंटी	trust	0.656
structure	संरचना	trust	0.656
steadfast	दृढ़	trust	0.656
favorable	अनुकूल	trust	0.656
counsel	सलाह	trust	0.656
relationship	संबंध	trust	0.656
scientific	वैज्ञानिक	trust	0.656
gentleman	सज्जन	trust	0.656
strength	शक्ति	trust	0.656
elder	ज्येष्ठ	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	परम पूज्य	trust	0.656
excellent	अति उत्कृष्ट	trust	0.656
proficiency	प्रवीणता	trust	0.656
constancy	भक्ति	trust	0.656
defended	बचाव किया	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	भरोसा करना	trust	0.648
heroism	साहस	trust	0.648
peaceful	शांतिपूर्ण	trust	0.648
competency	क्षमता	trust	0.648
assuredly	विश्वासपूर्वक	trust	0.648
brother	भाई	trust	0.648
counselor	परामर्शदाता	trust	0.648
successful	सफल	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	रक्षात्मक	trust	0.648
saint	संत	trust	0.648
harmony	सामंजस्य	trust	0.648
matrimony	विवाह	trust	0.648
noble	महान	trust	0.648
inspiration	प्रेरणा स्त्रोत	trust	0.648
academic	शैक्षिक	trust	0.648
assist	सहायता	trust	0.648
agreed	माना	trust	0.648
uphold	कायम रखना	trust	0.648
comrade	साथी	trust	0.648
lovable	प्यारा	trust	0.648
advisable	उचित	trust	0.648
solidarity	एकजुटता	trust	0.648
worthy	योग्य	trust	0.643
durability	सहनशीलता	trust	0.641
coexist	एक साथ होना	trust	0.641
assure	आश्वासन	trust	0.641
establish	स्थापित करना	trust	0.641
benefactor	दान देनेवाला	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	प्रमुख	trust	0.641
loving	प्यारा	trust	0.641
teacher	अध्यापक	trust	0.641
judiciary	न्यायतंत्र	trust	0.641
conscientious	ईमानदार	trust	0.641
confidence	आत्मविश्वास	trust	0.641
lawful	वैध	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ठहराया	trust	0.641
champion	चैंपियन	trust	0.641
unity	एकता	trust	0.641
legal	कानूनी	trust	0.641
kind	मेहरबान	trust	0.641
credence	प्रत्यय	trust	0.641
real	असली	trust	0.641
doctor	चिकित्सक	trust	0.641
intimate	अन्तरंग	trust	0.634
hopeful	आशावान	trust	0.633
fortitude	धैर्य	trust	0.633
physician	चिकित्सक	trust	0.633
brotherly	भाई	trust	0.633
aspiration	आकांक्षा	trust	0.633
convincing	ठोस	trust	0.633
sanctification	पवित्रीकरण	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	श्रद्धा	trust	0.633
courageous	साहसिक	trust	0.633
soundness	दृढ़ता	trust	0.633
legitimacy	वैधता	trust	0.633
endorse	समर्थन	trust	0.633
fidelity	सत्य के प्रति निष्ठा	trust	0.633
bless	आशीर्वाद देना	trust	0.633
judicial	अदालती	trust	0.633
important	जरूरी	trust	0.633
saintly	पुण्य	trust	0.633
conscience	विवेक	trust	0.633
therapeutic	चिकित्सकीय	trust	0.633
authorize	को अधिकृत	trust	0.633
devotional	धार्मिक	trust	0.633
practiced	अभ्यास	trust	0.633
backbone	रीड की हड्डी	trust	0.633
approved	मंजूर की	trust	0.633
evident	प्रत्यक्ष	trust	0.625
encourage	प्रोत्साहित करना	trust	0.625
caretaker	देख भाल करने वाला	trust	0.625
regard	सम्मान	trust	0.625
angel	देवदूत	trust	0.625
engaged	व्यस्त	trust	0.625
blessing	आशीर्वाद	trust	0.625
professorship	प्राध्यापक का पद	trust	0.625
majestic	आलीशान	trust	0.625
communication	संचार	trust	0.625
purify	शुद्ध	trust	0.625
authorization	प्राधिकरण	trust	0.625
wonderful	आश्चर्यजनक	trust	0.625
achievement	उपलब्धि	trust	0.625
fireman	अग्निशामक	trust	0.625
certify	प्रमाणित	trust	0.625
civilized	सभ्य	trust	0.625
profound	गहन	trust	0.625
accurate	शुद्ध	trust	0.625
assured	आश्वासन	trust	0.625
positivity	सकारात्मकता	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	अच्छा	trust	0.617
absolution	मुक्ति	trust	0.617
commend	हूं	trust	0.617
cherish	संजोना	trust	0.617
fundamental	मौलिक	trust	0.617
advice	सलाह	trust	0.617
objective	लक्ष्य	trust	0.617
optimism	आशावाद	trust	0.617
testament	वसीयतनामा	trust	0.617
qualities	गुणों	trust	0.617
haven	हेवन	trust	0.617
heroine	नायिका	trust	0.617
constantly	निरंतर	trust	0.617
appreciation	प्रशंसा	trust	0.617
triumphant	विजयी	trust	0.617
accord	समझौते	trust	0.617
reassure	आश्वस्त	trust	0.617
truce	युद्धविराम संधि	trust	0.617
thoughtful	सावधान	trust	0.617
teach	सिखाना	trust	0.617
god	परमेश्वर	trust	0.617
corroborate	मंडित कतना	trust	0.617
believer	विश्वास करनेवाला	trust	0.617
unimpeachable	ज़ाहिर	trust	0.617
surety	प्रतिभू	trust	0.617
attentive	सचेत	trust	0.617
gospel	सुसमाचार	trust	0.617
bedrock	आधार	trust	0.617
approvement	approvement	trust	0.617
planning	योजना	trust	0.617
rational	तर्कसंगत	trust	0.617
passionate	उत्साही के	trust	0.617
happy	खुश	trust	0.609
babysitter	दाई	trust	0.609
brilliant	प्रतिभाशाली	trust	0.609
praise	प्रशंसा	trust	0.609
definitive	अंतिम	trust	0.609
considerate	विचारशील	trust	0.609
patron	संरक्षक	trust	0.609
scripture	इंजील	trust	0.609
heal	चंगा	trust	0.609
praiseworthy	सराहनीय	trust	0.609
steward	प्रबंधक	trust	0.609
awareness	जागरूकता	trust	0.609
officer	अफ़सर	trust	0.609
purification	शुद्धिकरण	trust	0.609
excel	एक्सेल	trust	0.609
civilization	सभ्यता	trust	0.609
liking	पसंद	trust	0.609
comfort	आराम	trust	0.609
magnificence	शान	trust	0.609
notary	नोटरी	trust	0.609
progression	प्रगति	trust	0.609
mediator	मध्यस्थ	trust	0.609
blessings	आशीर्वाद का	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	की सिफारिश	trust	0.609
brave	बहादुर	trust	0.602
experienced	अनुभव	trust	0.602
steady	नियमित	trust	0.602
enlightenment	प्रबोधन	trust	0.602
brighten	चमकना	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	पूरा	trust	0.602
witness	गवाह	trust	0.602
humility	विनम्रता	trust	0.602
sympathetic	सहानुभूतिपूर्ण	trust	0.602
helpful	उपयोगी	trust	0.602
symmetry	समरूपता	trust	0.602
unquestionable	निर्विवाद	trust	0.602
peace	शांति	trust	0.602
transcendence	श्रेष्ठता	trust	0.602
serenity	शांति	trust	0.602
embrace	आलिंगन	trust	0.602
inspired	प्रेरित	trust	0.602
mainstay	आधार	trust	0.602
unconditional	बिना शर्त	trust	0.602
guarded	संरक्षित	trust	0.602
identify	की पहचान	trust	0.602
marry	शादी कर	trust	0.594
grant	अनुदान	trust	0.594
depend	निर्भर	trust	0.594
complimentary	मानार्थ	trust	0.594
spouse	पति या पत्नी	trust	0.594
tranquility	शांति	trust	0.594
vigilant	जागरूक	trust	0.594
ministry	मंत्रालय	trust	0.594
fairly	काफी	trust	0.594
philanthropic	परोपकारी	trust	0.594
openly	खुले तौर पर	trust	0.594
generous	उदार	trust	0.594
strengthen	मजबूत बनाना	trust	0.594
gratitude	प्रति आभार	trust	0.594
befriend	मित्रवत व्यवहार करना	trust	0.594
substantiate	सिद्ध करना	trust	0.594
praised	की सराहना की	trust	0.594
admiral	एडमिरल	trust	0.594
regent	राज-प्रतिनिधि	trust	0.594
sage	साधू	trust	0.594
assessment	मूल्यांकन	trust	0.594
enlighten	सूचित करना	trust	0.594
eminence	श्रेष्ठता	trust	0.594
commendation	प्रशस्ति	trust	0.594
efficient	कुशल	trust	0.594
